measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,11.451,161.0,161.0
2021-02-01,11.136,156.0,156.0
2021-03-01,8.679,122.0,122.0
2021-04-01,9.886,139.0,139.0
2021-05-01,11.316,158.0,158.0
2021-06-01,15.403,216.0,216.0
2021-07-01,16.969,239.0,239.0
2021-08-01,17.305,244.0,244.0
2021-09-01,14.623,205.0,205.0
2021-10-01,12.374,174.0,174.0
2021-11-01,10.178,143.0,143.0
2021-12-01,10.68,150.0,150.0
2022-01-01,2.937,44.0,44.0
2022-02-01,2.615,40.0,40.0
2022-03-01,2.082,32.0,32.0
2022-04-01,2.17,34.0,34.0
2022-05-01,3.206,49.0,49.0
2022-06-01,3.903,60.0,60.0
2022-07-01,4.599,71.0,71.0
2022-08-01,4.623,71.0,71.0
2022-09-01,3.897,60.0,60.0
2022-10-01,3.012,47.0,47.0
2022-11-01,2.823,43.0,43.0
2022-12-01,3.133,48.0,48.0
2023-01-01,19.518,301.0,301.0
2023-02-01,18.41,283.0,283.0
2023-03-01,18.169,280.0,280.0
2023-04-01,17.547,270.0,270.0
2023-05-01,25.052,385.0,385.0
2023-06-01,28.94,445.0,445.0
2023-07-01,31.738,488.0,488.0
2023-08-01,34.933,538.0,538.0
2023-09-01,29.429,452.0,452.0
2023-10-01,21.723,335.0,335.0
2023-11-01,20.14,310.0,310.0
2023-12-01,21.401,329.0,329.0
2024-01-01,18.057,271.0,271.0
2024-02-01,12.468,187.0,187.0
2024-03-01,14.149,212.0,212.0
2024-04-01,13.293,200.0,200.0
2024-05-01,17.761,268.0,268.0
2024-06-01,20.037,301.0,301.0
2024-07-01,21.659,326.0,326.0
2024-08-01,24.473,368.0,368.0
2024-09-01,20.306,306.0,306.0
2024-10-01,17.589,265.0,265.0
2024-11-01,14.091,212.0,212.0
2024-12-01,15.117,228.0,228.0
