measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,940.069,11801.0,11801.0
2011-10-01,752.909,9451.0,9451.0
2011-11-01,742.274,9318.0,9318.0
2011-12-01,965.748,12123.0,12123.0
2012-01-01,896.552,7862.0,7862.0
2012-02-01,896.485,7860.0,7860.0
2012-03-01,852.665,7477.0,7477.0
2012-04-01,790.016,6927.0,6927.0
2012-05-01,784.501,6879.0,6879.0
2012-06-01,830.527,7282.0,7282.0
2012-07-01,982.25,8613.0,8613.0
2012-08-01,1293.406,11340.0,11340.0
2012-09-01,1174.984,10302.0,10302.0
2012-10-01,1087.259,9533.0,9533.0
2012-11-01,938.76,8231.0,8231.0
2012-12-01,885.595,7765.0,7765.0
2013-01-01,822.058,7451.0,7451.0
2013-02-01,757.249,6862.0,6862.0
2013-03-01,730.32,6618.0,6618.0
2013-04-01,628.445,5695.0,5695.0
2013-05-01,663.685,6014.0,6014.0
2013-06-01,785.187,7115.0,7115.0
2013-07-01,996.314,9028.0,9028.0
2013-08-01,1016.103,9208.0,9208.0
2013-09-01,1013.563,9184.0,9184.0
2013-10-01,879.448,7970.0,7970.0
2013-11-01,867.461,7861.0,7861.0
2013-12-01,1010.167,9154.0,9154.0
2014-01-01,826.839,7842.0,7842.0
2014-02-01,772.124,7323.0,7323.0
2014-03-01,670.034,6355.0,6355.0
2014-04-01,637.111,6042.0,6042.0
2014-05-01,642.423,6092.0,6092.0
2014-06-01,633.317,6006.0,6006.0
2014-07-01,896.069,8498.0,8498.0
2014-08-01,924.966,8772.0,8772.0
2014-09-01,967.533,9176.0,9176.0
2014-10-01,954.461,9052.0,9052.0
2014-11-01,689.789,6542.0,6542.0
2014-12-01,750.334,7116.0,7116.0
2015-01-01,306.785,3489.0,5061.0
2015-02-01,227.165,2584.0,3749.0
2015-03-01,266.13,3027.0,4392.0
2015-04-01,255.384,2905.0,4215.0
2015-05-01,249.321,2836.0,4115.0
2015-06-01,350.589,3987.0,5785.0
2015-07-01,395.42,4497.0,6525.0
2015-08-01,417.095,4744.0,6883.0
2015-09-01,414.213,4711.0,6836.0
2015-10-01,399.011,4538.0,6585.0
2015-11-01,294.2,3346.0,4855.0
2015-12-01,314.687,3579.0,5193.0
2016-01-01,139.779,795.0,1037.0
2016-02-01,110.934,631.0,822.0
2016-03-01,86.277,491.0,639.0
2016-04-01,82.509,469.0,612.0
2016-05-01,89.064,506.0,660.0
2016-06-01,135.495,771.0,1004.0
2016-07-01,159.818,909.0,1185.0
2016-08-01,176.765,1005.0,1310.0
2016-09-01,146.334,832.0,1085.0
2016-10-01,144.348,821.0,1070.0
2016-11-01,110.991,631.0,822.0
2016-12-01,125.686,715.0,932.0
2017-01-01,136.751,778.0,1221.0
2017-02-01,104.378,594.0,932.0
2017-03-01,86.439,492.0,772.0
2017-04-01,77.216,439.0,690.0
2017-05-01,95.794,545.0,856.0
2017-06-01,126.032,717.0,1126.0
2017-07-01,171.866,977.0,1535.0
2017-08-01,194.013,1103.0,1733.0
2017-09-01,159.636,908.0,1426.0
2017-10-01,151.186,860.0,1351.0
2017-11-01,131.392,747.0,1174.0
2017-12-01,139.297,792.0,1244.0
2018-01-01,893.479,5081.0,7775.0
2018-02-01,784.493,4461.0,6828.0
2018-03-01,815.901,4640.0,7102.0
2018-04-01,614.034,3492.0,5345.0
2018-05-01,560.526,3188.0,4879.0
2018-06-01,766.776,4360.0,6674.0
2018-07-01,1338.021,7609.0,11646.0
2018-08-01,1237.789,7039.0,10773.0
2018-09-01,996.174,5665.0,8670.0
2018-10-01,1113.496,6332.0,9692.0
2018-11-01,995.422,5661.0,8664.0
2018-12-01,1002.889,5703.0,8728.0
2019-01-01,823.735,4684.0,7818.0
2019-02-01,763.776,4343.0,7249.0
2019-03-01,666.05,3788.0,6321.0
2019-04-01,467.366,2658.0,4435.0
2019-05-01,402.735,2290.0,3822.0
2019-06-01,538.529,3062.0,5111.0
2019-07-01,848.94,4828.0,8057.0
2019-08-01,997.182,5671.0,9464.0
2019-09-01,877.446,4990.0,8328.0
2019-10-01,898.694,5111.0,8529.0
2019-11-01,881.385,5012.0,8365.0
2019-12-01,914.162,5199.0,8676.0
2020-01-01,768.265,4369.0,7160.0
2020-02-01,678.452,3858.0,6324.0
2020-03-01,753.127,4283.0,7020.0
2020-04-01,532.612,3029.0,4964.0
2020-05-01,500.799,2848.0,4669.0
2020-06-01,704.48,4006.0,6567.0
2020-07-01,985.493,5604.0,9186.0
2020-08-01,1225.529,6969.0,11424.0
2020-09-01,1067.245,6069.0,9948.0
2020-10-01,1108.36,6303.0,10332.0
2020-11-01,885.319,5035.0,8252.0
2020-12-01,981.319,5580.0,9147.0
2021-01-01,834.98,4748.0,8142.0
2021-02-01,708.089,4027.0,6905.0
2021-03-01,761.332,4329.0,7424.0
2021-04-01,675.556,3842.0,6587.0
2021-05-01,706.043,4015.0,6884.0
