measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,478.028,3828.0,3828.0,2076.605,16624.0,16624.0
2007-11-01,152.196,1218.0,1218.0,1936.5320000000002,15503.0,15503.0
2007-12-01,320.338,2564.0,2564.0,2195.2,17574.0,17574.0
2008-01-01,803.5840000000001,6368.0,6368.0,2524.5260000000003,20017.0,20017.0
2008-02-01,314.874,2494.0,2494.0,2212.154,17540.0,17540.0
2008-03-01,45.467,360.0,360.0,2034.212,16129.0,16129.0
2008-04-01,94.967,754.0,754.0,2430.8610000000003,19274.0,19274.0
2008-05-01,79.37,632.0,632.0,2771.176,21972.0,21972.0
2008-06-01,852.47,6757.0,6757.0,2900.195,22995.0,22995.0
2008-07-01,416.012,3300.0,3300.0,2826.087,22407.0,22407.0
2008-08-01,165.067,1311.0,1311.0,2787.4390000000003,22101.0,22101.0
2008-09-01,211.24,1676.0,1676.0,2401.224,19039.0,19039.0
2008-10-01,60.651,481.0,481.0,2512.179,19918.0,19918.0
2008-11-01,905.243,7175.0,7175.0,2591.36,20546.0,20546.0
2008-12-01,729.0840000000001,5783.0,5783.0,2777.558,22023.0,22023.0
2009-01-01,428.89300000000003,4663.0,4663.0,992.681,10791.0,10791.0
2009-02-01,157.42700000000002,1711.0,1711.0,862.135,9371.0,9371.0
2009-03-01,124.40100000000001,1351.0,1351.0,855.3340000000001,9298.0,9298.0
2009-04-01,11.528,128.0,128.0,999.6410000000001,10866.0,10866.0
2009-05-01,32.563,354.0,354.0,1018.8660000000001,11075.0,11075.0
2009-06-01,22.444000000000003,244.0,244.0,1016.36,11048.0,11048.0
2009-07-01,40.521,441.0,441.0,928.009,10088.0,10088.0
2009-08-01,80.248,870.0,870.0,954.384,10375.0,10375.0
2009-09-01,10.289,110.0,110.0,830.605,9029.0,9029.0
2009-10-01,13.194,145.0,145.0,845.975,9196.0,9196.0
2009-11-01,16.939,186.0,186.0,846.576,9203.0,9203.0
2009-12-01,20.9,226.0,226.0,842.087,9154.0,9154.0
2010-01-01,150.054,1516.0,1516.0,1394.6290000000001,14037.0,14037.0
2010-02-01,80.015,804.0,804.0,1025.305,10320.0,10320.0
2010-03-01,18.767,188.0,188.0,1193.183,12010.0,12010.0
2010-04-01,18.585,188.0,188.0,1540.7620000000002,15509.0,15509.0
2010-05-01,43.768,439.0,439.0,1669.318,16803.0,16803.0
2010-06-01,223.173,2246.0,2246.0,1716.036,17273.0,17273.0
2010-07-01,315.093,3169.0,3169.0,1764.834,17764.0,17764.0
2010-08-01,175.803,1767.0,1767.0,1689.76,17008.0,17008.0
2010-09-01,140.332,1414.0,1414.0,1409.778,14190.0,14190.0
2010-10-01,30.492,308.0,308.0,1273.104,12815.0,12815.0
2010-11-01,54.38,547.0,547.0,1836.518,18485.0,18485.0
2010-12-01,344.8,3471.0,3471.0,1586.511,15969.0,15969.0
2011-01-01,104.514,1079.0,1079.0,566.648,5850.0,5850.0
2011-02-01,14.052,145.0,145.0,507.66,5241.0,5241.0
2011-03-01,29.879,307.0,307.0,503.647,5200.0,5200.0
2011-04-01,12.719,133.0,133.0,527.084,5442.0,5442.0
2011-05-01,65.221,673.0,673.0,564.955,5833.0,5833.0
2011-06-01,76.385,789.0,789.0,580.209,5990.0,5990.0
2011-07-01,136.496,1409.0,1409.0,597.555,6169.0,6169.0
2011-08-01,91.329,945.0,945.0,601.215,6207.0,6207.0
2011-09-01,14.201,145.0,145.0,549.369,5672.0,5672.0
2011-10-01,28.968,302.0,302.0,544.906,5626.0,5626.0
2011-11-01,23.817,244.0,244.0,560.448,5786.0,5786.0
2011-12-01,20.967,215.0,215.0,613.756,6337.0,6337.0
2012-01-01,108.423,1195.0,1195.0,2725.073,29916.0,29916.0
2012-02-01,136.281,1496.0,1496.0,2620.318,28765.0,28765.0
2012-03-01,48.334,528.0,528.0,2731.213,29983.0,29983.0
2012-04-01,60.37,661.0,661.0,2782.802,30549.0,30549.0
2012-05-01,121.481,1334.0,1334.0,2917.747,32030.0,32030.0
2012-06-01,314.563,3451.0,3451.0,3149.687,34576.0,34576.0
2012-07-01,798.803,8770.0,8770.0,3046.115,33439.0,33439.0
2012-08-01,85.581,940.0,940.0,2938.22,32255.0,32255.0
2012-09-01,123.385,1357.0,1357.0,2579.404,28316.0,28316.0
2012-10-01,116.928,1282.0,1282.0,2431.46,26692.0,26692.0
2012-11-01,78.534,864.0,864.0,2969.685,32600.0,32600.0
2012-12-01,58.358,638.0,638.0,2977.235,32683.0,32683.0
2013-01-01,225.246,2639.0,2639.0,2266.26,26582.0,26582.0
2013-02-01,44.569,523.0,523.0,2080.515,24404.0,24404.0
2013-03-01,55.104,644.0,644.0,2146.832,25181.0,25181.0
2013-04-01,39.255,460.0,460.0,2176.709,25532.0,25532.0
2013-05-01,73.411,863.0,863.0,2866.938,33628.0,33628.0
2013-06-01,170.12,1995.0,1995.0,2588.909,30367.0,30367.0
2013-07-01,271.14,3180.0,3180.0,2861.598,33565.0,33565.0
2013-08-01,250.952,2944.0,2944.0,2612.169,30640.0,30640.0
2013-09-01,99.303,1167.0,1167.0,2338.984,27435.0,27435.0
2013-10-01,50.981,598.0,598.0,2261.215,26523.0,26523.0
2013-11-01,53.877,633.0,633.0,2462.891,28889.0,28889.0
2013-12-01,38.15,449.0,449.0,2517.872,29534.0,29534.0
2014-01-01,2242.354,24702.0,24702.0,3888.355,42819.0,42819.0
2014-02-01,246.695,2714.0,2714.0,3086.213,33986.0,33986.0
2014-03-01,330.542,3642.0,3642.0,3116.266,34317.0,34317.0
2014-04-01,37.131,406.0,406.0,3912.127,43081.0,43081.0
2014-05-01,49.741,545.0,545.0,4366.21,48082.0,48082.0
2014-06-01,43.821,481.0,481.0,4035.719,44442.0,44442.0
2014-07-01,288.079,3173.0,3173.0,4165.278,45869.0,45869.0
2014-08-01,159.769,1757.0,1757.0,4014.407,44208.0,44208.0
2014-09-01,57.51,632.0,632.0,3409.27,37544.0,37544.0
2014-10-01,94.126,1038.0,1038.0,3659.226,40296.0,40296.0
2014-11-01,182.819,2013.0,2013.0,3545.64,39045.0,39045.0
2014-12-01,89.062,980.0,980.0,3854.64,42448.0,42448.0
2015-01-01,333.85,3575.0,3575.0,4561.679,48918.0,48918.0
2015-02-01,2088.489,22395.0,22395.0,3747.348,40186.0,40186.0
2015-03-01,112.695,1207.0,1207.0,4032.752,43246.0,43246.0
2015-04-01,24.313,260.0,260.0,4191.407,44947.0,44947.0
2015-05-01,151.173,1623.0,1623.0,4438.619,47598.0,47598.0
2015-06-01,141.046,1513.0,1513.0,4436.478,47576.0,47576.0
2015-07-01,474.439,5088.0,5088.0,4430.585,47512.0,47512.0
2015-08-01,233.486,2506.0,2506.0,5004.388,53666.0,53666.0
2015-09-01,44.265,474.0,474.0,3382.33,36271.0,36271.0
2015-10-01,50.461,543.0,543.0,4233.583,45400.0,45400.0
2015-11-01,152.234,1634.0,1634.0,4780.039,51260.0,51260.0
2015-12-01,118.885,1276.0,1276.0,4466.456,47897.0,47897.0
2016-01-01,953.862,11862.0,11862.0,3774.018,46955.0,46955.0
2016-02-01,320.456,3985.0,3985.0,3321.069,41319.0,41319.0
2016-03-01,159.312,1981.0,1981.0,3761.35,46797.0,46797.0
