measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2016-04-01,77.758,970.0,970.0,4305.467,53566.0,53566.0
2016-05-01,141.462,1761.0,1761.0,4263.276,53041.0,53041.0
2016-06-01,244.403,3043.0,3043.0,4619.146,57469.0,57469.0
2016-07-01,365.265,4545.0,4545.0,4422.447,55022.0,55022.0
2016-08-01,323.943,4031.0,4031.0,4746.54,59054.0,59054.0
2016-09-01,184.181,2293.0,2293.0,3925.099,48834.0,48834.0
2016-10-01,64.476,803.0,803.0,4169.758,51878.0,51878.0
2016-11-01,60.724,757.0,757.0,4472.899,55649.0,55649.0
2016-12-01,67.904,843.0,843.0,4703.185,58514.0,58514.0
2017-01-01,294.202,3199.0,3199.0,3981.234,43283.0,43283.0
2017-02-01,386.69,4204.0,4204.0,3815.697,41484.0,41484.0
2017-03-01,188.341,2050.0,2050.0,4109.37,44677.0,44677.0
2017-04-01,70.065,762.0,762.0,4421.698,48072.0,48072.0
2017-05-01,214.644,2333.0,2333.0,4255.777,46268.0,46268.0
2017-06-01,186.519,2027.0,2027.0,4285.489,46591.0,46591.0
2017-07-01,130.714,1421.0,1421.0,4502.565,48951.0,48951.0
2017-08-01,155.933,1698.0,1698.0,3968.638,43147.0,43147.0
2017-09-01,134.441,1461.0,1461.0,4249.26,46197.0,46197.0
2017-10-01,549.504,5971.0,5971.0,4433.955,48205.0,48205.0
2017-11-01,269.486,2928.0,2928.0,4006.447,43558.0,43558.0
2017-12-01,444.057,4828.0,4828.0,4427.274,48133.0,48133.0
2018-01-01,1028.088,11117.0,11117.0,3459.946,37430.0,37430.0
2018-02-01,45.782,497.0,497.0,3739.401,40454.0,40454.0
2018-03-01,37.158,404.0,404.0,4189.819,45326.0,45326.0
2018-04-01,102.44,1109.0,1109.0,3989.178,43156.0,43156.0
2018-05-01,127.058,1374.0,1374.0,4031.013,43608.0,43608.0
2018-06-01,108.828,1178.0,1178.0,4267.982,46172.0,46172.0
2018-07-01,110.343,1195.0,1195.0,4057.341,43893.0,43893.0
2018-08-01,112.243,1213.0,1213.0,4239.489,45864.0,45864.0
2018-09-01,156.185,1692.0,1692.0,2897.863,31350.0,31350.0
2018-10-01,255.364,2760.0,2760.0,4058.569,43906.0,43906.0
2018-11-01,270.443,2928.0,2928.0,3994.229,43210.0,43210.0
2018-12-01,243.667,2633.0,2633.0,4282.571,46330.0,46330.0
2019-01-01,331.895,3748.0,3748.0,3891.31,43944.0,43944.0
2019-02-01,65.854,745.0,745.0,3538.386,39959.0,39959.0
2019-03-01,113.311,1282.0,1282.0,3677.834,41534.0,41534.0
2019-04-01,66.183,745.0,745.0,3475.04,39244.0,39244.0
2019-05-01,92.453,1045.0,1045.0,3990.987,45070.0,45070.0
2019-06-01,162.413,1836.0,1836.0,3953.831,44651.0,44651.0
2019-07-01,222.675,2512.0,2512.0,3719.071,42000.0,42000.0
2019-08-01,229.52,2593.0,2593.0,3612.964,40801.0,40801.0
2019-09-01,186.201,2102.0,2102.0,3706.832,41861.0,41861.0
2019-10-01,118.84,1340.0,1340.0,3810.587,43033.0,43033.0
2019-11-01,100.426,1132.0,1132.0,3272.33,36954.0,36954.0
2019-12-01,100.569,1138.0,1138.0,4014.488,45336.0,45336.0
2020-01-01,82.047,982.0,982.0,3721.87,44558.0,44558.0
2020-02-01,45.579,543.0,543.0,3340.421,39992.0,39992.0
2020-03-01,91.136,1091.0,1091.0,3689.371,44170.0,44170.0
2020-04-01,50.554,606.0,606.0,3528.0,42238.0,42238.0
2020-05-01,127.709,1530.0,1530.0,3691.654,44197.0,44197.0
2020-06-01,111.866,1340.0,1340.0,3288.197,39366.0,39366.0
2020-07-01,196.955,2356.0,2356.0,3645.463,43644.0,43644.0
2020-08-01,190.108,2275.0,2275.0,3730.44,44661.0,44661.0
2020-09-01,234.233,2807.0,2807.0,3593.654,43024.0,43024.0
2020-10-01,77.748,930.0,930.0,3449.703,41300.0,41300.0
2020-11-01,161.842,1940.0,1940.0,3626.262,43414.0,43414.0
2020-12-01,263.054,3147.0,3147.0,3747.134,44861.0,44861.0
2021-01-01,47.108,578.0,578.0,3121.804,38180.0,38180.0
2021-02-01,262.6,3211.0,3211.0,3194.955,39074.0,39074.0
2021-03-01,141.843,1733.0,1733.0,3373.696,41260.0,41260.0
2021-04-01,69.736,855.0,855.0,3669.724,44880.0,44880.0
2021-05-01,57.533,705.0,705.0,3450.609,42200.0,42200.0
2021-06-01,84.055,1028.0,1028.0,3555.238,43480.0,43480.0
2021-07-01,98.217,1201.0,1201.0,3776.875,46190.0,46190.0
2021-08-01,93.901,1149.0,1149.0,3585.031,43844.0,43844.0
2021-09-01,73.202,895.0,895.0,2180.254,26664.0,26664.0
2021-10-01,62.246,762.0,762.0,3400.654,41589.0,41589.0
2021-11-01,88.39,1080.0,1080.0,3452.436,42222.0,42222.0
2021-12-01,73.83,901.0,901.0,3577.063,43747.0,43747.0
2022-01-01,242.309,2807.0,2807.0,2934.945,33982.0,33982.0
2022-02-01,73.052,843.0,843.0,3362.367,38932.0,38932.0
2022-03-01,39.027,450.0,450.0,3633.92,42076.0,42076.0
2022-04-01,40.327,468.0,468.0,3659.347,42370.0,42370.0
2022-05-01,53.019,612.0,612.0,3650.779,42271.0,42271.0
2022-06-01,53.371,618.0,618.0,3398.126,39346.0,39346.0
2022-07-01,162.401,1883.0,1883.0,3557.833,41195.0,41195.0
2022-08-01,133.671,1548.0,1548.0,3583.092,41487.0,41487.0
2022-09-01,14.422,167.0,167.0,3304.893,38266.0,38266.0
2022-10-01,24.44,283.0,283.0,3616.223,41871.0,41871.0
2022-11-01,39.525,456.0,456.0,3675.968,42562.0,42562.0
2022-12-01,351.398,4071.0,4071.0,3429.545,39709.0,39709.0
2023-01-01,271.652,2905.0,2905.0,3488.015,37218.0,37218.0
2023-02-01,174.66,1865.0,1865.0,3247.967,34657.0,34657.0
2023-03-01,230.924,2466.0,2466.0,3577.698,38176.0,38176.0
2023-04-01,170.419,1819.0,1819.0,3961.084,42267.0,42267.0
2023-05-01,193.377,2062.0,2062.0,3898.943,41604.0,41604.0
2023-06-01,178.176,1900.0,1900.0,3729.307,39793.0,39793.0
2023-07-01,163.692,1744.0,1744.0,3667.852,39138.0,39138.0
2023-08-01,187.171,1998.0,1998.0,3626.825,38700.0,38700.0
2023-09-01,154.351,1646.0,1646.0,3022.861,32255.0,32255.0
2023-10-01,154.882,1652.0,1652.0,3391.237,36186.0,36186.0
2023-11-01,238.373,2541.0,2541.0,3521.314,37574.0,37574.0
2023-12-01,204.131,2177.0,2177.0,3606.089,38479.0,38479.0
2024-01-01,565.069,6046.0,6046.0,3806.691,40788.0,40788.0
2024-02-01,11.59,127.0,127.0,3676.23,39390.0,39390.0
2024-03-01,33.099,352.0,352.0,3562.784,38175.0,38175.0
2024-04-01,99.271,1063.0,1063.0,3741.994,40094.0,40094.0
2024-05-01,42.129,450.0,450.0,3826.621,41001.0,41001.0
2024-06-01,142.077,1525.0,1525.0,3501.957,37522.0,37522.0
2024-07-01,569.864,6104.0,6104.0,3053.926,32722.0,32722.0
2024-08-01,370.107,3967.0,3967.0,3454.329,37012.0,37012.0
2024-09-01,136.122,1461.0,1461.0,3129.261,33529.0,33529.0
2024-10-01,135.133,1450.0,1450.0,3336.296,35748.0,35748.0
2024-11-01,30.459,329.0,329.0,2660.924,28511.0,28511.0
2024-12-01,77.576,832.0,832.0,3472.491,37207.0,37207.0
