measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2013-02-01,1069.862,11408.0,11408.0
2013-03-01,1696.691,18092.0,18092.0
2013-04-01,1941.497,20702.0,20702.0
2013-05-01,1891.418,20168.0,20168.0
2013-06-01,1884.551,20095.0,20095.0
2013-07-01,1456.248,15528.0,15528.0
2013-08-01,1708.649,18219.0,18219.0
2013-09-01,1789.006,19076.0,19076.0
2013-10-01,1707.168,18203.0,18203.0
2013-11-01,1429.808,15246.0,15246.0
2013-12-01,1538.102,16401.0,16401.0
2014-01-01,2002.435,21693.0,21693.0
2014-02-01,1609.595,17437.0,17437.0
2014-03-01,1713.252,18560.0,18560.0
2014-04-01,1974.327,21388.0,21388.0
2014-05-01,2051.034,22219.0,22219.0
2014-06-01,2495.342,27032.0,27032.0
2014-07-01,2348.186,25438.0,25438.0
2014-08-01,2182.722,23646.0,23646.0
2014-09-01,2422.729,26246.0,26246.0
2014-10-01,2451.118,26553.0,26553.0
2014-11-01,1961.852,21253.0,21253.0
2014-12-01,2049.408,22202.0,22202.0
2015-01-01,1979.212,21555.0,21555.0
2015-02-01,1600.896,17435.0,17435.0
2015-03-01,1937.704,21103.0,21103.0
2015-04-01,2101.253,22884.0,22884.0
2015-05-01,2298.146,25029.0,25029.0
2015-06-01,2146.383,23376.0,23376.0
2015-07-01,2464.135,26836.0,26836.0
2015-08-01,2147.407,23387.0,23387.0
2015-09-01,2424.687,26407.0,26407.0
2015-10-01,2204.782,24012.0,24012.0
2015-11-01,2045.595,22278.0,22278.0
2015-12-01,1972.8,21485.0,21485.0
2016-01-01,1935.181,21536.0,21536.0
2016-02-01,1983.62,22075.0,22075.0
2016-03-01,2109.922,23480.0,23480.0
