measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,165.0,563.0,563.0
2024-02-01,311.0,1061.0,1061.0
2024-03-01,472.0,1610.0,1610.0
2024-04-01,549.0,1873.0,1873.0
2024-05-01,600.0,2047.0,2047.0
2024-06-01,769.0,2624.0,2624.0
2024-07-01,773.0,2637.0,2637.0
2024-08-01,754.0,2573.0,2573.0
2024-09-01,574.0,1958.0,1958.0
2024-10-01,674.0,2300.0,2300.0
2024-11-01,393.0,1341.0,1341.0
2024-12-01,256.0,873.0,873.0
