measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2011-01-01,1160.403,13198.0,57216.0
2011-02-01,893.319,10160.0,44052.0
2011-03-01,988.222,11239.0,48732.0
2011-04-01,911.776,10370.0,44964.0
2011-05-01,962.636,10948.0,47472.0
2011-06-01,1106.818,12588.0,54576.0
2011-07-01,1104.955,12567.0,54480.0
2011-08-01,1363.653,15509.0,67236.0
2011-09-01,1443.775,16421.0,71196.0
2011-10-01,1196.427,13607.0,58992.0
2011-11-01,1179.896,13419.0,58176.0
2011-12-01,1292.12,14696.0,63720.0
2012-01-01,1481.479,16849.0,82476.0
2012-02-01,1356.804,15431.0,75540.0
2012-03-01,1183.775,13463.0,65904.0
2012-04-01,861.515,9798.0,47964.0
2012-05-01,882.803,10040.0,49152.0
2012-06-01,739.142,8407.0,41148.0
2012-07-01,1115.345,12685.0,62088.0
2012-08-01,1434.351,16313.0,79848.0
2012-09-01,1247.086,14184.0,69432.0
2012-10-01,1320.174,15015.0,73500.0
2012-11-01,1158.186,13172.0,64476.0
2012-12-01,1247.34,14186.0,69444.0
2013-01-01,1621.928,18447.0,60192.0
2013-02-01,1490.148,16948.0,55284.0
2013-03-01,1729.959,19675.0,64188.0
2013-04-01,1397.343,15892.0,51852.0
2013-05-01,1081.905,12305.0,40140.0
2013-06-01,1234.898,14045.0,45816.0
2013-07-01,1706.49,19408.0,63312.0
2013-08-01,1770.043,20131.0,65676.0
2013-09-01,1641.408,18668.0,60900.0
2013-10-01,1716.823,19526.0,63696.0
2013-11-01,1661.223,18894.0,61632.0
2013-12-01,1773.832,20174.0,65820.0
2014-01-01,1589.072,18073.0,59100.0
2014-02-01,1586.968,18049.0,59004.0
2014-03-01,1465.231,16665.0,54480.0
2014-04-01,1609.048,18300.0,59820.0
2014-05-01,1540.812,17524.0,57288.0
2014-06-01,1225.587,13939.0,45564.0
2014-07-01,1653.901,18810.0,61488.0
2014-08-01,1881.503,21399.0,69948.0
2014-09-01,1610.04,18312.0,59856.0
2014-10-01,1654.927,18822.0,61524.0
2014-11-01,1264.531,14382.0,47016.0
2014-12-01,1910.38,21727.0,71028.0
2015-01-01,1436.859,16342.0,57576.0
2015-02-01,1271.188,14458.0,50940.0
2015-03-01,1450.318,16495.0,58116.0
2015-04-01,1544.541,17567.0,61896.0
2015-05-01,1487.038,16913.0,59592.0
2015-06-01,1143.332,13003.0,45816.0
2015-07-01,1648.393,18748.0,66060.0
2015-08-01,1620.64,18432.0,64944.0
2015-09-01,1469.793,16716.0,58896.0
2015-10-01,1633.927,18583.0,65472.0
2015-11-01,1558.475,17725.0,62448.0
2015-12-01,1490.496,16952.0,59724.0
2016-01-01,1638.503,7987.0,61116.0
2016-02-01,1514.745,7383.0,56508.0
2016-03-01,1507.177,7346.0,56220.0
2016-04-01,1438.449,7011.0,53664.0
2016-05-01,1090.355,5315.0,40680.0
2016-06-01,1556.102,7585.0,58044.0
2016-07-01,1806.609,8806.0,67392.0
2016-08-01,1747.509,8518.0,65184.0
2016-09-01,1706.731,8319.0,63672.0
