measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2019-06-01,443.385,2840.0,2840.0
2019-07-01,698.953,4475.0,4475.0
2019-08-01,821.004,5257.0,5257.0
2019-09-01,722.423,4625.0,4625.0
2019-10-01,739.917,4738.0,4738.0
2019-11-01,725.666,4647.0,4647.0
2019-12-01,752.652,4819.0,4819.0
2020-01-01,724.919,4954.0,4954.0
2020-02-01,640.172,4376.0,4376.0
2020-03-01,710.634,4858.0,4858.0
2020-04-01,502.56,3435.0,3435.0
2020-05-01,472.543,3230.0,3230.0
2020-06-01,664.731,4544.0,4544.0
2020-07-01,929.889,6356.0,6356.0
2020-08-01,1156.382,7905.0,7905.0
2020-09-01,1007.028,6883.0,6883.0
2020-10-01,1045.824,7148.0,7148.0
2020-11-01,835.367,5710.0,5710.0
2020-12-01,925.951,6329.0,6329.0
2021-01-01,676.665,4912.0,4912.0
2021-02-01,573.833,4164.0,4164.0
2021-03-01,616.981,4477.0,4477.0
2021-04-01,547.468,3973.0,3973.0
2021-05-01,572.175,4152.0,4152.0
2021-06-01,782.417,5678.0,5678.0
2021-07-01,1079.72,7835.0,7835.0
2021-08-01,985.821,7154.0,7154.0
2021-09-01,838.817,6087.0,6087.0
2021-10-01,799.65,5803.0,5803.0
2021-11-01,734.918,5333.0,5333.0
2021-12-01,758.535,5504.0,5504.0
2022-01-01,668.068,4946.0,4946.0
2022-02-01,554.675,4106.0,4106.0
2022-03-01,513.222,3799.0,3799.0
2022-04-01,525.711,3891.0,3891.0
2022-05-01,482.429,3571.0,3571.0
2022-06-01,656.135,4857.0,4857.0
2022-07-01,876.531,6489.0,6489.0
2022-08-01,1057.651,7829.0,7829.0
2022-09-01,969.334,7175.0,7175.0
2022-10-01,890.185,6590.0,6590.0
2022-11-01,817.481,6051.0,6051.0
2022-12-01,903.578,6689.0,6689.0
2023-01-01,801.222,6067.0,6067.0
2023-02-01,682.485,5165.0,5165.0
2023-03-01,655.955,4965.0,4965.0
2023-04-01,512.438,3879.0,3879.0
2023-05-01,331.903,2512.0,2512.0
2023-06-01,436.631,3305.0,3305.0
2023-07-01,1010.716,7650.0,7650.0
2023-08-01,1019.832,7719.0,7719.0
2023-09-01,721.866,5464.0,5464.0
2023-10-01,881.532,6672.0,6672.0
2023-11-01,828.1,6268.0,6268.0
2023-12-01,932.32,7057.0,7057.0
2024-01-01,780.0,5833.0,5833.0
2024-02-01,726.0,5460.0,5460.0
2024-03-01,775.0,5830.0,5830.0
2024-04-01,746.0,5636.0,5636.0
2024-05-01,754.0,5749.0,5749.0
2024-06-01,723.0,5533.0,5533.0
2024-07-01,777.0,5910.0,5910.0
2024-08-01,804.0,6021.0,6021.0
2024-09-01,779.0,5829.0,5829.0
2024-10-01,794.0,5966.0,5966.0
2024-11-01,737.0,5516.0,5516.0
2024-12-01,788.0,5953.0,5953.0
