measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2022-01-01,25.607,372.0,372.0
2022-02-01,22.798,331.0,331.0
2022-03-01,18.154,263.0,263.0
2022-04-01,18.925,275.0,275.0
2022-05-01,27.957,406.0,406.0
2022-06-01,34.032,493.0,493.0
2022-07-01,40.103,582.0,582.0
2022-08-01,40.311,584.0,584.0
2022-09-01,33.98,493.0,493.0
2022-10-01,26.262,380.0,380.0
2022-11-01,24.615,356.0,356.0
2022-12-01,27.316,396.0,396.0
2023-01-01,24.756,352.0,352.0
2023-02-01,23.349,331.0,331.0
2023-03-01,23.044,328.0,328.0
2023-04-01,22.255,316.0,316.0
2023-05-01,31.773,451.0,451.0
2023-06-01,36.704,521.0,521.0
2023-07-01,40.253,571.0,571.0
2023-08-01,44.305,629.0,629.0
2023-09-01,37.324,530.0,530.0
2023-10-01,27.551,391.0,391.0
2023-11-01,25.544,362.0,362.0
2023-12-01,27.142,385.0,385.0
2024-01-01,1.21,17.0,17.0
2024-02-01,0.835,12.0,12.0
2024-03-01,0.948,14.0,14.0
2024-04-01,0.89,13.0,13.0
2024-05-01,1.19,18.0,18.0
2024-06-01,1.342,20.0,20.0
2024-07-01,1.451,22.0,22.0
2024-08-01,1.639,24.0,24.0
2024-09-01,1.36,20.0,20.0
2024-10-01,1.178,18.0,18.0
2024-11-01,0.944,14.0,14.0
2024-12-01,1.013,16.0,16.0
