measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,295.439,1008.0,1008.0
2022-02-01,0.0,0.0,0.0,194.426,663.0,663.0
2022-03-01,0.0,0.0,0.0,290.168,990.0,990.0
2022-04-01,0.0,0.0,0.0,354.527,1210.0,1210.0
2022-05-01,0.0,0.0,0.0,399.027,1361.0,1361.0
2022-06-01,0.0,0.0,0.0,401.356,1369.0,1369.0
2022-07-01,0.0,0.0,0.0,443.037,1512.0,1512.0
2022-08-01,0.0,0.0,0.0,390.814,1333.0,1333.0
2022-09-01,0.0,0.0,0.0,324.003,1105.0,1105.0
2022-10-01,0.0,0.0,0.0,256.824,876.0,876.0
2022-11-01,0.0,0.0,0.0,211.834,723.0,723.0
2022-12-01,0.0,0.0,0.0,137.545,469.0,469.0
2023-01-01,-10.0,0.0,0.0,582.0,1986.0,1986.0
2023-02-01,-9.0,0.0,0.0,577.0,1969.0,1969.0
2023-03-01,-4.0,0.0,0.0,562.0,1918.0,1918.0
2023-04-01,-4.0,0.0,0.0,555.0,1894.0,1894.0
2023-05-01,-7.0,0.0,0.0,542.0,1849.0,1849.0
2023-06-01,-4.0,0.0,0.0,612.0,2088.0,2088.0
2023-07-01,-6.0,0.0,0.0,605.0,2064.0,2064.0
2023-08-01,-3.0,0.0,0.0,633.0,2160.0,2160.0
2023-09-01,-9.0,0.0,0.0,619.0,2112.0,2112.0
2023-10-01,47.0,0.0,0.0,620.0,2115.0,2115.0
2023-11-01,-23.0,0.0,0.0,585.0,1996.0,1996.0
2023-12-01,-10.0,0.0,0.0,574.0,1958.0,1958.0
2024-01-01,-1.0,0.0,0.0,712.0,2429.0,2429.0
2024-02-01,-3.0,0.0,0.0,803.0,2740.0,2740.0
2024-03-01,-33.0,0.0,0.0,1062.0,3624.0,3624.0
2024-04-01,-21.0,0.0,0.0,1349.0,4603.0,4603.0
2024-05-01,-65.0,0.0,0.0,1528.0,5214.0,5214.0
2024-06-01,-21.0,0.0,0.0,1697.0,5790.0,5790.0
2024-07-01,-15.0,0.0,0.0,1481.0,5053.0,5053.0
2024-08-01,-59.0,0.0,0.0,1590.0,5425.0,5425.0
2024-09-01,-47.0,0.0,0.0,1343.0,4582.0,4582.0
2024-10-01,-8.0,0.0,0.0,1432.0,4886.0,4886.0
2024-11-01,-146.0,0.0,0.0,943.0,3218.0,3218.0
2024-12-01,-15.0,0.0,0.0,845.0,2883.0,2883.0
