measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-54.0,0.0,0.0
2024-02-01,-55.0,0.0,0.0
2024-03-01,-54.0,0.0,0.0
2024-04-01,-34.0,0.0,0.0
2024-05-01,-50.0,0.0,0.0
2024-06-01,-34.0,0.0,0.0
2024-07-01,-49.0,0.0,0.0
2024-08-01,-57.0,0.0,0.0
2024-09-01,-53.0,0.0,0.0
2024-10-01,-66.0,0.0,0.0
2024-11-01,-48.0,0.0,0.0
2024-12-01,-60.0,0.0,0.0
