measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2023-06-01,24.516,192.0,192.0
2023-07-01,37.473,309.0,309.0
2023-08-01,13.51,111.0,111.0
2023-09-01,8.306,70.0,70.0
2023-10-01,16.592,134.0,134.0
2023-11-01,11.791,99.0,99.0
2023-12-01,11.812,99.0,99.0
2024-01-01,31.048,263.0,263.0
2024-02-01,26.774,228.0,228.0
2024-03-01,21.515,181.0,181.0
2024-04-01,23.778,204.0,204.0
2024-05-01,28.475,245.0,245.0
2024-06-01,30.903,263.0,263.0
2024-07-01,23.6,198.0,198.0
2024-08-01,21.18,181.0,181.0
2024-09-01,30.551,263.0,263.0
2024-10-01,25.215,216.0,216.0
2024-11-01,34.427,292.0,292.0
2024-12-01,24.534,210.0,210.0
