measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,10883.937,82030.76,156805.19,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,9769.561,73631.86,140750.34,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,10555.372,79554.41,152071.55,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,993.422,0.0,0.0,9656.701000000001,72781.25,164619.11,993.422,0.0,0.0
2006-02-01,0.0,0.0,0.0,1127.495,0.0,0.0,9628.555,72569.12,164139.29,1127.495,0.0,0.0
2006-03-01,0.0,0.0,0.0,1718.6670000000001,0.0,0.0,10504.233,79168.98,179067.11,1718.6670000000001,0.0,0.0
2006-04-01,0.0,0.0,0.0,998.0845,0.0,0.0,8831.58,66562.42,150553.15,998.0845,0.0,0.0
2006-05-01,0.0,0.0,0.0,806.7180000000001,0.0,0.0,8567.245,64570.17,146047.01,806.7180000000001,0.0,0.0
2006-06-01,0.0,0.0,0.0,905.6295,0.0,0.0,10959.159,82597.7,186822.29,905.6295,0.0,0.0
2006-07-01,0.0,0.0,0.0,1257.097,0.0,0.0,16412.031,123695.25,279778.15,1257.097,0.0,0.0
2006-08-01,0.0,0.0,0.0,1241.949,0.0,0.0,15451.486,116455.76,263403.61,1241.949,0.0,0.0
2006-09-01,0.0,0.0,0.0,817.707,0.0,0.0,10959.74,82602.08,186832.2,817.707,0.0,0.0
2006-10-01,0.0,0.0,0.0,876.5015000000001,0.0,0.0,12222.808,92121.65,208363.89,876.5015000000001,0.0,0.0
2006-11-01,0.0,0.0,0.0,979.6275,0.0,0.0,10513.248,79236.93,179220.8,979.6275,0.0,0.0
2006-12-01,0.0,0.0,0.0,1022.903,0.0,0.0,10272.934,77425.72,175124.13,1022.903,0.0,0.0
2007-01-01,0.0,0.0,0.0,,,,5036.724,37961.0,78977.0,1964.249,0.0,0.0
2007-02-01,0.0,0.0,0.0,,,,8583.019,64690.0,134583.0,1903.259,0.0,0.0
2007-03-01,0.0,0.0,0.0,,,,4547.918000000001,34277.0,71313.0,1557.391,0.0,0.0
2007-04-01,0.0,0.0,0.0,,,,4585.158,34558.0,71896.0,1514.096,0.0,0.0
2007-05-01,0.0,0.0,0.0,,,,6516.113,49111.0,102174.0,1656.837,0.0,0.0
2007-06-01,0.0,0.0,0.0,,,,11632.391,87672.0,182398.0,1823.5240000000001,0.0,0.0
2007-07-01,0.0,0.0,0.0,,,,20270.478,152776.0,317844.0,1938.824,0.0,0.0
2007-08-01,0.0,0.0,0.0,,,,39225.509,295637.0,615062.0,2064.275,0.0,0.0
2007-09-01,0.0,0.0,0.0,,,,19834.828,149492.0,311013.0,1705.31,0.0,0.0
2007-10-01,0.0,0.0,0.0,,,,13002.998,98002.0,203889.0,1623.276,0.0,0.0
2007-11-01,0.0,0.0,0.0,,,,4281.165,32266.0,67129.0,1673.248,0.0,0.0
2007-12-01,0.0,0.0,0.0,,,,5512.74,41549.0,86441.0,1900.191,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,7436.108,54924.0,101248.0,969.404,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,6172.898,45594.0,84049.0,804.7270000000001,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,6941.504,51271.0,94514.0,904.926,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,4889.412,36114.0,66574.0,637.4060000000001,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,6031.576,44550.0,82125.0,786.3040000000001,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,24194.327,178702.0,329426.0,3154.083,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,33765.942,249400.0,459751.0,4401.883,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,10729.884,79252.0,146097.0,1398.797,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,18923.993000000002,139775.0,257666.0,2467.018,0.0,0.0
2008-10-01,0.0,0.0,0.0,,,,8457.033000000001,62465.0,115150.0,1102.498,0.0,0.0
2008-11-01,0.0,0.0,0.0,,,,16726.782,123546.0,227749.0,2180.58,0.0,0.0
2008-12-01,0.0,0.0,0.0,,,,4973.541,36735.0,67719.0,648.374,0.0,0.0
2009-01-01,0.0,0.0,0.0,,,,11068.034,88006.0,186650.0,2236.9790000000003,0.0,0.0
2009-02-01,0.0,0.0,0.0,,,,7788.282,61927.0,131340.0,1574.104,0.0,0.0
2009-03-01,0.0,0.0,0.0,,,,11559.042,91910.0,194929.0,2336.219,0.0,0.0
2009-04-01,0.0,0.0,0.0,,,,6149.054,48893.0,103697.0,1242.796,0.0,0.0
2009-05-01,0.0,0.0,0.0,,,,4295.521000000001,34155.0,72438.0,868.176,0.0,0.0
2009-06-01,0.0,0.0,0.0,,,,11180.358,88899.0,188543.0,2259.6820000000002,0.0,0.0
2009-07-01,0.0,0.0,0.0,,,,17429.269,138586.0,293924.0,3522.661,0.0,0.0
2009-08-01,0.0,0.0,0.0,,,,34878.728,277333.0,588188.0,7049.402,0.0,0.0
2009-09-01,0.0,0.0,0.0,,,,14718.468,117032.0,248210.0,2974.7760000000003,0.0,0.0
2009-10-01,0.0,0.0,0.0,,,,7112.764,56556.0,119948.0,1437.573,0.0,0.0
2009-11-01,0.0,0.0,0.0,,,,4609.383,36651.0,77732.0,931.611,0.0,0.0
2009-12-01,0.0,0.0,0.0,,,,8619.097,68533.0,145350.0,1742.0210000000002,0.0,0.0
2010-01-01,0.0,0.0,0.0,,,,3650.5570000000002,28838.0,64110.0,550.2370000000001,0.0,0.0
2010-02-01,0.0,0.0,0.0,,,,2749.864,21723.0,48292.0,414.47700000000003,0.0,0.0
2010-03-01,0.0,0.0,0.0,,,,3053.773,24123.0,53630.0,460.28400000000005,0.0,0.0
2010-04-01,0.0,0.0,0.0,,,,5374.834,42459.0,94391.0,810.129,0.0,0.0
2010-05-01,0.0,0.0,0.0,,,,8582.294,67796.0,150720.0,1293.578,0.0,0.0
2010-06-01,0.0,0.0,0.0,,,,20726.703,163731.0,363997.0,3124.061,0.0,0.0
2010-07-01,0.0,0.0,0.0,,,,36346.717000000004,287121.0,638311.0,5478.41,0.0,0.0
2010-08-01,0.0,0.0,0.0,,,,23272.799,183844.0,408711.0,3507.8250000000003,0.0,0.0
2010-09-01,0.0,0.0,0.0,,,,16677.65,131745.0,292889.0,2513.762,0.0,0.0
2010-10-01,0.0,0.0,0.0,,,,2552.536,20164.0,44827.0,384.735,0.0,0.0
2010-11-01,0.0,0.0,0.0,,,,2176.215,17191.0,38218.0,328.01300000000003,0.0,0.0
2010-12-01,0.0,0.0,0.0,,,,6306.058,49815.0,110745.0,950.489,0.0,0.0
2011-01-01,0.0,0.0,0.0,,,,2910.419,23054.0,45817.0,456.937,0.0,0.0
2011-02-01,0.0,0.0,0.0,,,,2077.108,16453.0,32698.0,326.106,0.0,0.0
2011-03-01,0.0,0.0,0.0,,,,2718.715,21536.0,42798.0,426.839,0.0,0.0
2011-04-01,0.0,0.0,0.0,,,,6559.746,51961.0,103264.0,1029.881,0.0,0.0
2011-05-01,0.0,0.0,0.0,,,,14276.856,113090.0,224748.0,2241.469,0.0,0.0
2011-06-01,0.0,0.0,0.0,,,,18994.938,150463.0,299020.0,2982.208,0.0,0.0
2011-07-01,0.0,0.0,0.0,,,,43804.317,346984.0,689572.0,6877.284,0.0,0.0
2011-08-01,0.0,0.0,0.0,,,,17317.378,137175.0,272612.0,2718.831,0.0,0.0
2011-09-01,0.0,0.0,0.0,,,,12545.315,99374.0,197489.0,1969.616,0.0,0.0
2011-10-01,0.0,0.0,0.0,,,,3506.049,27772.0,55192.0,550.45,0.0,0.0
2011-11-01,0.0,0.0,0.0,,,,2192.189,17365.0,34509.0,344.174,0.0,0.0
2011-12-01,0.0,0.0,0.0,,,,5236.97,41483.0,82441.0,822.205,0.0,0.0
2012-01-01,0.0,0.0,0.0,,,,1550.61,12232.0,21443.0,161.848,0.0,0.0
2012-02-01,0.0,0.0,0.0,,,,870.987,6871.0,12045.0,90.912,0.0,0.0
2012-03-01,0.0,0.0,0.0,,,,9574.58,75530.0,132407.0,999.377,0.0,0.0
2012-04-01,0.0,0.0,0.0,,,,24002.473,189347.0,331930.0,2505.333,0.0,0.0
2012-05-01,0.0,0.0,0.0,,,,24089.777,190036.0,333137.0,2514.446,0.0,0.0
2012-06-01,0.0,0.0,0.0,,,,12798.128,100960.0,176986.0,1335.845,0.0,0.0
2012-07-01,0.0,0.0,0.0,,,,21822.721,172152.0,301787.0,2277.815,0.0,0.0
2012-08-01,0.0,0.0,0.0,,,,15117.991,119260.0,209067.0,1577.988,0.0,0.0
2012-09-01,0.0,0.0,0.0,,,,9562.974,75439.0,132246.0,998.165,0.0,0.0
2012-10-01,0.0,0.0,0.0,,,,6785.417,53528.0,93836.0,708.249,0.0,0.0
2012-11-01,0.0,0.0,0.0,,,,8802.646,69441.0,121732.0,918.804,0.0,0.0
2012-12-01,0.0,0.0,0.0,,,,3642.696,28736.0,50374.0,380.218,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1790.727,13227.0,31291.0,294.632,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,4858.472,35885.0,84900.0,799.375,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4652.996,34368.0,81309.0,765.567,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13322.554,98402.0,232806.0,2191.988,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,18077.896,133526.0,315904.0,2974.395,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,13779.862,101780.0,240797.0,2267.23,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,27250.219,201274.0,476187.0,4483.537,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9550.24,70539.0,166887.0,1571.321,0.0,0.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,15878.547,117281.0,277472.0,2612.531,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12045.615,88970.0,210492.0,1981.891,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3028.755,22371.0,52926.0,498.328,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,12406.117,91633.0,216792.0,2041.205,0.0,0.0
2014-01-01,83.636,618.0,1271.0,0.0,0.0,0.0,6439.264,47561.0,97814.0,608.342,0.0,0.0
2014-02-01,10.743,79.0,165.0,0.0,0.0,0.0,5391.445,39822.0,81896.0,509.351,0.0,0.0
2014-03-01,23.215,171.0,352.0,0.0,0.0,0.0,9789.721,72308.0,148706.0,924.873,0.0,0.0
2014-04-01,3.073,23.0,44.0,0.0,0.0,0.0,6580.72,48606.0,99961.0,621.706,0.0,0.0
2014-05-01,3.496,26.0,55.0,0.0,0.0,0.0,11707.846,86476.0,177843.0,1106.086,0.0,0.0
2014-06-01,3.057,23.0,44.0,0.0,0.0,0.0,15893.682,117393.0,241426.0,1501.538,0.0,0.0
2014-07-01,2.461,18.0,39.0,0.0,0.0,0.0,20655.957,152568.0,313765.0,1951.449,0.0,0.0
2014-08-01,2.939,22.0,44.0,0.0,0.0,0.0,21060.828,155558.0,319916.0,1989.698,0.0,0.0
2014-09-01,2.403,18.0,39.0,0.0,0.0,0.0,13063.747,96490.0,198439.0,1234.183,0.0,0.0
2014-10-01,1.836,14.0,28.0,0.0,0.0,0.0,11393.429,84153.0,173067.0,1076.382,0.0,0.0
2014-11-01,2.705,20.0,39.0,0.0,0.0,0.0,7086.139,52339.0,107639.0,669.455,0.0,0.0
2014-12-01,3.457,26.0,55.0,0.0,0.0,0.0,8520.201,62931.0,129422.0,804.937,0.0,0.0
2015-01-01,520.295,3843.0,8254.0,0.0,0.0,0.0,3130.696,23124.0,49639.0,488.351,0.0,0.0
2015-02-01,1387.159,10246.0,21991.0,0.0,0.0,0.0,4273.426,31564.0,67756.0,666.604,0.0,0.0
2015-03-01,266.443,1968.0,4222.0,0.0,0.0,0.0,5097.24,37649.0,80818.0,795.109,0.0,0.0
2015-04-01,176.188,1301.0,2794.0,0.0,0.0,0.0,9053.21,66868.0,143542.0,1412.194,0.0,0.0
2015-05-01,280.745,2074.0,4452.0,0.0,0.0,0.0,14018.151,103540.0,222262.0,2186.666,0.0,0.0
2015-06-01,379.768,2805.0,6020.0,0.0,0.0,0.0,14650.955,108214.0,232296.0,2285.376,0.0,0.0
2015-07-01,469.676,3469.0,7448.0,0.0,0.0,0.0,21499.414,158797.0,340880.0,3353.655,0.0,0.0
2015-08-01,270.769,2000.0,4295.0,0.0,0.0,0.0,16035.912,118443.0,254254.0,2501.413,0.0,0.0
2015-09-01,202.16,1493.0,3203.0,0.0,0.0,0.0,13434.613,99230.0,213010.0,2095.641,0.0,0.0
2015-10-01,141.89,1048.0,2251.0,0.0,0.0,0.0,9804.344,72416.0,155451.0,1529.362,0.0,0.0
2015-11-01,98.974,731.0,1568.0,0.0,0.0,0.0,10775.418,79589.0,170848.0,1680.838,0.0,0.0
2015-12-01,82.054,606.0,1299.0,0.0,0.0,0.0,8377.5,61877.0,132828.0,1306.791,0.0,0.0
2016-01-01,1045.989,4102.0,14102.0,0.0,0.0,0.0,3939.671,15451.0,53089.0,298.348,0.0,0.0
2016-02-01,734.286,2880.0,9895.0,0.0,0.0,0.0,7127.824,27954.0,96053.0,539.785,0.0,0.0
2016-03-01,321.596,1261.0,4334.0,0.0,0.0,0.0,12143.038,47623.0,163637.0,919.584,0.0,0.0
2016-04-01,313.802,1231.0,4230.0,0.0,0.0,0.0,10416.357,40851.0,140369.0,788.824,0.0,0.0
2016-05-01,294.994,1157.0,3977.0,0.0,0.0,0.0,11575.843,45399.0,155994.0,876.631,0.0,0.0
2016-06-01,378.09,1483.0,5093.0,0.0,0.0,0.0,10745.046,42140.0,144798.0,813.715,0.0,0.0
2016-07-01,410.058,1608.0,5528.0,0.0,0.0,0.0,26872.36,105389.0,362126.0,2035.025,0.0,0.0
2016-08-01,568.256,2229.0,7656.0,0.0,0.0,0.0,28801.944,112957.0,388129.0,2181.151,0.0,0.0
2016-09-01,266.268,1044.0,3586.0,0.0,0.0,0.0,15267.966,59879.0,205748.0,1156.232,0.0,0.0
2016-10-01,315.965,1239.0,4257.0,0.0,0.0,0.0,10230.393,40122.0,137862.0,774.741,0.0,0.0
2016-11-01,100.546,394.0,1353.0,0.0,0.0,0.0,1379.915,5412.0,18595.0,104.5,0.0,0.0
2016-12-01,188.64,740.0,2541.0,0.0,0.0,0.0,1683.153,6601.0,22682.0,127.464,0.0,0.0
2017-01-01,81.868,321.0,1546.0,0.0,0.0,0.0,2255.863,8847.0,42330.0,262.983,0.0,0.0
2017-02-01,21.702,85.0,407.0,0.0,0.0,0.0,5092.752,19973.0,95561.0,593.7,0.0,0.0
2017-03-01,57.539,226.0,1078.0,0.0,0.0,0.0,8070.34,31651.0,151434.0,940.82,0.0,0.0
2017-04-01,27.341,107.0,512.0,0.0,0.0,0.0,7275.198,28532.0,136514.0,848.124,0.0,0.0
2017-05-01,73.494,288.0,1381.0,0.0,0.0,0.0,5750.899,22554.0,107911.0,670.425,0.0,0.0
2017-06-01,57.547,226.0,1078.0,0.0,0.0,0.0,7582.705,29738.0,142284.0,883.973,0.0,0.0
2017-07-01,87.174,342.0,1634.0,0.0,0.0,0.0,9443.11,37034.0,177193.0,1100.854,0.0,0.0
2017-08-01,52.285,205.0,979.0,0.0,0.0,0.0,7924.597,31079.0,148700.0,923.83,0.0,0.0
2017-09-01,85.25,334.0,1601.0,0.0,0.0,0.0,7577.892,29719.0,142194.0,883.412,0.0,0.0
2017-10-01,46.899,184.0,880.0,0.0,0.0,0.0,5290.675,20749.0,99276.0,616.774,0.0,0.0
2017-11-01,65.701,258.0,1232.0,0.0,0.0,0.0,8849.407,34706.0,166052.0,1031.642,0.0,0.0
2017-12-01,95.906,376.0,1799.0,0.0,0.0,0.0,8075.856,31672.0,151537.0,941.463,0.0,0.0
2018-01-01,190.378,747.0,3894.0,0.0,0.0,0.0,2470.516,9689.0,50597.0,478.518,0.0,0.0
2018-02-01,10.668,42.0,220.0,0.0,0.0,0.0,4019.457,15764.0,82320.0,778.533,0.0,0.0
2018-03-01,13.446,53.0,275.0,0.0,0.0,0.0,4821.698,18910.0,98750.0,933.92,0.0,0.0
2018-04-01,12.168,48.0,248.0,0.0,0.0,0.0,5328.371,20897.0,109126.0,1032.058,0.0,0.0
2018-05-01,14.44,57.0,297.0,0.0,0.0,0.0,6174.899,24217.0,126464.0,1196.023,0.0,0.0
2018-06-01,14.105,55.0,292.0,0.0,0.0,0.0,5634.365,22097.0,115393.0,1091.327,0.0,0.0
2018-07-01,13.65,54.0,281.0,0.0,0.0,0.0,7614.236,29862.0,155941.0,1474.81,0.0,0.0
2018-08-01,18.994,74.0,391.0,0.0,0.0,0.0,8721.568,34205.0,178620.0,1689.29,0.0,0.0
2018-09-01,16.066,63.0,330.0,0.0,0.0,0.0,8362.088,32795.0,171258.0,1619.662,0.0,0.0
2018-10-01,10.626,42.0,220.0,0.0,0.0,0.0,7765.133,30454.0,159032.0,1504.038,0.0,0.0
2018-11-01,9.478,37.0,193.0,0.0,0.0,0.0,4528.979,17762.0,92755.0,877.223,0.0,0.0
2018-12-01,5.493,22.0,110.0,0.0,0.0,0.0,5300.178,20786.0,108549.0,1026.598,0.0,0.0
2019-01-01,22.953,90.0,473.0,0.0,0.0,0.0,4426.89,17362.0,90733.0,784.873,0.0,0.0
2019-02-01,21.108,83.0,435.0,0.0,0.0,0.0,5176.41,20301.0,106095.0,917.759,0.0,0.0
2019-03-01,21.287,83.0,435.0,0.0,0.0,0.0,6535.158,25630.0,133943.0,1158.66,0.0,0.0
2019-04-01,10.053,39.0,204.0,0.0,0.0,0.0,4354.122,17076.0,89242.0,771.97,0.0,0.0
2019-05-01,25.817,101.0,528.0,0.0,0.0,0.0,4849.148,19018.0,99387.0,859.737,0.0,0.0
2019-06-01,28.647,112.0,589.0,0.0,0.0,0.0,4848.176,19014.0,99367.0,859.564,0.0,0.0
2019-07-01,31.338,123.0,644.0,0.0,0.0,0.0,6629.641,26000.0,135880.0,1175.412,0.0,0.0
2019-08-01,24.11,95.0,495.0,0.0,0.0,0.0,5834.911,22884.0,119592.0,1034.509,0.0,0.0
2019-09-01,36.153,142.0,743.0,0.0,0.0,0.0,4280.245,16786.0,87727.0,758.872,0.0,0.0
2019-10-01,23.586,93.0,484.0,0.0,0.0,0.0,4641.383,18203.0,95129.0,822.901,0.0,0.0
2019-11-01,4.928,19.0,99.0,0.0,0.0,0.0,3750.1,14707.0,76861.0,664.879,0.0,0.0
2019-12-01,25.344,99.0,517.0,0.0,0.0,0.0,3789.492,14862.0,77668.0,671.864,0.0,0.0
2020-01-01,86.899,341.0,1667.0,0.0,0.0,0.0,4722.048,18519.0,89700.0,752.267,0.0,0.0
2020-02-01,20.609,81.0,391.0,0.0,0.0,0.0,6813.758,26722.0,129432.0,1085.497,0.0,0.0
2020-03-01,37.738,148.0,715.0,0.0,0.0,0.0,6387.854,25052.0,121342.0,1017.646,0.0,0.0
2020-04-01,32.532,128.0,616.0,0.0,0.0,0.0,5543.504,21741.0,105303.0,883.133,0.0,0.0
2020-05-01,7.283,29.0,138.0,0.0,0.0,0.0,4189.427,16430.0,79581.0,667.416,0.0,0.0
2020-06-01,145.937,572.0,2772.0,0.0,0.0,0.0,5737.366,22501.0,108985.0,914.017,0.0,0.0
2020-07-01,183.124,718.0,3476.0,0.0,0.0,0.0,7970.712,31260.0,151410.0,1269.811,0.0,0.0
2020-08-01,68.172,267.0,1293.0,0.0,0.0,0.0,6302.922,24719.0,119729.0,1004.116,0.0,0.0
2020-09-01,71.461,280.0,1359.0,0.0,0.0,0.0,5008.612,19643.0,95142.0,797.92,0.0,0.0
2020-10-01,10.854,43.0,204.0,0.0,0.0,0.0,6736.505,26419.0,127965.0,1073.19,0.0,0.0
2020-11-01,15.449,61.0,292.0,0.0,0.0,0.0,5213.813,20448.0,99040.0,830.61,0.0,0.0
2020-12-01,37.998,149.0,721.0,0.0,0.0,0.0,4013.423,15740.0,76238.0,639.377,0.0,0.0
2022-01-01,0.0,0.0,0.0,734.264,0.0,0.0,3853.774,53.0,53.0,302.114,0.0,0.0
2022-02-01,0.0,0.0,0.0,304.778,0.0,0.0,3884.05,53.0,53.0,304.488,0.0,0.0
2022-03-01,0.0,0.0,0.0,923.313,0.0,0.0,6944.077,94.0,94.0,544.377,0.0,0.0
2022-04-01,0.0,0.0,0.0,323.089,0.0,0.0,7081.218,96.0,96.0,555.128,0.0,0.0
2022-05-01,0.0,0.0,0.0,360.164,0.0,0.0,6748.719,92.0,92.0,529.062,0.0,0.0
2022-06-01,0.0,0.0,0.0,422.655,0.0,0.0,8503.716,116.0,116.0,666.644,0.0,0.0
2022-07-01,0.0,0.0,0.0,501.735,0.0,0.0,8809.682,119.0,119.0,690.63,0.0,0.0
2022-08-01,0.0,0.0,0.0,431.558,0.0,0.0,9320.194,127.0,127.0,730.651,0.0,0.0
2022-09-01,0.0,0.0,0.0,326.906,0.0,0.0,8185.488,111.0,111.0,641.696,0.0,0.0
2022-10-01,0.0,0.0,0.0,293.861,0.0,0.0,9032.116,123.0,123.0,708.067,0.0,0.0
2022-11-01,0.0,0.0,0.0,383.71,0.0,0.0,5473.445,74.0,74.0,429.087,0.0,0.0
2022-12-01,0.0,0.0,0.0,1459.467,0.0,0.0,4637.521,63.0,63.0,363.556,0.0,0.0
2023-01-01,0.0,0.0,0.0,201.65,0.0,0.0,3978.12,15602.0,97953.0,159.788,0.0,0.0
2023-02-01,0.0,0.0,0.0,155.765,0.0,0.0,4864.908,19079.0,119790.0,195.407,0.0,0.0
2023-03-01,0.0,0.0,0.0,189.867,0.0,0.0,7045.307,27631.0,173478.0,282.986,0.0,0.0
2023-04-01,0.0,0.0,0.0,80.107,0.0,0.0,7322.754,28719.0,180310.0,294.13,0.0,0.0
2023-05-01,0.0,0.0,0.0,191.47,0.0,0.0,4494.175,17625.0,110661.0,180.516,0.0,0.0
2023-06-01,0.0,0.0,0.0,182.398,0.0,0.0,5498.492,21564.0,135391.0,220.856,0.0,0.0
2023-07-01,0.0,0.0,0.0,250.474,0.0,0.0,7281.006,28555.0,179282.0,292.453,0.0,0.0
2023-08-01,0.0,0.0,0.0,352.07,0.0,0.0,7084.929,27786.0,174454.0,284.578,0.0,0.0
2023-09-01,0.0,0.0,0.0,39.848,0.0,0.0,4937.644,19365.0,121581.0,198.328,0.0,0.0
2023-10-01,0.0,0.0,0.0,188.624,0.0,0.0,6459.32,25332.0,159049.0,259.449,0.0,0.0
