measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-03-01,0.0,0.0,0.0,417.873,1426.0,1426.0
2022-04-01,0.0,0.0,0.0,488.47,1667.0,1667.0
2022-05-01,0.0,0.0,0.0,487.14,1662.0,1662.0
2022-06-01,0.0,0.0,0.0,516.691,1763.0,1763.0
2022-07-01,0.0,0.0,0.0,534.147,1823.0,1823.0
2022-08-01,0.0,0.0,0.0,531.659,1814.0,1814.0
2022-09-01,0.0,0.0,0.0,449.869,1535.0,1535.0
2022-10-01,0.0,0.0,0.0,438.16,1495.0,1495.0
2022-11-01,0.0,0.0,0.0,314.852,1074.0,1074.0
2022-12-01,0.0,0.0,0.0,240.139,819.0,819.0
2023-01-01,0.0,0.0,0.0,52.0,177.0,177.0
2023-02-01,0.0,0.0,0.0,273.0,931.0,931.0
2023-03-01,0.0,0.0,0.0,518.0,1767.0,1767.0
2023-04-01,0.0,0.0,0.0,690.0,2354.0,2354.0
2023-05-01,0.0,0.0,0.0,1197.0,4084.0,4084.0
2023-06-01,0.0,0.0,0.0,988.0,3371.0,3371.0
2023-07-01,0.0,0.0,0.0,843.0,2876.0,2876.0
2023-08-01,0.0,0.0,0.0,846.0,2887.0,2887.0
2023-09-01,0.0,0.0,0.0,431.0,1471.0,1471.0
2023-10-01,0.0,0.0,0.0,471.0,1607.0,1607.0
2023-11-01,0.0,0.0,0.0,270.0,921.0,921.0
2023-12-01,0.0,0.0,0.0,129.0,440.0,440.0
2024-01-01,0.0,0.0,0.0,97.0,331.0,331.0
2024-02-01,0.0,0.0,0.0,446.0,1522.0,1522.0
2024-03-01,0.0,0.0,0.0,664.0,2266.0,2266.0
2024-04-01,0.0,0.0,0.0,774.0,2641.0,2641.0
2024-05-01,0.0,0.0,0.0,1074.0,3664.0,3664.0
2024-06-01,0.0,0.0,0.0,969.0,3306.0,3306.0
2024-07-01,0.0,0.0,0.0,862.0,2941.0,2941.0
2024-08-01,0.0,0.0,0.0,829.0,2829.0,2829.0
2024-09-01,0.0,0.0,0.0,773.0,2637.0,2637.0
2024-10-01,0.0,0.0,0.0,614.0,2095.0,2095.0
2024-11-01,0.0,0.0,0.0,268.0,914.0,914.0
2024-12-01,0.0,0.0,0.0,61.0,208.0,208.0
