measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,571.345,4582.0,4582.0
2003-02-01,453.485,3636.0,3636.0
2003-03-01,515.802,4136.0,4136.0
2003-04-01,507.47900000000004,4069.0,4069.0
2003-05-01,614.554,4928.0,4928.0
2003-06-01,619.7090000000001,4969.0,4969.0
2003-07-01,667.115,5350.0,5350.0
2003-08-01,651.614,5225.0,5225.0
2003-09-01,625.8340000000001,5019.0,5019.0
2003-10-01,532.586,4271.0,4271.0
2003-11-01,512.446,4109.0,4109.0
2003-12-01,520.0310000000001,4170.0,4170.0
2004-01-01,0.0,0.0,0.0
2004-02-01,189.097,1415.74,1415.74
2004-03-01,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0
2004-08-01,453.834,3397.77,3397.77
2004-09-01,1342.5910000000001,10051.75,10051.75
2004-10-01,0.0,0.0,0.0
2004-11-01,18.91,141.57,141.57
2004-12-01,170.18800000000002,1274.17,1274.17
2005-01-01,242.83700000000002,1547.18,1547.18
2005-02-01,219.185,1396.49,1396.49
2005-03-01,236.545,1507.09,1507.09
2005-04-01,237.68200000000002,1514.33,1514.33
2005-05-01,261.047,1663.2,1663.2
2005-06-01,335.3,2136.28,2136.28
2005-07-01,429.358,2735.55,2735.55
2005-08-01,444.951,2834.9,2834.9
2005-09-01,335.588,2138.12,2138.12
2005-10-01,260.481,1659.6,1659.6
2005-11-01,232.411,1480.76,1480.76
2005-12-01,265.175,1689.5,1689.5
2007-01-01,155.325,1221.0,1864.0
2007-02-01,156.549,1230.0,1878.0
2007-03-01,155.979,1226.0,1871.0
2007-04-01,206.81900000000002,1625.0,2481.0
2007-05-01,221.765,1743.0,2661.0
2007-06-01,227.22,1786.0,2726.0
2007-07-01,251.577,1977.0,3018.0
2007-08-01,270.224,2124.0,3242.0
2007-09-01,250.85600000000002,1971.0,3010.0
2007-10-01,247.36800000000002,1944.0,2968.0
2007-11-01,198.726,1562.0,2384.0
2007-12-01,192.59300000000002,1513.0,2311.0
2008-01-01,250.15900000000002,2006.0,22025.0
2008-02-01,232.668,1866.0,20485.0
2008-03-01,276.163,2215.0,24314.0
2008-04-01,300.14500000000004,2407.0,26425.0
2008-05-01,341.474,2738.0,30064.0
2008-06-01,371.64500000000004,2980.0,32720.0
2008-07-01,364.829,2926.0,32120.0
2008-08-01,409.69,3285.0,36070.0
2008-09-01,370.69800000000004,2973.0,32637.0
2008-10-01,321.233,2576.0,28282.0
2008-11-01,256.612,2058.0,22593.0
2008-12-01,233.584,1873.0,20565.0
2009-01-01,205.226,334.0,334.0
2009-02-01,197.217,320.0,320.0
2009-03-01,228.542,371.0,371.0
2009-04-01,247.425,402.0,402.0
2009-05-01,291.608,473.0,473.0
2009-06-01,324.155,526.0,526.0
2009-07-01,332.033,539.0,539.0
2009-08-01,340.344,553.0,553.0
2009-09-01,342.009,555.0,555.0
2009-10-01,308.019,500.0,500.0
2009-11-01,253.096,411.0,411.0
2009-12-01,217.32600000000002,353.0,353.0
2010-01-01,476.355,1158.0,1158.0
2010-02-01,430.57800000000003,1046.0,1046.0
2010-03-01,477.762,1160.0,1160.0
2010-04-01,494.423,1201.0,1201.0
2010-05-01,613.116,1489.0,1489.0
2010-06-01,681.854,1656.0,1656.0
2010-07-01,668.682,1624.0,1624.0
2010-08-01,685.876,1666.0,1666.0
2010-09-01,672.8340000000001,1634.0,1634.0
2010-10-01,567.567,1378.0,1378.0
2010-11-01,466.927,1134.0,1134.0
2010-12-01,516.0260000000001,1253.0,1253.0
2011-01-01,567.859,4463.0,7473.0
2011-02-01,512.364,4026.0,6742.0
2011-03-01,607.697,4776.0,7996.0
2011-04-01,702.267,5519.0,9240.0
2011-05-01,706.983,5556.0,9302.0
2011-06-01,775.843,6097.0,10208.0
2011-07-01,803.097,6311.0,10567.0
2011-08-01,855.723,6725.0,11259.0
2011-09-01,778.182,6115.0,10239.0
2011-10-01,653.878,5138.0,8604.0
2011-11-01,589.398,4632.0,7755.0
2011-12-01,596.709,4689.0,7851.0
2012-01-01,393.586,3093.0,5180.0
2012-02-01,368.356,2895.0,4847.0
2012-03-01,435.726,3424.0,5733.0
2012-04-01,430.172,3380.0,5660.0
2012-05-01,501.272,3939.0,6596.0
2012-06-01,486.734,3825.0,6404.0
2012-07-01,537.196,4222.0,7068.0
2012-08-01,535.813,4211.0,7050.0
2012-09-01,498.844,3920.0,6564.0
2012-10-01,448.714,3526.0,5904.0
2012-11-01,358.224,2815.0,4713.0
2012-12-01,402.363,3162.0,5294.0
2013-01-01,421.56,3313.0,5404.0
2013-02-01,423.607,3329.0,5431.0
2013-03-01,433.728,3408.0,5561.0
2013-04-01,436.792,3433.0,5600.0
2013-05-01,478.839,3763.0,6139.0
2013-06-01,533.937,4196.0,6845.0
2013-07-01,530.319,4167.0,6799.0
2013-08-01,582.309,4576.0,7465.0
2013-09-01,524.773,4124.0,6728.0
2013-10-01,511.627,4021.0,6559.0
2013-11-01,422.806,3323.0,5420.0
2013-12-01,397.703,3125.0,5099.0
2014-01-01,534.247,4198.0,5483.0
2014-02-01,409.824,3221.0,4206.0
2014-03-01,541.584,4256.0,5559.0
2014-04-01,596.509,4688.0,6123.0
2014-05-01,630.886,4958.0,6475.0
2014-06-01,638.6,5018.0,6555.0
2014-07-01,711.009,5587.0,7298.0
2014-08-01,762.021,5988.0,7821.0
2014-09-01,661.957,5202.0,6794.0
2014-10-01,622.759,4894.0,6392.0
2014-11-01,458.748,3605.0,4709.0
2014-12-01,485.856,3818.0,4987.0
2015-01-01,601.402,4726.0,5486.0
2015-02-01,542.157,4261.0,4944.0
2015-03-01,626.59,4924.0,5714.0
2015-04-01,709.742,5577.0,6472.0
2015-05-01,725.622,5702.0,6617.0
