measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2003-01-01,2328.0,23841.05,23841.05
2003-02-01,4169.0,42694.73,42694.73
2003-03-01,6490.0,66464.09,66464.09
2003-04-01,6214.0,63637.57,63637.57
2003-05-01,4578.0,46883.3,46883.3
2003-06-01,3727.0,38168.21,38168.21
2003-07-01,3814.0,39059.17,39059.17
2003-08-01,3382.0,34635.06,34635.06
2003-09-01,7538.0,77196.66,77196.66
2003-10-01,8345.0,85461.15,85461.15
2003-11-01,12041.0,123311.88,123311.88
2003-12-01,12327.0,126240.81,126240.81
2004-01-01,8838.0,88574.44,88574.44
2004-02-01,8965.0,89847.23,89847.23
2004-03-01,10585.0,106082.87,106082.87
2004-04-01,9450.0,94707.9,94707.9
2004-05-01,8979.0,89987.54,89987.54
2004-06-01,6005.0,60182.11,60182.11
2004-07-01,3432.0,34395.5,34395.5
2004-08-01,5116.0,51272.55,51272.55
2004-09-01,8821.0,88404.06,88404.06
2004-10-01,9765.0,97864.83,97864.83
2004-11-01,7877.0,78943.29,78943.29
2004-12-01,12124.0,121506.73,121506.73
2005-01-01,7112.0,71112.89,71112.89
2005-02-01,7732.0,77312.27,77312.27
2005-03-01,9599.0,95980.4,95980.4
2005-04-01,9203.0,92020.8,92020.8
2005-05-01,9211.0,92100.79,92100.79
2005-06-01,7290.0,72892.71,72892.71
2005-07-01,5748.0,57474.25,57474.25
2005-08-01,3995.0,39946.01,39946.01
2005-09-01,8433.0,84321.57,84321.57
2005-10-01,7970.0,79692.03,79692.03
2005-11-01,11544.0,115428.46,115428.46
2005-12-01,7222.0,72212.78,72212.78
2006-01-01,11653.0,115586.0,115586.0
2006-02-01,9145.0,90709.0,90709.0
2006-03-01,10200.0,101174.0,101174.0
2006-04-01,11313.0,112214.0,112214.0
2006-05-01,9567.0,94895.0,94895.0
2006-06-01,5318.0,52749.0,52749.0
2006-07-01,5433.0,53890.0,53890.0
2006-08-01,3730.0,36998.0,36998.0
2006-09-01,6707.0,66527.0,66527.0
2006-10-01,9954.0,98734.0,98734.0
2006-11-01,7988.0,79233.0,79233.0
2006-12-01,11899.0,118026.0,118026.0
2007-01-01,12725.0,125774.0,125774.0
2007-02-01,9250.0,91427.0,91427.0
2007-03-01,11753.0,116167.0,116167.0
2007-04-01,10506.0,103841.0,103841.0
2007-05-01,11773.0,116364.0,116364.0
2007-06-01,6939.0,68585.0,68585.0
2007-07-01,4767.0,47117.0,47117.0
2007-08-01,4144.0,40959.0,40959.0
2007-09-01,8977.0,88729.0,88729.0
2007-10-01,10588.0,104652.0,104652.0
2007-11-01,11283.0,111521.0,111521.0
2007-12-01,7345.0,72598.0,72598.0
2008-01-01,9370.024000000001,92332.0,92332.0
2008-02-01,7604.691000000001,74937.0,74937.0
2008-03-01,7902.361000000001,77870.0,77870.0
2008-04-01,10360.456,102092.0,102092.0
2008-05-01,9504.924,93662.0,93662.0
2008-06-01,6008.523,59208.0,59208.0
2008-07-01,5352.658,52745.0,52745.0
2008-08-01,5894.072,58080.0,58080.0
2008-09-01,8365.742,82436.0,82436.0
2008-10-01,9493.434000000001,93548.0,93548.0
2008-11-01,10840.866,106826.0,106826.0
2008-12-01,14056.249,138510.0,138510.0
2009-01-01,9446.917000000001,92202.0,92202.0
2009-02-01,9535.939,93071.0,93071.0
2009-03-01,10398.256,101487.0,101487.0
2009-04-01,10459.946,102089.0,102089.0
2009-05-01,9211.842,89908.0,89908.0
2009-06-01,5592.652,54584.0,54584.0
2009-07-01,5026.129,49055.0,49055.0
2009-08-01,5971.015,58277.0,58277.0
2009-09-01,4879.104,47620.0,47620.0
2009-10-01,7819.328,76317.0,76317.0
2009-11-01,7677.635,74934.0,74934.0
2009-12-01,8581.237000000001,83753.0,83753.0
2010-01-01,8323.969000000001,81209.0,81209.0
2010-02-01,5187.823,50612.0,50612.0
2010-03-01,8487.115,82800.0,82800.0
2010-04-01,9118.314,88958.0,88958.0
2010-05-01,8320.645,81176.0,81176.0
2010-06-01,5558.484,54229.0,54229.0
2010-07-01,5070.14,49464.0,49464.0
2010-08-01,6216.1810000000005,60645.0,60645.0
2010-09-01,6502.204000000001,63436.0,63436.0
2010-10-01,8169.3460000000005,79700.0,79700.0
2010-11-01,9552.050000000001,93190.0,93190.0
2010-12-01,8662.729000000001,84514.0,84514.0
2011-01-01,7096.459,68949.0,68949.0
2011-02-01,10466.727,101695.0,101695.0
2011-03-01,8122.427,78918.0,78918.0
2011-04-01,9589.935,93176.0,93176.0
2011-05-01,10545.427,102459.0,102459.0
2011-06-01,7180.951,69770.0,69770.0
2011-07-01,4409.183,42840.0,42840.0
2011-08-01,4035.373,39208.0,39208.0
2011-09-01,5316.55,51656.0,51656.0
2011-10-01,10804.906,104980.0,104980.0
2011-11-01,11899.657,115617.0,115617.0
2011-12-01,10808.405,105014.0,105014.0
2012-01-01,10755.453,102349.0,102349.0
2012-02-01,7819.84,74414.0,74414.0
2012-03-01,9224.825,87783.0,87783.0
2012-04-01,10095.417,96068.0,96068.0
2012-05-01,9835.598,93596.0,93596.0
2012-06-01,7670.177,72989.0,72989.0
2012-07-01,5032.535,47890.0,47890.0
2012-08-01,5352.653,50936.0,50936.0
2012-09-01,6578.252,62599.0,62599.0
2012-10-01,10524.807,100154.0,100154.0
2012-11-01,9807.476,93328.0,93328.0
2012-12-01,8165.967,77707.0,77707.0
2013-01-01,12142.0,115847.0,115847.0
2013-02-01,8112.0,77397.0,77397.0
2013-03-01,8867.0,84600.0,84600.0
2013-04-01,10389.0,99121.0,99121.0
2013-05-01,9220.0,87968.0,87968.0
2013-06-01,6006.0,57303.0,57303.0
2013-07-01,5748.0,54842.0,54842.0
2013-08-01,4016.0,38317.0,38317.0
2013-09-01,7279.0,69449.0,69449.0
2013-10-01,8303.0,79219.0,79219.0
2013-11-01,11941.0,113929.0,113929.0
2013-12-01,8959.0,85478.0,85478.0
2014-01-01,13591.0,129250.0,129250.0
2014-02-01,11096.0,105523.0,105523.0
2014-03-01,11105.0,105609.0,105609.0
2014-04-01,11782.0,112047.0,112047.0
2014-05-01,4940.0,46979.0,46979.0
2014-06-01,7107.0,67588.0,67588.0
2014-07-01,6443.0,61273.0,61273.0
2014-08-01,2792.0,26552.0,26552.0
2014-09-01,6233.0,59276.0,59276.0
2014-10-01,9766.0,92875.0,92875.0
2014-11-01,10504.0,99893.0,99893.0
2014-12-01,12745.0,121205.0,121205.0
2015-01-01,9930.0,92538.0,92538.0
2015-02-01,8666.0,80758.0,80758.0
2015-03-01,10184.0,94905.0,94905.0
2015-04-01,10436.0,97253.0,97253.0
2015-05-01,9256.0,86257.0,86257.0
2015-06-01,4177.0,38925.0,38925.0
2015-07-01,4763.0,44386.0,44386.0
2015-08-01,6199.0,57768.0,57768.0
2015-09-01,6159.0,57396.0,57396.0
2015-10-01,9544.0,88941.0,88941.0
2015-11-01,12065.0,112434.0,112434.0
2015-12-01,7754.0,72260.0,72260.0
2016-01-01,8717.0,80475.0,80475.0
2016-02-01,9585.0,88489.0,88489.0
2016-03-01,8588.0,79284.0,79284.0
2016-04-01,11303.0,104349.0,104349.0
2016-05-01,6765.0,62454.0,62454.0
2016-06-01,6759.0,62399.0,62399.0
2016-07-01,4922.0,45440.0,45440.0
2016-08-01,3342.0,30853.0,30853.0
2016-09-01,7637.0,70505.0,70505.0
2016-10-01,8110.0,74872.0,74872.0
2016-11-01,8480.0,78287.0,78287.0
2016-12-01,13102.0,120958.0,120958.0
2017-01-01,7135.979,65744.0,65744.0
2017-02-01,8429.483,77661.0,77661.0
2017-03-01,8511.322,78415.0,78415.0
2017-04-01,7642.53,70411.0,70411.0
2017-05-01,7017.095,64648.0,64648.0
2017-06-01,5538.306,51024.0,51024.0
2017-07-01,3757.867,34621.0,34621.0
2017-08-01,3180.765,29304.0,29304.0
2017-09-01,5932.336,54655.0,54655.0
2017-10-01,8688.168,80044.0,80044.0
2017-11-01,8405.137,77437.0,77437.0
2017-12-01,8353.012,76956.0,76956.0
2018-01-01,9216.821,83910.0,83910.0
2018-02-01,7887.918,71812.0,71812.0
2018-03-01,8515.489,77525.0,77525.0
2018-04-01,7643.301,69585.0,69585.0
