measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2023-01-01,12.104,175.0,175.0
2023-02-01,11.418,164.0,164.0
2023-03-01,11.269,162.0,162.0
2023-04-01,10.883,157.0,157.0
2023-05-01,15.538,224.0,224.0
2023-06-01,17.949,259.0,259.0
2023-07-01,19.684,284.0,284.0
2023-08-01,21.666,312.0,312.0
2023-09-01,18.252,263.0,263.0
2023-10-01,13.473,194.0,194.0
2023-11-01,12.491,180.0,180.0
2023-12-01,13.273,192.0,192.0
2024-01-01,27.737,413.0,413.0
2024-02-01,19.149,284.0,284.0
2024-03-01,21.73,323.0,323.0
2024-04-01,20.416,304.0,304.0
2024-05-01,27.278,406.0,406.0
2024-06-01,30.775,457.0,457.0
2024-07-01,33.265,494.0,494.0
2024-08-01,37.588,559.0,559.0
2024-09-01,31.187,463.0,463.0
2024-10-01,27.015,402.0,402.0
2024-11-01,21.643,322.0,322.0
2024-12-01,23.217,346.0,346.0
