measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2019-06-01,-201.324,0.0,0.0
2019-07-01,-218.983,0.0,0.0
2019-08-01,-242.86,0.0,0.0
2019-09-01,-234.918,0.0,0.0
2019-10-01,-233.624,0.0,0.0
2019-11-01,-231.518,0.0,0.0
2019-12-01,-243.773,0.0,0.0
2020-01-01,-26.253,0.0,0.0
2020-02-01,-22.344,0.0,0.0
2020-03-01,-24.791,0.0,0.0
2020-04-01,-24.274,0.0,0.0
2020-05-01,-25.02,0.0,0.0
2020-06-01,-18.379,0.0,0.0
2020-07-01,-24.021,0.0,0.0
2020-08-01,-25.182,0.0,0.0
2020-09-01,-24.874,0.0,0.0
2020-10-01,-25.631,0.0,0.0
2020-11-01,-25.037,0.0,0.0
2020-12-01,-25.194,0.0,0.0
2021-01-01,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,-1.0,0.0,0.0
2022-01-01,-25.249,0.0,0.0
2022-02-01,-20.951,0.0,0.0
2022-03-01,-21.668,0.0,0.0
2022-04-01,-25.936,0.0,0.0
2022-05-01,-25.941,0.0,0.0
2022-06-01,-26.358,0.0,0.0
2022-07-01,-25.245,0.0,0.0
2022-08-01,-24.734,0.0,0.0
2022-09-01,-25.21,0.0,0.0
2022-10-01,-26.002,0.0,0.0
2022-11-01,-25.077,0.0,0.0
2022-12-01,-25.629,0.0,0.0
2023-01-01,-23.0,0.0,0.0
2023-02-01,-26.0,0.0,0.0
2023-03-01,-20.0,0.0,0.0
2023-04-01,-20.0,0.0,0.0
2023-05-01,-10.0,0.0,0.0
2023-06-01,-26.0,0.0,0.0
2023-07-01,-27.0,0.0,0.0
2023-08-01,-20.0,0.0,0.0
2023-09-01,-23.0,0.0,0.0
2023-10-01,-20.0,0.0,0.0
2023-11-01,-14.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
