measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-04-01,,,,40366.0,456671.0,456671.0,66.0,2867.0,2867.0,131.0,1428.0,1428.0,0.0,0.0,0.0,,,
2004-05-01,,,,54349.0,677009.0,677009.0,663.0,12856.0,12856.0,361.0,4496.0,4496.0,0.0,0.0,0.0,,,
2004-06-01,,,,47465.0,588502.0,588502.0,4.0,1440.0,1440.0,349.0,4283.0,4283.0,0.0,0.0,0.0,,,
2004-07-01,,,,65675.0,792500.0,792500.0,202.0,4567.0,4567.0,221.0,2738.0,2738.0,0.0,0.0,0.0,,,
2004-08-01,,,,50559.0,614856.0,614856.0,107.0,3039.0,3039.0,230.0,2738.0,2738.0,0.0,0.0,0.0,,,
2004-09-01,,,,3749.0,66048.0,66048.0,85.0,2997.0,2997.0,2.0,35.0,35.0,0.0,0.0,0.0,,,
2004-10-01,,,,4362.0,47967.0,47967.0,25.0,2171.0,2171.0,84.0,885.0,885.0,0.0,0.0,0.0,,,
2004-11-01,,,,38386.0,463218.0,463218.0,39.0,2124.0,2124.0,284.0,3434.0,3434.0,0.0,0.0,0.0,,,
2004-12-01,,,,48459.0,567150.0,567150.0,-56.0,1152.0,1152.0,148.0,1716.0,1716.0,0.0,0.0,0.0,,,
2005-01-01,,,,50318.0,576517.5,576517.5,-19.0,2023.7,2023.7,94.0,1067.9,1067.9,0.0,0.0,0.0,,,
2005-02-01,,,,59922.0,686844.4,686844.4,-32.0,1229.6,1229.6,109.0,1247.0,1247.0,0.0,0.0,0.0,,,
2005-03-01,,,,102271.0,1163294.0,1163294.0,-65.0,1276.0,1276.0,45.0,516.2,516.2,0.0,0.0,0.0,,,
2005-04-01,,,,81609.0,960498.0,960498.0,-1.0,1757.4,1757.4,80.0,933.8,933.8,0.0,0.0,0.0,,,
2005-05-01,,,,19247.0,229132.8,229132.8,125.0,4189.0,4189.0,118.0,1339.8,1339.8,0.0,0.0,0.0,,,
2005-06-01,,,,49794.0,591138.8,591138.8,91.0,2808.4,2808.4,226.0,2662.2,2662.2,0.0,0.0,0.0,,,
2005-07-01,,,,76672.0,954261.0,954261.0,40.0,3062.1,3062.1,129.0,1658.8,1658.8,0.0,0.0,0.0,,,
2005-08-01,,,,87591.0,1055168.4,1055168.4,283.0,6259.9,6259.9,100.0,1183.2,1183.2,0.0,0.0,0.0,,,
2005-09-01,,,,69393.0,861315.9,861315.9,45.0,1799.5,1799.5,110.0,1357.2,1357.2,0.0,0.0,0.0,,,
2005-10-01,,,,63762.0,763079.2,763079.2,106.0,3221.4,3221.4,251.0,2917.4,2917.4,0.0,0.0,0.0,,,
2005-11-01,,,,57184.0,680594.4,680594.4,-92.0,5.9,5.9,105.0,1218.0,1218.0,0.0,0.0,0.0,,,
2005-12-01,,,,78315.0,894903.8,894903.8,63.0,3115.2,3115.2,130.0,1490.6,1490.6,0.0,0.0,0.0,,,
2006-01-01,,,,33562.0,372983.0,372983.0,-38.0,997.0,997.0,321.0,3521.0,3521.0,0.0,0.0,0.0,,,
2006-02-01,,,,63467.0,763486.0,763486.0,1938.0,30556.0,30556.0,110.0,1339.0,1339.0,0.0,0.0,0.0,,,
2006-03-01,,,,91480.0,1058832.0,1058832.0,-103.0,0.0,0.0,67.0,814.0,814.0,0.0,0.0,0.0,,,
2006-04-01,,,,68855.0,828142.0,828142.0,9.0,110.0,110.0,90.0,1056.0,1056.0,0.0,0.0,0.0,,,
2006-05-01,,,,46410.0,554640.0,554640.0,-13.0,1676.0,1676.0,280.0,3269.0,3269.0,0.0,0.0,0.0,,,
2006-06-01,,,,44992.0,542777.0,542777.0,-56.0,481.0,481.0,315.0,3859.0,3859.0,0.0,0.0,0.0,,,
2006-07-01,,,,79638.0,994644.0,994644.0,351.0,6705.0,6705.0,143.0,1770.0,1770.0,0.0,0.0,0.0,,,
2006-08-01,,,,91290.0,1105174.0,1105174.0,1633.0,31471.0,31471.0,107.0,1292.0,1292.0,0.0,0.0,0.0,,,
2006-09-01,,,,29020.0,381295.0,381295.0,-17.0,1525.0,1525.0,191.0,2490.0,2490.0,0.0,0.0,0.0,,,
2006-10-01,,,,25467.0,311868.0,311868.0,-33.0,1160.0,1160.0,220.0,2655.0,2655.0,0.0,0.0,0.0,,,
2006-11-01,,,,60937.0,789244.0,789244.0,-37.0,829.0,829.0,137.0,1741.0,1741.0,0.0,0.0,0.0,,,
2006-12-01,,,,23489.0,302014.0,302014.0,-40.0,1143.0,1143.0,295.0,3747.0,3747.0,0.0,0.0,0.0,,,
2007-01-01,,,,63696.476,751538.0,751538.0,-49.0,1212.0,1212.0,222.524,2626.0,2626.0,0.0,0.0,0.0,,,
2007-02-01,,,,81335.717,933460.0,933460.0,-60.0,1160.0,1160.0,156.28300000000002,1794.0,1794.0,0.0,0.0,0.0,,,
2007-03-01,,,,88520.399,1020823.0,1020823.0,-79.0,580.0,580.0,158.601,1829.0,1829.0,0.0,0.0,0.0,,,
2007-04-01,,,,99648.435,1154461.0,1154461.0,7.0,2192.0,2192.0,58.565,679.0,679.0,0.0,0.0,0.0,,,
2007-05-01,,,,59191.228,722616.0,722616.0,-35.0,1137.0,1137.0,266.772,3257.0,3257.0,0.0,0.0,0.0,,,
2007-06-01,,,,61471.601,725832.0,725832.0,125.0,3811.0,3811.0,157.399,1859.0,1859.0,0.0,0.0,0.0,,,
2007-07-01,,,,78071.735,959796.0,959796.0,-28.0,1299.0,1299.0,89.265,1097.0,1097.0,0.0,0.0,0.0,,,
2007-08-01,,,,95836.978,1221843.0,1221843.0,425.0,11513.0,11513.0,267.021,3404.0,3404.0,0.0,0.0,0.0,,,
2007-09-01,,,,85992.851,1253665.0,1253665.0,-33.0,1253.0,1253.0,116.149,1693.0,1693.0,0.0,0.0,0.0,,,
2007-10-01,,,,89513.757,1076593.0,1076593.0,-63.0,4437.0,4437.0,117.24300000000001,1410.0,1410.0,0.0,0.0,0.0,,,
2007-11-01,,,,71312.705,834648.0,834648.0,-63.0,998.0,998.0,159.295,1864.0,1864.0,0.0,0.0,0.0,,,
2007-12-01,,,,69092.993,812630.0,812630.0,-98.0,841.0,841.0,155.007,1823.0,1823.0,0.0,0.0,0.0,,,
2008-01-01,,,,85093.549,982941.0,982941.0,528.0,10075.0,10075.0,187.45100000000002,2165.0,2165.0,,,,0.0,0.0,0.0
2008-02-01,,,,67452.993,803124.0,803124.0,14.0,2738.0,2738.0,221.007,2631.0,2631.0,0.0,0.0,0.0,,,
2008-03-01,,,,88494.418,1029686.0,1029686.0,-29.0,1653.0,1653.0,113.58200000000001,1322.0,1322.0,,,,0.0,0.0,0.0
2008-04-01,,,,67715.246,793924.0,793924.0,-93.0,371.0,371.0,162.75400000000002,1908.0,1908.0,,,,0.0,0.0,0.0
2008-05-01,,,,23372.78,311297.0,311297.0,-98.0,139.0,139.0,329.22,4385.0,4385.0,,,,0.0,0.0,0.0
2008-06-01,,,,75699.028,927213.0,927213.0,103.0,3845.0,3845.0,232.972,2854.0,2854.0,,,,0.0,0.0,0.0
2008-07-01,,,,75948.035,919247.0,919247.0,-53.0,1108.0,1108.0,115.965,1404.0,1404.0,,,,0.0,0.0,0.0
2008-08-01,,,,76447.372,956211.0,956211.0,8.0,1839.0,1839.0,68.628,858.0,858.0,,,,0.0,0.0,0.0
2008-09-01,,,,37529.998,478876.0,478876.0,0.0,1298.0,1298.0,150.002,1914.0,1914.0,,,,0.0,0.0,0.0
2008-10-01,,,,24844.924,304977.0,304977.0,106.0,3109.0,3109.0,179.07600000000002,2198.0,2198.0,,,,0.0,0.0,0.0
2008-11-01,,,,62810.380000000005,744745.0,744745.0,15.0,2549.0,2549.0,355.62,4217.0,4217.0,,,,0.0,0.0,0.0
2008-12-01,,,,47099.451,578000.0,578000.0,23.0,2313.0,2313.0,318.54900000000004,3909.0,3909.0,,,,0.0,0.0,0.0
2009-01-01,,,,39733.226,477402.0,477402.0,244.0,6614.0,6614.0,257.774,3097.0,3097.0,,,,,,
2009-02-01,,,,19547.412,245479.0,245479.0,75.0,4012.0,4012.0,186.58800000000002,2343.0,2343.0,,,,,,
2009-03-01,,,,30825.864,369833.0,369833.0,26.0,2071.0,2071.0,171.136,2053.0,2053.0,,,,,,
2009-04-01,,,,23936.219,300658.0,300658.0,-79.0,124.0,124.0,189.781,2384.0,2384.0,,,,,,
2009-05-01,,,,11102.784,151008.0,151008.0,58.0,2755.0,2755.0,71.21600000000001,969.0,969.0,,,,,,
2009-06-01,,,,19011.799,240360.0,240360.0,-32.0,696.0,696.0,259.201,3277.0,3277.0,,,,,,
2009-07-01,,,,21333.948,269590.0,269590.0,-10.0,1369.0,1369.0,184.05200000000002,2326.0,2326.0,,,,,,
2009-08-01,,,,27981.898,377958.0,377958.0,116.0,3233.0,3233.0,127.102,1717.0,1717.0,,,,,,
2009-09-01,,,,19928.969,252620.0,252620.0,177.0,4006.0,4006.0,129.031,1636.0,1636.0,,,,,,
2009-10-01,,,,3339.5350000000003,56400.0,56400.0,-50.0,738.0,738.0,4.465,75.0,75.0,,,,,,
2009-11-01,,,,-273.5,0.0,0.0,31.0,2578.0,2578.0,-273.5,0.0,0.0,,,,,,
2009-12-01,,,,59401.457,709116.0,709116.0,-27.0,1463.0,1463.0,393.543,4698.0,4698.0,,,,,,
2010-01-01,,,,81246.009,991979.0,991979.0,54.0,3351.0,3351.0,199.991,2442.0,2442.0,,,,,,
2010-02-01,,,,68167.53,771182.0,771182.0,-74.0,726.0,726.0,160.47,1815.0,1815.0,,,,,,
2010-03-01,,,,54917.582,669125.0,669125.0,31.0,2413.0,2413.0,170.418,2076.0,2076.0,,,,,,
2010-04-01,,,,73074.885,876619.0,876619.0,67.0,2596.0,2596.0,99.11500000000001,1189.0,1189.0,,,,,,
2010-05-01,,,,32735.252,406237.0,406237.0,-42.0,885.0,885.0,53.748000000000005,667.0,667.0,,,,,,
2010-06-01,,,,54182.498,697515.0,697515.0,172.0,6573.0,6573.0,168.502,2169.0,2169.0,,,,,,
2010-07-01,,,,73668.535,913008.0,913008.0,124.0,3823.0,3823.0,117.465,1456.0,1456.0,,,,,,
2010-08-01,,,,75500.667,919993.0,919993.0,159.0,4337.0,4337.0,112.333,1369.0,1369.0,,,,,,
2010-09-01,,,,19239.953,248845.0,248845.0,42.0,2354.0,2354.0,130.047,1682.0,1682.0,,,,,,
2010-10-01,,,,18049.333,232770.0,232770.0,-12.0,2000.0,2000.0,56.667,731.0,731.0,,,,,,
2010-11-01,,,,26662.283,339838.0,339838.0,-2.0,2124.0,2124.0,73.717,940.0,940.0,,,,,,
2010-12-01,,,,58121.551,700224.0,700224.0,-62.0,1264.0,1264.0,273.449,3294.0,3294.0,,,,,,
2011-01-01,,,,59631.601,692307.0,692307.0,147.0,4508.0,4508.0,120.399,1398.0,1398.0,,,,,,
2011-02-01,,,,6115.575,86419.0,86419.0,88.0,2732.0,2732.0,87.425,1235.0,1235.0,,,,,,
2011-03-01,,,,15498.975,187785.0,187785.0,-58.0,832.0,832.0,213.025,2581.0,2581.0,,,,,,
2011-04-01,,,,5958.284,86238.0,86238.0,-27.0,1192.0,1192.0,63.716,922.0,922.0,,,,,,
2011-05-01,,,,9574.649,130776.0,130776.0,-19.0,1345.0,1345.0,147.351,2013.0,2013.0,,,,,,
2011-06-01,,,,28429.363,371138.0,371138.0,111.0,3092.0,3092.0,82.637,1079.0,1079.0,,,,,,
2011-07-01,,,,22330.471,296545.0,296545.0,40.0,3357.0,3357.0,165.529,2198.0,2198.0,,,,,,
2011-08-01,,,,38076.255,446333.0,446333.0,41.0,2844.0,2844.0,166.745,1955.0,1955.0,,,,,,
2011-09-01,,,,15612.401,177286.0,177286.0,-48.0,637.0,637.0,265.599,3016.0,3016.0,,,,,,
2011-10-01,0.0,0.0,0.0,,,,-4.0,1611.0,1611.0,,,,,,,,,
2011-11-01,0.0,0.0,0.0,,,,-104.0,65.0,65.0,,,,,,,,,
2011-12-01,0.0,0.0,0.0,,,,13.0,1947.0,1947.0,,,,,,,,,
2012-01-01,0.0,0.0,0.0,,,,25.0,2059.0,2059.0,,,,,,,,,
2012-02-01,0.0,0.0,0.0,,,,30.0,2201.0,2201.0,,,,,,,,,
2012-03-01,0.0,0.0,0.0,,,,102.0,3204.0,3204.0,,,,,,,,,
2012-04-01,0.0,0.0,0.0,,,,-89.0,106.0,106.0,,,,,,,,,
2012-05-01,0.0,0.0,0.0,,,,-86.0,0.0,0.0,,,,,,,,,
2012-06-01,0.0,0.0,0.0,,,,-18.0,1156.0,1156.0,,,,,,,,,
2012-07-01,0.0,0.0,0.0,,,,-50.0,726.0,726.0,,,,,,,,,
2012-08-01,0.0,0.0,0.0,,,,74.0,2661.0,2661.0,,,,,,,,,
2012-09-01,0.0,0.0,0.0,,,,15.0,1634.0,1634.0,,,,,,,,,
2012-10-01,0.0,0.0,0.0,,,,-73.0,502.0,502.0,,,,,,,,,
2012-11-01,0.0,0.0,0.0,,,,-44.0,1257.0,1257.0,,,,,,,,,
2012-12-01,0.0,0.0,0.0,,,,-39.0,909.0,909.0,,,,,,,,,
2013-01-01,0.0,0.0,0.0,,,,-48.0,720.0,720.0,,,,,,,,,
2013-02-01,0.0,0.0,0.0,,,,-16.0,1416.0,1416.0,,,,,,,,,
2013-03-01,0.0,0.0,0.0,,,,-76.0,767.0,767.0,,,,,,,,,
2013-04-01,0.0,0.0,0.0,,,,-93.0,0.0,0.0,,,,,,,,,
2013-05-01,0.0,0.0,0.0,,,,-90.0,171.0,171.0,,,,,,,,,
2013-06-01,0.0,0.0,0.0,,,,29.0,2165.0,2165.0,,,,,,,,,
2013-07-01,0.0,0.0,0.0,,,,-83.0,0.0,0.0,,,,,,,,,
2013-08-01,0.0,0.0,0.0,,,,0.0,1469.0,1469.0,,,,,,,,,
2013-09-01,0.0,0.0,0.0,,,,106.0,3717.0,3717.0,,,,,,,,,
2013-10-01,0.0,0.0,0.0,,,,-43.0,814.0,814.0,,,,,,,,,
2013-11-01,0.0,0.0,0.0,,,,-72.0,566.0,566.0,,,,,,,,,
2013-12-01,0.0,0.0,0.0,,,,-132.0,0.0,0.0,,,,,,,,,
2014-01-01,0.0,0.0,0.0,,,,2405.0,42846.0,42846.0,,,,0.0,0.0,0.0,,,
2014-02-01,0.0,0.0,0.0,,,,0.0,2089.0,2089.0,,,,0.0,0.0,0.0,,,
2014-03-01,0.0,0.0,0.0,,,,-103.0,655.0,655.0,,,,0.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,,,,-22.0,1251.0,1251.0,,,,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,,,,34.0,2106.0,2106.0,,,,0.0,0.0,0.0,,,
2014-06-01,0.0,0.0,0.0,,,,-14.0,1333.0,1333.0,,,,0.0,0.0,0.0,,,
2014-07-01,0.0,0.0,0.0,,,,38.0,2218.0,2218.0,,,,0.0,0.0,0.0,,,
2014-08-01,0.0,0.0,0.0,,,,-36.0,1310.0,1310.0,,,,0.0,0.0,0.0,,,
2014-09-01,0.0,0.0,0.0,,,,-87.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2014-10-01,0.0,0.0,0.0,,,,-111.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2014-11-01,0.0,0.0,0.0,,,,58.0,3251.0,3251.0,,,,0.0,0.0,0.0,,,
2014-12-01,0.0,0.0,0.0,,,,-113.0,242.0,242.0,,,,0.0,0.0,0.0,,,
2015-01-01,0.0,0.0,0.0,,,,825.0,21045.0,21045.0,,,,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,,,,1424.0,27146.0,27146.0,,,,0.0,0.0,0.0,,,
2015-03-01,0.0,0.0,0.0,,,,-31.0,1156.0,1156.0,,,,0.0,0.0,0.0,,,
2015-04-01,0.0,0.0,0.0,,,,-56.0,820.0,820.0,,,,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,,,,38.0,1882.0,1882.0,,,,0.0,0.0,0.0,,,
2015-06-01,0.0,0.0,0.0,,,,103.0,3050.0,3050.0,,,,0.0,0.0,0.0,,,
2015-07-01,0.0,0.0,0.0,,,,-21.0,1210.0,1210.0,,,,0.0,0.0,0.0,,,
2015-08-01,0.0,0.0,0.0,,,,13.0,1558.0,1558.0,,,,0.0,0.0,0.0,,,
2015-09-01,0.0,0.0,0.0,,,,16.0,1575.0,1575.0,,,,0.0,0.0,0.0,,,
2015-10-01,0.0,0.0,0.0,,,,-58.0,566.0,566.0,,,,0.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,,,,-86.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2015-12-01,0.0,0.0,0.0,,,,2.0,1528.0,1528.0,,,,0.0,0.0,0.0,,,
2016-01-01,0.0,0.0,0.0,,,,-4.0,1935.0,1935.0,,,,0.0,0.0,0.0,,,
2016-02-01,0.0,0.0,0.0,,,,-67.0,885.0,885.0,,,,0.0,0.0,0.0,,,
2016-03-01,0.0,0.0,0.0,,,,-47.0,979.0,979.0,,,,0.0,0.0,0.0,,,
2016-04-01,0.0,0.0,0.0,,,,27.0,1906.0,1906.0,,,,0.0,0.0,0.0,,,
2016-05-01,0.0,0.0,0.0,,,,-68.0,230.0,230.0,,,,0.0,0.0,0.0,,,
2016-06-01,0.0,0.0,0.0,,,,538.0,12225.0,12225.0,,,,0.0,0.0,0.0,,,
2016-07-01,0.0,0.0,0.0,,,,-63.0,920.0,920.0,,,,0.0,0.0,0.0,,,
2016-08-01,0.0,0.0,0.0,,,,82.0,3446.0,3446.0,,,,0.0,0.0,0.0,,,
2016-09-01,0.0,0.0,0.0,,,,-50.0,382.0,382.0,,,,0.0,0.0,0.0,,,
2016-10-01,0.0,0.0,0.0,,,,-7.0,5633.0,5633.0,,,,0.0,0.0,0.0,,,
2016-11-01,0.0,0.0,0.0,,,,14.0,1605.0,1605.0,,,,0.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,,,,19.0,1893.0,1893.0,,,,0.0,0.0,0.0,,,
2017-01-01,0.0,0.0,0.0,,,,-30.299,1411.0,1411.0,,,,0.0,0.0,0.0,,,
2017-02-01,0.0,0.0,0.0,,,,-15.362,711.0,711.0,,,,0.0,0.0,0.0,,,
2017-03-01,0.0,0.0,0.0,,,,-20.154,935.0,935.0,,,,0.0,0.0,0.0,,,
2017-04-01,0.0,0.0,0.0,,,,-20.281,941.0,941.0,,,,0.0,0.0,0.0,,,
2017-05-01,0.0,0.0,0.0,,,,-22.621,1053.0,1053.0,,,,0.0,0.0,0.0,,,
2017-06-01,0.0,0.0,0.0,,,,-14.711,682.0,682.0,,,,0.0,0.0,0.0,,,
2017-07-01,0.0,0.0,0.0,,,,-12.791,594.0,594.0,,,,0.0,0.0,0.0,,,
2017-08-01,0.0,0.0,0.0,,,,-9.985,465.0,465.0,,,,0.0,0.0,0.0,,,
2017-09-01,0.0,0.0,0.0,,,,-17.673,823.0,823.0,,,,0.0,0.0,0.0,,,
2017-10-01,0.0,0.0,0.0,,,,-24.435,1135.0,1135.0,,,,0.0,0.0,0.0,,,
2017-11-01,0.0,0.0,0.0,,,,-37.079,1723.0,1723.0,,,,0.0,0.0,0.0,,,
2017-12-01,0.0,0.0,0.0,,,,-36.609,1699.0,1699.0,,,,0.0,0.0,0.0,,,
2018-01-01,0.0,0.0,0.0,,,,1005.72,27954.0,27954.0,,,,0.0,0.0,0.0,,,
2018-02-01,0.0,0.0,0.0,,,,38.291,1064.0,1064.0,,,,0.0,0.0,0.0,,,
2018-03-01,0.0,0.0,0.0,,,,83.553,2323.0,2323.0,,,,0.0,0.0,0.0,,,
2018-04-01,0.0,0.0,0.0,,,,55.229,1535.0,1535.0,,,,0.0,0.0,0.0,,,
2018-05-01,0.0,0.0,0.0,,,,78.178,2170.0,2170.0,,,,0.0,0.0,0.0,,,
2018-06-01,0.0,0.0,0.0,,,,72.137,2005.0,2005.0,,,,0.0,0.0,0.0,,,
2018-07-01,0.0,0.0,0.0,,,,52.355,1452.0,1452.0,,,,0.0,0.0,0.0,,,
2018-08-01,0.0,0.0,0.0,,,,69.476,1929.0,1929.0,,,,0.0,0.0,0.0,,,
2018-09-01,0.0,0.0,0.0,,,,40.817,1135.0,1135.0,,,,0.0,0.0,0.0,,,
2018-10-01,0.0,0.0,0.0,,,,35.717,994.0,994.0,,,,0.0,0.0,0.0,,,
2018-11-01,0.0,0.0,0.0,,,,75.311,2093.0,2093.0,,,,0.0,0.0,0.0,,,
2018-12-01,0.0,0.0,0.0,,,,105.216,2922.0,2922.0,,,,0.0,0.0,0.0,,,
2019-01-01,0.0,0.0,0.0,,,,-25.489,3252.0,3252.0,,,,0.0,0.0,0.0,,,
2019-02-01,0.0,0.0,0.0,,,,-7.024,894.0,894.0,,,,0.0,0.0,0.0,,,
2019-03-01,0.0,0.0,0.0,,,,-12.99,1652.0,1652.0,,,,0.0,0.0,0.0,,,
2019-04-01,0.0,0.0,0.0,,,,-9.892,1258.0,1258.0,,,,0.0,0.0,0.0,,,
2019-05-01,0.0,0.0,0.0,,,,-10.786,1376.0,1376.0,,,,0.0,0.0,0.0,,,
2019-06-01,0.0,0.0,0.0,,,,-11.762,1499.0,1499.0,,,,0.0,0.0,0.0,,,
2019-07-01,0.0,0.0,0.0,,,,-6.574,835.0,835.0,,,,0.0,0.0,0.0,,,
2019-08-01,0.0,0.0,0.0,,,,-7.016,894.0,894.0,,,,0.0,0.0,0.0,,,
2019-09-01,0.0,0.0,0.0,,,,-3.762,482.0,482.0,,,,0.0,0.0,0.0,,,
2019-10-01,0.0,0.0,0.0,,,,-6.008,764.0,764.0,,,,0.0,0.0,0.0,,,
2019-11-01,0.0,0.0,0.0,,,,-6.951,888.0,888.0,,,,0.0,0.0,0.0,,,
2019-12-01,0.0,0.0,0.0,,,,-9.746,1241.0,1241.0,,,,0.0,0.0,0.0,,,
2020-01-01,0.0,0.0,0.0,,,,-10.772,2699.0,2699.0,,,,0.0,0.0,0.0,,,
