measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2021-01-01,647.536,4434.0,4434.0
2021-02-01,549.131,3759.0,3759.0
2021-03-01,590.422,4041.0,4041.0
2021-04-01,523.902,3586.0,3586.0
2021-05-01,547.545,3748.0,3748.0
2021-06-01,748.736,5125.0,5125.0
2021-07-01,1033.242,7072.0,7072.0
2021-08-01,943.384,6458.0,6458.0
2021-09-01,802.709,5494.0,5494.0
2021-10-01,765.228,5238.0,5238.0
2021-11-01,703.282,4814.0,4814.0
2021-12-01,725.883,4969.0,4969.0
2022-01-01,518.268,3743.0,3743.0
2022-02-01,430.301,3108.0,3108.0
2022-03-01,398.143,2875.0,2875.0
2022-04-01,407.831,2945.0,2945.0
2022-05-01,374.254,2703.0,2703.0
2022-06-01,509.011,3676.0,3676.0
2022-07-01,679.987,4910.0,4910.0
2022-08-01,820.495,5925.0,5925.0
2022-09-01,751.982,5430.0,5430.0
2022-10-01,690.58,4987.0,4987.0
2022-11-01,634.178,4579.0,4579.0
2022-12-01,700.97,5061.0,5061.0
2023-01-01,619.798,4329.0,4329.0
2023-02-01,527.948,3688.0,3688.0
2023-03-01,507.426,3545.0,3545.0
2023-04-01,396.406,2769.0,2769.0
2023-05-01,256.75,1793.0,1793.0
2023-06-01,337.764,2359.0,2359.0
2023-07-01,781.857,5462.0,5462.0
2023-08-01,788.909,5511.0,5511.0
2023-09-01,558.412,3901.0,3901.0
2023-10-01,681.925,4763.0,4763.0
2023-11-01,640.592,4475.0,4475.0
2023-12-01,721.213,5038.0,5038.0
