measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,10024.0,95229.0,103480.0,0.0,0.0,0.0
2003-02-01,12679.0,120823.0,130020.0,0.0,0.0,0.0
2003-03-01,13355.0,127589.0,136054.0,0.0,0.0,0.0
2003-04-01,7310.0,69013.0,73236.0,0.0,0.0,0.0
2003-05-01,6259.0,59264.0,62322.0,0.0,0.0,0.0
2003-06-01,6043.0,60946.0,63232.0,0.0,0.0,0.0
2003-07-01,20856.0,196130.0,204372.0,0.0,0.0,0.0
2003-08-01,15065.0,141792.0,148620.0,0.0,0.0,0.0
2003-09-01,5951.0,56134.0,58511.0,0.0,0.0,0.0
2003-10-01,8025.0,75610.0,78451.0,0.0,0.0,0.0
2003-11-01,1179.0,11178.0,11481.0,0.0,0.0,0.0
2003-12-01,2296.0,22151.0,23048.0,0.0,0.0,0.0
2004-01-01,2525.0080000000003,27192.61,27192.61,0.0,0.0,0.0
2004-02-01,2117.913,22808.47,22808.47,0.0,0.0,0.0
2004-03-01,2020.215,21756.33,21756.33,0.0,0.0,0.0
2004-04-01,2206.8430000000003,23766.18,23766.18,0.0,0.0,0.0
2004-05-01,2864.0640000000003,30844.0,30844.0,0.0,0.0,0.0
2004-06-01,2689.636,28965.54,28965.54,0.0,0.0,0.0
2004-07-01,3247.768,34976.24,34976.24,0.0,0.0,0.0
2004-08-01,2727.8810000000003,29377.41,29377.41,0.0,0.0,0.0
2004-09-01,2186.54,23547.53,23547.53,0.0,0.0,0.0
2004-10-01,2275.0660000000003,24500.91,24500.91,0.0,0.0,0.0
2004-11-01,2747.065,29584.01,29584.01,0.0,0.0,0.0
2004-12-01,2793.74,30086.66,30086.66,0.0,0.0,0.0
2005-01-01,2525.91,25869.2,25869.2,0.0,0.0,0.0
2005-02-01,2096.867,21475.14,21475.14,0.0,0.0,0.0
2005-03-01,2596.799,26595.21,26595.21,0.0,0.0,0.0
2005-04-01,2558.6490000000003,26204.5,26204.5,0.0,0.0,0.0
2005-05-01,3016.234,30890.87,30890.87,0.0,0.0,0.0
