measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2019-01-01,1103.151,7435.0,7435.0
2019-02-01,1022.855,6896.0,6896.0
2019-03-01,891.979,6013.0,6013.0
2019-04-01,625.899,4220.0,4220.0
2019-05-01,539.346,3636.0,3636.0
2019-06-01,721.202,4862.0,4862.0
2019-07-01,1136.907,7665.0,7665.0
2019-08-01,1335.433,9003.0,9003.0
2019-09-01,1175.082,7922.0,7922.0
2019-10-01,1203.538,8114.0,8114.0
2019-11-01,1180.356,7958.0,7958.0
2019-12-01,1224.252,8253.0,8253.0
2020-01-01,1228.728,8924.0,8924.0
2020-02-01,1085.084,7881.0,7881.0
2020-03-01,1204.515,8749.0,8749.0
2020-04-01,851.834,6187.0,6187.0
2020-05-01,800.955,5817.0,5817.0
2020-06-01,1126.711,8183.0,8183.0
2020-07-01,1576.15,11448.0,11448.0
2020-08-01,1960.052,14237.0,14237.0
2020-09-01,1706.9,12398.0,12398.0
2020-10-01,1772.659,12875.0,12875.0
2020-11-01,1415.937,10284.0,10284.0
2020-12-01,1569.475,11399.0,11399.0
2021-01-01,1170.409,8692.0,8692.0
2021-02-01,992.545,7371.0,7371.0
2021-03-01,1067.177,7925.0,7925.0
2021-04-01,946.943,7033.0,7033.0
2021-05-01,989.677,7350.0,7350.0
2021-06-01,1353.327,10051.0,10051.0
2021-07-01,1867.565,13869.0,13869.0
2021-08-01,1705.15,12663.0,12663.0
2021-09-01,1450.881,10775.0,10775.0
2021-10-01,1383.136,10272.0,10272.0
2021-11-01,1271.17,9440.0,9440.0
2021-12-01,1312.02,9744.0,9744.0
2022-01-01,972.09,7180.0,7180.0
2022-02-01,807.094,5963.0,5963.0
2022-03-01,746.776,5517.0,5517.0
2022-04-01,764.949,5651.0,5651.0
2022-05-01,701.97,5186.0,5186.0
2022-06-01,954.727,7053.0,7053.0
2022-07-01,1275.419,9422.0,9422.0
2022-08-01,1538.963,11369.0,11369.0
2022-09-01,1410.455,10419.0,10419.0
2022-10-01,1295.286,9569.0,9569.0
2022-11-01,1189.497,8787.0,8787.0
2022-12-01,1314.774,9713.0,9713.0
2023-01-01,1307.038,9639.0,9639.0
2023-02-01,1113.344,8209.0,8209.0
2023-03-01,1070.067,7890.0,7890.0
2023-04-01,835.946,6164.0,6164.0
2023-05-01,541.438,3992.0,3992.0
2023-06-01,712.281,5252.0,5252.0
2023-07-01,1648.791,12157.0,12157.0
2023-08-01,1663.663,12266.0,12266.0
2023-09-01,1177.587,8683.0,8683.0
2023-10-01,1438.052,10603.0,10603.0
2023-11-01,1350.889,9960.0,9960.0
2023-12-01,1520.904,11214.0,11214.0
2024-01-01,1313.0,9589.0,9589.0
2024-02-01,1208.0,8786.0,8786.0
2024-03-01,1278.0,9304.0,9304.0
2024-04-01,1235.0,9004.0,9004.0
2024-05-01,1334.0,9675.0,9675.0
2024-06-01,1345.0,9683.0,9683.0
2024-07-01,1367.0,10079.0,10079.0
2024-08-01,1367.0,10083.0,10083.0
2024-09-01,1323.0,9741.0,9741.0
2024-10-01,1354.0,9978.0,9978.0
2024-11-01,1295.0,9523.0,9523.0
2024-12-01,1328.0,9820.0,9820.0
