measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2012-01-01,-399.077,0.0,0.0,-27.4615,0.0,0.0
2012-02-01,-378.333,0.0,0.0,-26.8335,0.0,0.0
2012-03-01,-367.467,0.0,0.0,12.7335,468.5,468.5
2012-04-01,2240.906,38739.0,38739.0,22.046999999999997,701.0,701.0
2012-05-01,-414.882,0.0,0.0,-23.059,0.0,0.0
2012-06-01,-412.907,0.0,0.0,10.4535,471.0,471.0
2012-07-01,-392.163,0.0,0.0,-18.9185,0.0,0.0
2012-08-01,-397.102,0.0,0.0,-19.448999999999998,0.0,0.0
2012-09-01,-358.577,0.0,0.0,13.788499999999999,442.0,442.0
2012-10-01,-356.601,0.0,0.0,-18.6995,29.0,29.0
2012-11-01,-449.456,0.0,0.0,-28.272,0.0,0.0
2012-12-01,-399.077,0.0,0.0,4.0385,468.5,468.5
2013-01-01,-440.075,0.0,0.0,-33.9625,0.0,0.0
2013-02-01,-346.462,0.0,0.0,-29.769,0.0,0.0
2013-03-01,-303.034,0.0,0.0,-6.983,375.0,375.0
2013-04-01,-362.868,0.0,0.0,6.434,483.0,483.0
2013-05-01,-365.764,0.0,0.0,-27.618000000000002,0.0,0.0
2013-06-01,9683.053,125672.0,125672.0,210.9735,3356.5,3356.5
2013-07-01,-429.459,0.0,0.0,-25.7705,0.0,0.0
2013-08-01,-334.881,0.0,0.0,7.4405,462.5,462.5
2013-09-01,-510.525,0.0,0.0,-27.2375,0.0,0.0
2013-10-01,-367.694,0.0,0.0,-26.653,0.0,0.0
2013-11-01,-399.541,0.0,0.0,2.2705,503.0,503.0
2013-12-01,-440.075,0.0,0.0,-35.4625,0.0,0.0
2014-01-01,14231.752,164527.0,164527.0,796.124,10592.5,10592.5
2014-02-01,-384.515,0.0,0.0,-28.2425,0.0,0.0
2014-03-01,-363.757,0.0,0.0,-30.6215,0.0,0.0
2014-04-01,-419.111,0.0,0.0,3.0555,456.5,456.5
2014-05-01,2096.141,50661.0,50661.0,199.9295,3528.0,3528.0
2014-06-01,-434.927,0.0,0.0,-20.5365,17.5,17.5
2014-07-01,-428.008,0.0,0.0,-19.996,0.0,0.0
2014-08-01,46429.866,505193.0,505193.0,80.567,1061.5,1061.5
2014-09-01,11658.356,101787.0,101787.0,31.322,637.0,637.0
2014-10-01,-367.711,0.0,0.0,-24.6445,0.0,0.0
2014-11-01,-419.111,0.0,0.0,-30.4445,0.0,0.0
2014-12-01,-428.008,0.0,0.0,13.004,663.0,663.0
2015-01-01,27576.189,343434.0,343434.0,104.4055,1765.5,1765.5
2015-02-01,20729.959,199147.0,199147.0,135.0205,1646.0,1646.0
2015-03-01,-312.254,0.0,0.0,-27.373,0.0,0.0
2015-04-01,-269.629,0.0,0.0,-19.1855,0.0,0.0
2015-05-01,-266.655,0.0,0.0,-5.1725,244.5,244.5
2015-06-01,-238.899,0.0,0.0,66.9495,1303.0,1303.0
2015-07-01,-269.629,0.0,0.0,-18.1855,0.0,0.0
2015-08-01,-234.934,0.0,0.0,-18.033,0.0,0.0
2015-09-01,-247.821,0.0,0.0,-17.0895,0.0,0.0
2015-10-01,-209.161,0.0,0.0,-19.4195,0.0,0.0
2015-11-01,-188.344,0.0,0.0,-15.328,0.0,0.0
2015-12-01,-212.134,0.0,0.0,-22.933,0.0,0.0
2016-01-01,-241.114,0.0,0.0,-28.943,0.0,0.0
2016-02-01,-162.727,0.0,0.0,-25.1365,0.0,0.0
2016-03-01,-129.983,0.0,0.0,-10.5085,0.0,0.0
2016-04-01,-134.944,0.0,0.0,-0.528,0.0,0.0
2016-05-01,-174.634,0.0,0.0,-0.683,0.0,0.0
2016-06-01,-185.548,0.0,0.0,-0.726,0.0,0.0
2016-07-01,-194.478,0.0,0.0,-0.761,0.0,0.0
2016-08-01,-189.517,0.0,0.0,-0.7415,0.0,0.0
