measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2016-07-01,,,,9333.0,86162.0,86162.0
2016-08-01,,,,60358.0,557225.0,557225.0
2016-09-01,,,,49398.0,456042.0,456042.0
2016-10-01,,,,34903.0,322224.0,322224.0
2016-11-01,,,,30311.0,279831.0,279831.0
2016-12-01,,,,23526.0,217192.0,217192.0
2017-01-01,,,,18583.055,171206.0,171206.0
2017-02-01,,,,20756.595,191231.0,191231.0
2017-03-01,,,,38705.646,356595.0,356595.0
2017-04-01,,,,40779.402,375701.0,375701.0
2017-05-01,,,,51273.174,472380.0,472380.0
2017-06-01,,,,55565.14,511922.0,511922.0
2017-07-01,,,,50648.248,466622.0,466622.0
2017-08-01,,,,46806.853,431232.0,431232.0
2017-09-01,,,,43707.611,402678.0,402678.0
2017-10-01,,,,40264.878,370960.0,370960.0
2017-11-01,,,,24742.92,227957.0,227957.0
2017-12-01,,,,23597.478,217404.0,217404.0
2018-01-01,,,,23290.686,212038.0,212038.0
2018-02-01,,,,32785.068,298475.0,298475.0
2018-03-01,,,,37487.671,341288.0,341288.0
2018-04-01,,,,46864.268,426652.0,426652.0
2018-05-01,,,,56489.274,514278.0,514278.0
2018-06-01,,,,60863.484,554101.0,554101.0
2018-07-01,,,,52608.555,478948.0,478948.0
2018-08-01,,,,52974.755,482282.0,482282.0
2018-09-01,,,,50148.054,456548.0,456548.0
2018-10-01,,,,39510.095,359700.0,359700.0
2018-11-01,,,,27176.732,247417.0,247417.0
2018-12-01,,,,21620.358,196832.0,196832.0
2019-01-01,,,,22706.706,202203.0,202203.0
2019-02-01,,,,26494.794,235936.0,235936.0
2019-03-01,,,,40245.933,358390.0,358390.0
2019-04-01,,,,46808.775,416832.0,416832.0
2019-05-01,,,,48735.501,433990.0,433990.0
2019-06-01,,,,58918.316,524668.0,524668.0
2019-07-01,,,,58144.997,517781.0,517781.0
2019-08-01,,,,56946.029,507104.0,507104.0
2019-09-01,,,,46569.891,414705.0,414705.0
2019-10-01,,,,42790.02,381045.0,381045.0
2019-11-01,,,,27365.675,243691.0,243691.0
2019-12-01,,,,17638.363,157070.0,157070.0
2020-01-01,,,,22071.276,193499.0,193499.0
2020-02-01,,,,29918.692,262297.0,262297.0
2020-03-01,,,,29277.253,256674.0,256674.0
2020-04-01,,,,36897.577,323481.0,323481.0
2020-05-01,,,,48289.685,423356.0,423356.0
2020-06-01,,,,48086.891,421578.0,421578.0
