measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-11-01,,,,10883.08,54503.0,317244.0
2007-12-01,,,,11258.557,56380.0,471958.0
2008-01-01,,,,957.4190000000001,4794.0,571905.0
2008-02-01,,,,0.0,0.0,516239.0
2008-03-01,,,,0.0,0.0,420922.0
2008-04-01,,,,5378.64,26933.0,362723.0
2008-05-01,,,,5218.27,26130.0,401439.0
2008-06-01,,,,9420.543,47173.0,516660.0
2008-07-01,,,,10802.415,54092.0,521836.0
2008-08-01,,,,11283.525,56501.0,526695.0
2008-09-01,,,,2242.301,11228.0,399964.0
2008-10-01,,,,11132.758,55746.0,534258.0
2008-11-01,,,,11882.752,59502.0,545817.0
2008-12-01,,,,11050.172,55333.0,542241.0
2009-01-01,,,,10927.254,54717.0,548344.0
2009-02-01,,,,11438.134,57275.0,486586.0
2009-03-01,,,,10943.579,54799.0,516482.0
2009-04-01,,,,8910.624,44619.0,437845.0
2009-05-01,,,,5725.309,28669.0,327506.0
2009-06-01,,,,5208.667,26082.0,370432.0
2009-07-01,,,,13207.006000000001,66133.0,509477.0
2009-08-01,,,,13382.741,67013.0,488007.0
2009-09-01,,,,5464.107,27361.0,296111.0
2009-10-01,,,,7916.713000000001,39642.0,415241.0
2009-11-01,,,,7390.469,37007.0,379502.0
2009-12-01,,,,821.057,4111.0,444791.0
2010-01-01,,,,329.38300000000004,1649.0,486179.0
2010-02-01,,,,6273.64,31415.0,464729.0
2010-03-01,,,,1354.0230000000001,6780.0,443768.0
2010-04-01,,,,10552.737000000001,52842.0,474907.0
2010-05-01,,,,8960.559000000001,44869.0,483034.0
2010-06-01,,,,403.326,2020.0,420592.0
2010-07-01,,,,10154.212,50846.0,500728.0
2010-08-01,,,,10877.318,54467.0,511258.0
2010-09-01,,,,8165.4310000000005,40888.0,391104.0
2010-10-01,,,,9327.394,46706.0,438210.0
2010-11-01,,,,11892.355,59550.0,526850.0
2010-12-01,,,,12110.343,60642.0,547283.0
2011-01-01,,,,12433.964,62262.0,549158.0
2011-02-01,,,,10847.549,54318.0,461003.0
2011-03-01,,,,12220.778,61195.0,550090.0
2011-04-01,,,,9221.761,46177.0,435693.0
2011-05-01,,,,11328.659,56727.0,506213.0
2011-06-01,,,,11328.66,56727.0,482545.0
2011-07-01,,,,10513.364,52645.0,499789.0
2011-08-01,,,,10949.341,54828.0,493160.0
2011-09-01,,,,10956.063,54862.0,496901.0
2011-10-01,,,,5545.733,27770.0,320864.0
2011-11-01,,,,5364.236,26861.0,294365.0
2011-12-01,,,,11278.724,56477.0,523107.0
2012-01-01,,,,10445.183,52303.0,469814.0
2012-02-01,,,,9071.954,45427.0,410359.0
2012-03-01,,,,2805.997,14051.0,353294.0
2012-04-01,,,,2639.865,13219.0,432839.0
2012-05-01,,,,8732.969,43730.0,438497.0
2012-06-01,,,,8018.505,40152.0,384737.0
2012-07-01,,,,8727.207,43701.0,416882.0
2012-08-01,,,,10565.221,52904.0,484855.0
2012-09-01,,,,10376.042,51957.0,474744.0
2012-10-01,,,,11758.873,58882.0,532043.0
2012-11-01,,,,9053.708,45336.0,515061.0
2012-12-01,,,,11489.99,57535.0,527821.0
2013-01-01,,,,10306.9,51611.0,496607.0
2013-02-01,,,,9268.816,46413.0,448213.0
2013-03-01,,,,7135.029,35728.0,385689.0
2013-04-01,,,,8709.921,43614.0,446255.0
2013-05-01,,,,10289.615,51524.0,484173.0
2013-06-01,,,,9186.23,45999.0,451461.0
2013-07-01,,,,9286.101,46499.0,462997.0
2013-08-01,,,,10222.393,51188.0,470088.0
2013-09-01,,,,10120.602,50678.0,459902.0
2013-10-01,,,,8341.166,41768.0,476772.0
2013-11-01,,,,6316.853,31631.0,336793.0
2013-12-01,,,,5369.998,26890.0,328139.0
2014-01-01,,,,9840.194,49274.0,484932.0
2014-02-01,,,,8321.96,41672.0,415905.0
2014-03-01,,,,8754.095,43835.0,440955.0
2014-04-01,,,,6239.069,31242.0,356130.0
2014-05-01,,,,5745.475,28770.0,308938.0
2014-06-01,,,,4744.842,23759.0,267688.0
2014-07-01,,,,5258.603,26332.0,282324.0
2014-08-01,,,,4843.753,24255.0,266060.0
2014-09-01,,,,7568.124,37897.0,380790.0
2014-10-01,,,,9485.843,47500.0,487051.0
2014-11-01,,,,9861.321,49380.0,473599.0
2014-12-01,,,,9899.733,49572.0,500371.0
2015-01-01,,,,3244.854,16248.0,505944.0
2015-02-01,,,,4793.818,24005.0,363606.0
2015-03-01,,,,6194.895,31020.0,380962.0
2015-04-01,,,,5088.63,25481.0,413765.0
2015-05-01,,,,7370.302,36906.0,378444.0
2015-06-01,,,,7450.968,37310.0,386977.0
2015-07-01,,,,9236.165,46249.0,435421.0
2015-08-01,,,,9028.741,45211.0,423118.0
2015-09-01,,,,7028.436,35194.0,325093.0
2015-10-01,,,,5759.879,28842.0,334732.0
2015-11-01,,,,9590.516,48024.0,461808.0
2015-12-01,,,,8820.356,44167.0,433096.0
2016-01-01,,,,6048.929,29043.0,439302.0
2016-02-01,,,,6353.345,30505.0,405891.0
2016-03-01,,,,5608.152,26927.0,328256.0
2016-04-01,,,,4982.997,23925.0,315965.0
2016-05-01,,,,3563.673,17111.0,258470.0
2016-06-01,,,,3125.777,15008.0,204023.0
2016-07-01,,,,5467.948,26254.0,279741.0
2016-08-01,,,,5455.464,26194.0,296950.0
2016-09-01,,,,5568.78,26738.0,303541.0
2016-10-01,,,,3359.129,16129.0,232460.0
2016-11-01,,,,4904.252,23547.0,268862.0
2016-12-01,,,,4499.006,21602.0,271600.0
2017-01-01,1231.716,5914.0,99422.0,1872.934,8993.0,151180.0
2017-02-01,2753.18,13219.0,186639.0,0.0,0.0,0.0
2017-03-01,3727.885,17899.0,231055.0,0.0,0.0,0.0
2017-04-01,1935.965,9295.0,161543.0,0.0,0.0,0.0
2017-05-01,4395.293,21104.0,269596.0,0.0,0.0,0.0
2017-06-01,5740.673,27563.0,295566.0,0.0,0.0,0.0
2017-07-01,8569.717,41147.0,414940.0,0.0,0.0,0.0
2017-08-01,7704.487,36993.0,430664.0,0.0,0.0,0.0
2017-09-01,9323.553,44766.0,430637.0,0.0,0.0,0.0
2017-10-01,9479.121,45513.0,452539.0,0.0,0.0,0.0
2017-11-01,6497.39,31197.0,327165.0,0.0,0.0,0.0
2017-12-01,9128.612,43830.0,473256.0,0.0,0.0,0.0
2018-01-01,8373.816,40206.0,458637.0,0.0,0.0,0.0
2018-02-01,9372.528,45002.0,453627.0,0.0,0.0,0.0
2018-03-01,1441.41,6921.0,173833.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,89820.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,4307.906,20684.0,213760.0,0.0,0.0,0.0
2018-07-01,8827.078,42383.0,417113.0,0.0,0.0,0.0
2018-08-01,9769.132,46906.0,468021.0,0.0,0.0,0.0
2018-09-01,9714.395,46643.0,474197.0,0.0,0.0,0.0
2018-10-01,5510.201,26457.0,322932.0,0.0,0.0,0.0
2018-11-01,10875.398,52217.0,523566.0,0.0,0.0,0.0
2018-12-01,10190.704,48930.0,496259.0,0.0,0.0,0.0
2019-01-01,7463.452,35835.0,453276.0,0.0,0.0,0.0
2019-02-01,9501.208,45619.0,458387.0,0.0,0.0,0.0
2019-03-01,11942.291,57340.0,555776.0,0.0,0.0,0.0
2019-04-01,5108.796,24530.0,357091.0,0.0,0.0,0.0
2019-05-01,5309.499,25493.0,801968.0,0.0,0.0,0.0
2019-06-01,7702.566,36983.0,382167.0,0.0,0.0,0.0
2019-07-01,9934.304,47699.0,469491.0,0.0,0.0,0.0
2019-08-01,9517.533,45698.0,456659.0,0.0,0.0,0.0
2019-09-01,10427.898,50069.0,509518.0,0.0,0.0,0.0
2019-10-01,6832.535,32806.0,391271.0,0.0,0.0,0.0
2019-11-01,8953.837,42991.0,463980.0,0.0,0.0,0.0
2019-12-01,10749.598,51613.0,521364.0,0.0,0.0,0.0
2020-01-01,11647.479,55925.0,549077.0,0.0,0.0,0.0
2020-02-01,10641.084,51092.0,519108.0,0.0,0.0,0.0
2020-03-01,11755.993,56446.0,554019.0,0.0,0.0,0.0
2020-04-01,10042.817,48220.0,467441.0,0.0,0.0,0.0
2020-05-01,10548.896,50650.0,495821.0,0.0,0.0,0.0
2020-06-01,9020.098,43309.0,463950.0,0.0,0.0,0.0
2020-07-01,10657.409,51171.0,509133.0,0.0,0.0,0.0
2020-08-01,8949.996,42973.0,439988.0,0.0,0.0,0.0
2020-09-01,10462.469,50235.0,503672.0,0.0,0.0,0.0
2020-10-01,8631.176,41442.0,457335.0,0.0,0.0,0.0
2020-11-01,11527.441,55348.0,592418.0,0.0,0.0,0.0
2020-12-01,11010.8,52868.0,582800.0,0.0,0.0,0.0
2021-01-01,10476.873,50304.0,491496.0,0.0,0.0,0.0
2021-02-01,7643.988,36702.0,367595.0,0.0,0.0,0.0
2021-03-01,6536.762,31386.0,334055.0,0.0,0.0,0.0
2021-04-01,7100.458,34092.0,360177.0,0.0,0.0,0.0
2021-05-01,11018.482,52904.0,497269.0,0.0,0.0,0.0
2021-06-01,9943.907,47745.0,451888.0,0.0,0.0,0.0
2021-07-01,10787.05,51793.0,494932.0,0.0,0.0,0.0
2021-08-01,10335.709,49626.0,475905.0,0.0,0.0,0.0
2021-09-01,5139.526,24677.0,289184.0,0.0,0.0,0.0
2021-10-01,11752.151,56427.0,533762.0,0.0,0.0,0.0
2021-11-01,11426.61,54864.0,526700.0,0.0,0.0,0.0
2021-12-01,9603.96,46113.0,447014.0,0.0,0.0,0.0
2022-01-01,8645.581,41511.0,462926.0,0.0,0.0,0.0
2022-02-01,8423.752,40446.0,393925.0,0.0,0.0,0.0
2022-03-01,5425.695,26051.0,300329.0,0.0,0.0,0.0
2022-04-01,10195.505,48953.0,461813.0,0.0,0.0,0.0
2022-05-01,9928.542,47671.0,445095.0,0.0,0.0,0.0
2022-06-01,8520.742,40912.0,391866.0,0.0,0.0,0.0
2022-07-01,9920.859,47634.0,457398.0,0.0,0.0,0.0
2022-08-01,9959.271,47819.0,464386.0,0.0,0.0,0.0
2022-09-01,9438.789,45320.0,435892.0,0.0,0.0,0.0
2022-10-01,5871.274,28190.0,296000.0,0.0,0.0,0.0
2022-11-01,7348.216,35282.0,364702.0,0.0,0.0,0.0
2022-12-01,10472.072,50281.0,475218.0,0.0,0.0,0.0
2023-01-01,2285.514,10974.0,348474.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,283071.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,337738.0,0.0,0.0,0.0
2023-04-01,1518.234,7290.0,324738.0,0.0,0.0,0.0
2023-05-01,7684.321,36896.0,364905.0,0.0,0.0,0.0
2023-06-01,7539.315,36199.0,363281.0,0.0,0.0,0.0
2023-07-01,10431.739,50087.0,462892.0,0.0,0.0,0.0
2023-08-01,10800.494,51858.0,489902.0,0.0,0.0,0.0
2023-09-01,9795.06,47030.0,456621.0,0.0,0.0,0.0
2023-10-01,6593.42,31658.0,366592.0,0.0,0.0,0.0
2023-11-01,9794.1,47026.0,487999.0,0.0,0.0,0.0
2023-12-01,9851.718,47302.0,488344.0,0.0,0.0,0.0
2024-01-01,8103.972,38911.0,457401.0,0.0,0.0,0.0
2024-02-01,7761.145,37265.0,459353.0,0.0,0.0,0.0
2024-03-01,10288.654,49400.0,471542.0,0.0,0.0,0.0
2024-04-01,7967.609,38256.0,416838.0,0.0,0.0,0.0
2024-05-01,10538.332,50599.0,464576.0,0.0,0.0,0.0
2024-06-01,8307.555,39888.0,385776.0,0.0,0.0,0.0
2024-07-01,9550.184,45855.0,446804.0,0.0,0.0,0.0
2024-08-01,8725.286,41894.0,414304.0,0.0,0.0,0.0
2024-09-01,10344.352,49668.0,472103.0,0.0,0.0,0.0
2024-10-01,7863.897,37758.0,396066.0,0.0,0.0,0.0
2024-11-01,10180.14,48879.0,469726.0,0.0,0.0,0.0
2024-12-01,10852.35,52107.0,493705.0,0.0,0.0,0.0
