measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2007-01-01,0.0,0.0,0.0,,,
2007-02-01,0.0,0.0,0.0,,,
2007-03-01,0.0,0.0,0.0,,,
2007-04-01,0.0,0.0,0.0,,,
2007-05-01,0.0,0.0,0.0,,,
2007-06-01,0.0,0.0,0.0,,,
2007-07-01,3069.6,35039.0,35039.0,,,
2007-08-01,2284.482,26077.0,26077.0,,,
2007-09-01,2594.188,29612.0,29612.0,,,
2007-10-01,828.315,9455.0,9455.0,,,
2007-11-01,2696.051,30775.0,30775.0,,,
2007-12-01,553.365,6317.0,6317.0,,,
2008-01-01,1953.217,24232.0,24232.0,,,
2008-02-01,1795.9730000000002,22282.0,22282.0,,,
2008-03-01,1738.853,21573.0,21573.0,,,
2008-04-01,1837.8400000000001,22801.0,22801.0,,,
2008-05-01,1979.5510000000002,24559.0,24559.0,,,
2008-06-01,1426.1480000000001,17694.0,17694.0,,,
2008-07-01,1995.0890000000002,24752.0,24752.0,,,
2008-08-01,1810.928,22467.0,22467.0,,,
2008-09-01,1890.996,23461.0,23461.0,,,
2008-10-01,2026.5210000000002,25142.0,25142.0,,,
2008-11-01,1623.684,20144.0,20144.0,,,
2008-12-01,1723.2,21379.0,21379.0,,,
2009-01-01,1640.0220000000002,22556.0,22556.0,,,
2009-02-01,1439.9740000000002,19805.0,19805.0,,,
2009-03-01,1396.451,19206.0,19206.0,,,
2009-04-01,1653.1280000000002,22736.0,22736.0,,,
2009-05-01,1644.3970000000002,22616.0,22616.0,,,
2009-06-01,1091.964,15018.0,15018.0,,,
