measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-169.0,0.0,0.0
2024-02-01,-141.0,0.0,0.0
2024-03-01,-149.0,0.0,0.0
2024-04-01,-150.0,0.0,0.0
2024-05-01,-187.0,0.0,0.0
2024-06-01,-210.0,0.0,0.0
2024-07-01,-180.0,0.0,0.0
2024-08-01,-206.0,0.0,0.0
2024-09-01,-204.0,0.0,0.0
2024-10-01,-189.0,0.0,0.0
2024-11-01,-247.0,0.0,0.0
2024-12-01,-220.0,0.0,0.0
