measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2006-01-01,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0
2006-05-01,8.468,70.0,70.0
2006-06-01,10.128,83.0,83.0
2006-07-01,9.825,81.0,81.0
2006-08-01,10.573,87.0,87.0
2006-09-01,7.511,62.0,62.0
2006-10-01,9.668000000000001,80.0,80.0
2006-11-01,8.439,70.0,70.0
2006-12-01,9.388,77.0,77.0
2007-01-01,-6.238,74.0,74.0
2007-02-01,-6.997000000000001,81.0,81.0
2007-03-01,-3.5410000000000004,43.0,43.0
2007-04-01,-4.212000000000001,50.0,50.0
2007-05-01,-3.777,43.0,43.0
2007-06-01,-3.0170000000000003,37.0,37.0
2007-07-01,-3.4570000000000003,37.0,37.0
2007-08-01,-5.723,68.0,68.0
2007-09-01,-2.674,31.0,31.0
2007-10-01,-3.1870000000000003,37.0,37.0
2007-11-01,-2.483,31.0,31.0
2007-12-01,-3.6940000000000004,43.0,43.0
2008-01-01,-0.9770000000000001,35.0,35.0
2008-02-01,-0.523,17.0,17.0
2008-03-01,-0.456,17.0,17.0
2008-04-01,-0.35500000000000004,12.0,12.0
2008-05-01,-0.468,17.0,17.0
2008-06-01,-0.364,12.0,12.0
2008-07-01,-0.272,12.0,12.0
2008-08-01,-0.35500000000000004,12.0,12.0
2008-09-01,-0.35500000000000004,12.0,12.0
2008-10-01,-0.441,17.0,17.0
2008-11-01,-0.685,23.0,23.0
2008-12-01,-0.749,29.0,29.0
2009-01-01,-10.729000000000001,99.0,99.0
2009-02-01,-7.862,70.0,70.0
2009-03-01,-7.391,64.0,64.0
2009-04-01,-4.194,41.0,41.0
2009-05-01,-5.202,47.0,47.0
2009-06-01,-4.444,41.0,41.0
2009-07-01,-3.853,35.0,35.0
2009-08-01,-3.935,35.0,35.0
2009-09-01,-3.866,35.0,35.0
2009-10-01,-3.3680000000000003,29.0,29.0
2009-11-01,-4.841,47.0,47.0
2009-12-01,-5.315,47.0,47.0
2010-01-01,-4.336,205.0,205.0
2010-02-01,-2.2150000000000003,99.0,99.0
2010-03-01,-1.004,43.0,43.0
2010-04-01,-0.89,43.0,43.0
2010-05-01,-1.415,68.0,68.0
2010-06-01,-1.274,56.0,56.0
2010-07-01,-0.907,43.0,43.0
2010-08-01,-1.0290000000000001,50.0,50.0
2010-09-01,-0.801,37.0,37.0
2010-10-01,-0.85,37.0,37.0
2010-11-01,-1.117,50.0,50.0
2010-12-01,-3.1620000000000004,143.0,143.0
2011-01-01,11.356,341.0,341.0
2011-02-01,2.948,87.0,87.0
2011-03-01,3.87,118.0,118.0
2011-04-01,3.223,99.0,99.0
2011-05-01,5.707,174.0,174.0
2011-06-01,5.352,161.0,161.0
2011-07-01,2.905,87.0,87.0
2011-08-01,3.302,99.0,99.0
2011-09-01,3.308,99.0,99.0
2011-10-01,2.158,62.0,62.0
2011-11-01,3.401,99.0,99.0
2011-12-01,3.47,105.0,105.0
2012-01-01,-1.494,155.0,155.0
2012-02-01,-0.907,99.0,99.0
2012-03-01,-0.557,62.0,62.0
2012-04-01,-0.754,81.0,81.0
2012-05-01,-1.167,124.0,124.0
