measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,,,,114169.97,1154309.0,1204202.0,47420.39,63628.0,63628.0
2003-02-01,6320.52,65116.0,67910.0,,,,97048.5,999865.0,1042768.0,42860.42,64775.0,64775.0
2003-03-01,0.0,0.0,0.0,,,,110065.9,1121244.0,1168411.0,52694.0,107359.0,107359.0
2003-04-01,0.0,0.0,0.0,,,,88783.0,933905.0,933905.0,42268.0,88738.0,88738.0
2003-05-01,0.0,0.0,0.0,,,,97247.35,1032252.0,1072795.0,50825.09,129926.0,129926.0
2003-06-01,0.0,0.0,0.0,,,,106832.89,1137737.0,1182305.0,60693.87,175742.0,175742.0
2003-07-01,0.0,0.0,0.0,,,,100440.59,1085923.0,1126119.0,59138.96,175820.0,175820.0
2003-08-01,0.0,0.0,0.0,,,,113374.57,1188699.0,1231930.0,61665.81,177105.0,177105.0
2003-09-01,0.0,0.0,0.0,,,,90044.13,949290.0,992521.0,44743.19,102787.0,102787.0
2003-10-01,0.0,0.0,0.0,,,,47582.38,509607.0,532099.0,21749.34,37384.0,37384.0
2003-11-01,0.0,0.0,0.0,,,,22796.94,236728.0,245551.0,8483.62,12617.0,12617.0
2003-12-01,0.0,0.0,0.0,,,,105503.99,1093961.0,1136431.0,44614.18,65257.0,65257.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,101891.71,1111738.8,1111738.8,44270.8,59458.86,59458.86
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,102966.47,1107434.4,1107434.4,43227.08,59015.16,59015.16
