measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2014-10-01,8.469,125.0,125.0
2014-11-01,5.813,86.0,86.0
2014-12-01,10.574,160.0,160.0
2015-01-01,6.109,97.0,97.0
2015-02-01,20.409,319.0,319.0
2015-03-01,31.426,496.0,496.0
2015-04-01,4.279,68.0,68.0
2015-05-01,19.602,308.0,308.0
2015-06-01,8.182,131.0,131.0
2015-07-01,8.601,137.0,137.0
2015-08-01,9.883,154.0,154.0
2015-09-01,14.642,228.0,228.0
2015-10-01,7.259,114.0,114.0
2015-11-01,9.526,148.0,148.0
2015-12-01,9.082,143.0,143.0
2016-01-01,18.254,274.0,274.0
2016-02-01,14.983,222.0,222.0
2016-03-01,6.637,97.0,97.0
2016-04-01,12.056,177.0,177.0
2016-05-01,14.368,211.0,211.0
2016-06-01,31.24,462.0,462.0
2016-07-01,47.336,695.0,695.0
2016-08-01,25.241,371.0,371.0
2016-09-01,9.019,131.0,131.0
2016-10-01,41.808,616.0,616.0
2016-11-01,13.406,200.0,200.0
2016-12-01,39.652,581.0,581.0
2017-01-01,26.637,405.0,405.0
2017-02-01,9.915,148.0,148.0
2017-03-01,3.476,51.0,51.0
2017-04-01,24.597,376.0,376.0
2017-05-01,17.258,262.0,262.0
2017-06-01,65.808,998.0,998.0
2017-07-01,44.749,678.0,678.0
2017-08-01,22.731,348.0,348.0
2017-09-01,19.374,296.0,296.0
2017-10-01,42.7,650.0,650.0
2017-11-01,20.659,314.0,314.0
2017-12-01,10.096,154.0,154.0
2018-01-01,13.063,205.0,205.0
2018-02-01,8.408,131.0,131.0
2018-03-01,9.304,143.0,143.0
2018-04-01,12.435,188.0,188.0
2018-05-01,32.787,502.0,502.0
2018-06-01,50.228,770.0,770.0
2018-07-01,10.939,165.0,165.0
2018-08-01,29.364,450.0,450.0
2018-09-01,23.64,365.0,365.0
2018-10-01,33.314,513.0,513.0
2018-11-01,14.125,217.0,217.0
2018-12-01,7.393,114.0,114.0
2019-01-01,26.245,388.0,388.0
2019-02-01,83.78,1243.0,1243.0
2019-03-01,19.755,291.0,291.0
2019-04-01,64.42,958.0,958.0
2019-05-01,108.978,1619.0,1619.0
2019-06-01,50.84,752.0,752.0
2019-07-01,29.309,433.0,433.0
2019-08-01,36.026,536.0,536.0
2019-09-01,67.615,1003.0,1003.0
2019-10-01,117.392,1739.0,1739.0
2019-11-01,84.498,1254.0,1254.0
2019-12-01,54.142,804.0,804.0
2020-01-01,18.352,274.0,274.0
2020-02-01,24.118,359.0,359.0
2020-03-01,2.169,34.0,34.0
2020-04-01,9.966,148.0,148.0
2020-05-01,63.425,946.0,946.0
2020-06-01,42.021,627.0,627.0
2020-07-01,17.566,262.0,262.0
2020-08-01,74.147,1112.0,1112.0
2020-09-01,18.291,274.0,274.0
2020-10-01,22.516,336.0,336.0
2020-11-01,12.859,194.0,194.0
2020-12-01,45.57,684.0,684.0
2021-01-01,105.447,1585.0,1585.0
2021-02-01,91.798,1385.0,1385.0
2021-03-01,30.352,456.0,456.0
2021-04-01,214.759,3232.0,3232.0
2021-05-01,47.953,724.0,724.0
2021-06-01,202.802,3055.0,3055.0
2021-07-01,63.552,958.0,958.0
2021-08-01,57.915,872.0,872.0
2021-09-01,51.237,770.0,770.0
2021-10-01,113.849,1716.0,1716.0
2021-11-01,96.748,1459.0,1459.0
2021-12-01,144.588,2177.0,2177.0
2022-01-01,102.695,1545.0,1545.0
2022-02-01,25.186,382.0,382.0
2022-03-01,24.908,376.0,376.0
2022-04-01,25.431,382.0,382.0
2022-05-01,23.737,359.0,359.0
2022-06-01,69.162,1043.0,1043.0
2022-07-01,25.703,388.0,388.0
2022-08-01,22.916,348.0,348.0
2022-09-01,20.698,314.0,314.0
2022-10-01,21.914,331.0,331.0
2022-11-01,0.0,0.0,0.0
2022-12-01,386.65,5825.0,5825.0
2023-01-01,15.2,234.0,234.0
2023-02-01,23.36,359.0,359.0
2023-03-01,0.0,0.0,0.0
2023-04-01,25.164,388.0,388.0
2023-05-01,22.246,342.0,342.0
2023-06-01,43.302,667.0,667.0
2023-07-01,0.0,0.0,0.0
2023-08-01,49.379,758.0,758.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,30.317,467.0,467.0
2023-12-01,26.032,399.0,399.0
2024-01-01,15.407,239.0,239.0
2024-02-01,21.814,336.0,336.0
2024-03-01,27.329,422.0,422.0
2024-04-01,20.026,314.0,314.0
2024-05-01,50.913,792.0,792.0
2024-06-01,19.123,296.0,296.0
2024-07-01,0.0,0.0,0.0
2024-08-01,44.359,690.0,690.0
2024-09-01,0.0,0.0,0.0
2024-10-01,25.157,393.0,393.0
2024-11-01,29.807,462.0,462.0
2024-12-01,16.066,251.0,251.0
