measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,16989.0,173984.35,173984.35
2003-02-01,14641.0,149938.48,149938.48
2003-03-01,22984.0,235379.14,235379.14
2003-04-01,38094.0,390120.65,390120.65
2003-05-01,38063.0,389803.18,389803.18
2003-06-01,19136.0,195971.78,195971.78
2003-07-01,6755.0,69177.96,69177.96
2003-08-01,17489.0,179104.85,179104.85
2003-09-01,15840.0,162217.44,162217.44
2003-10-01,25128.0,257335.85,257335.85
2003-11-01,26617.0,272584.7,272584.7
2003-12-01,26657.0,272994.34,272994.34
2004-01-01,24953.0,250078.97,250078.97
2004-02-01,14905.0,149377.91,149377.91
2004-03-01,24779.0,248335.14,248335.14
2004-04-01,30118.0,301842.6,301842.6
2004-05-01,32152.0,322227.34,322227.34
2004-06-01,19223.0,192652.91,192652.91
2004-07-01,13232.0,132611.1,132611.1
2004-08-01,21414.0,214611.11,214611.11
2004-09-01,26660.0,267186.52,267186.52
2004-10-01,16247.0,162827.43,162827.43
2004-11-01,22743.0,227930.35,227930.35
2004-12-01,37223.0,373048.91,373048.91
2005-01-01,32885.0,328817.12,328817.12
2005-02-01,19163.0,191610.84,191610.84
2005-03-01,24737.0,247345.26,247345.26
2005-04-01,35536.0,355324.46,355324.46
2005-05-01,39829.0,398250.17,398250.17
2005-06-01,34801.0,347975.2,347975.2
2005-07-01,19907.0,199050.09,199050.09
2005-08-01,10280.0,102789.72,102789.72
2005-09-01,11739.0,117378.26,117378.26
2005-10-01,25576.0,255734.42,255734.42
2005-11-01,32962.0,329587.04,329587.04
2005-12-01,33710.0,337066.29,337066.29
2006-01-01,35342.0,350557.0,350557.0
2006-02-01,34156.0,338793.0,338793.0
2006-03-01,30157.0,299127.0,299127.0
2006-04-01,40534.0,402057.0,402057.0
2006-05-01,36285.0,359911.0,359911.0
2006-06-01,39364.0,390452.0,390452.0
2006-07-01,25935.0,257249.0,257249.0
2006-08-01,26017.0,258063.0,258063.0
2006-09-01,11605.0,115110.0,115110.0
2006-10-01,30899.0,306487.0,306487.0
2006-11-01,40349.0,400222.0,400222.0
2006-12-01,41792.0,414535.0,414535.0
2007-01-01,24284.0,240023.0,240023.0
2007-02-01,17322.0,171211.0,171211.0
2007-03-01,30083.0,297340.0,297340.0
2007-04-01,36516.0,360924.0,360924.0
2007-05-01,39473.0,390151.0,390151.0
2007-06-01,21653.0,214018.0,214018.0
2007-07-01,20348.0,201120.0,201120.0
2007-08-01,9873.0,97585.0,97585.0
2007-09-01,5935.0,58662.0,58662.0
2007-10-01,22363.0,221036.0,221036.0
2007-11-01,34152.0,337558.0,337558.0
2007-12-01,35889.0,354727.0,354727.0
2008-01-01,37073.0,365317.0,365317.0
2008-02-01,37011.0,364706.0,364706.0
2008-03-01,40410.0,398200.0,398200.0
2008-04-01,34555.0,340505.0,340505.0
2008-05-01,30735.0,302863.0,302863.0
2008-06-01,27216.0,268186.0,268186.0
2008-07-01,27348.0,269487.0,269487.0
2008-08-01,35608.0,350881.0,350881.0
2008-09-01,15587.0,153594.0,153594.0
2008-10-01,23074.0,227371.0,227371.0
2008-11-01,33641.0,331498.0,331498.0
2008-12-01,39612.0,390337.0,390337.0
2009-01-01,29549.0,288398.0,288398.0
2009-02-01,23851.0,232786.0,232786.0
2009-03-01,41366.0,403732.0,403732.0
2009-04-01,37090.0,361998.0,361998.0
2009-05-01,29467.0,287598.0,287598.0
2009-06-01,28619.0,279321.0,279321.0
2009-07-01,38999.0,380630.0,380630.0
2009-08-01,30856.0,301155.0,301155.0
2009-09-01,10496.0,102441.0,102441.0
2009-10-01,28310.0,276306.0,276306.0
2009-11-01,36693.0,358124.0,358124.0
2009-12-01,37857.0,369484.0,369484.0
2010-01-01,30382.0,296407.0,296407.0
2010-02-01,27173.0,265100.0,265100.0
2010-03-01,37041.0,361372.0,361372.0
2010-04-01,39387.0,384260.0,384260.0
2010-05-01,30543.0,297978.0,297978.0
2010-06-01,20318.0,198222.0,198222.0
2010-07-01,13890.0,135511.0,135511.0
2010-08-01,13673.0,133394.0,133394.0
2010-09-01,6935.0,67658.0,67658.0
2010-10-01,34033.0,332026.0,332026.0
2010-11-01,34850.0,339997.0,339997.0
2010-12-01,32833.0,320319.0,320319.0
2011-01-01,26232.0,254870.0,254870.0
2011-02-01,19019.0,184789.0,184789.0
2011-03-01,36114.0,350884.0,350884.0
2011-04-01,35605.0,345938.0,345938.0
2011-05-01,41021.0,398560.0,398560.0
2011-06-01,32198.0,312836.0,312836.0
2011-07-01,14157.0,137549.0,137549.0
2011-08-01,13212.0,128368.0,128368.0
2011-09-01,23059.0,224041.0,224041.0
2011-10-01,35384.0,343791.0,343791.0
2011-11-01,34203.0,332316.0,332316.0
2011-12-01,41244.0,400727.0,400727.0
2012-01-01,33354.0,317397.0,317397.0
2012-02-01,25476.0,242430.0,242430.0
2012-03-01,36995.0,352044.0,352044.0
2012-04-01,28878.0,274803.0,274803.0
2012-05-01,38877.0,369954.0,369954.0
2012-06-01,28501.0,271216.0,271216.0
2012-07-01,10990.0,104581.0,104581.0
2012-08-01,6581.0,62625.0,62625.0
2012-09-01,8227.0,78288.0,78288.0
2012-10-01,21995.0,209304.0,209304.0
2012-11-01,23785.0,226338.0,226338.0
2012-12-01,32139.0,305835.0,305835.0
2013-01-01,26802.0,255718.0,255718.0
2013-02-01,25791.0,246072.0,246072.0
2013-03-01,32163.0,306867.0,306867.0
2013-04-01,40250.0,384025.0,384025.0
2013-05-01,32407.0,309195.0,309195.0
2013-06-01,36693.0,350088.0,350088.0
2013-07-01,37722.0,359906.0,359906.0
2013-08-01,17940.0,171166.0,171166.0
2013-09-01,21476.0,204903.0,204903.0
2013-10-01,13961.0,133202.0,133202.0
2013-11-01,24907.0,237638.0,237638.0
