measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,0.0,0.0,0.0
2001-02-01,-171.0,0.0,0.0
2001-03-01,0.0,0.0,0.0
2001-04-01,-136.0,0.0,0.0
2001-05-01,-120.0,0.0,0.0
2001-06-01,-121.0,0.0,0.0
2001-07-01,-165.0,0.0,0.0
2001-08-01,-162.0,0.0,0.0
2001-09-01,-99.0,0.0,0.0
2001-10-01,-110.0,0.0,0.0
2001-11-01,-111.0,0.0,0.0
2001-12-01,-152.0,0.0,0.0
2002-01-01,-170.0,0.0,0.0
2002-02-01,-139.0,0.0,0.0
2002-03-01,-120.0,0.0,0.0
2002-04-01,-116.0,0.0,0.0
2002-05-01,-95.0,0.0,0.0
2002-06-01,-94.0,0.0,0.0
2002-07-01,-144.0,0.0,0.0
2002-08-01,-112.0,0.0,0.0
2002-09-01,-102.0,0.0,0.0
2002-10-01,-90.0,0.0,0.0
2002-11-01,-99.0,0.0,0.0
2002-12-01,-116.0,0.0,0.0
