measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,19.504,293.0,293.0
2022-02-01,17.364,260.0,260.0
2022-03-01,13.827,208.0,208.0
2022-04-01,14.414,216.0,216.0
2022-05-01,21.293,319.0,319.0
2022-06-01,25.919,389.0,389.0
2022-07-01,30.543,457.0,457.0
2022-08-01,30.702,460.0,460.0
2022-09-01,25.88,388.0,388.0
2022-10-01,20.002,300.0,300.0
2022-11-01,18.747,281.0,281.0
2022-12-01,20.805,312.0,312.0
2023-01-01,24.346,366.0,366.0
2023-02-01,22.964,344.0,344.0
2023-03-01,22.664,340.0,340.0
2023-04-01,21.888,328.0,328.0
2023-05-01,31.25,468.0,468.0
2023-06-01,36.099,541.0,541.0
2023-07-01,39.59,593.0,593.0
2023-08-01,43.575,653.0,653.0
2023-09-01,36.709,550.0,550.0
2023-10-01,27.097,406.0,406.0
2023-11-01,25.123,377.0,377.0
2023-12-01,26.695,400.0,400.0
2024-01-01,21.342,310.0,310.0
2024-02-01,14.735,214.0,214.0
2024-03-01,16.721,242.0,242.0
2024-04-01,15.71,228.0,228.0
2024-05-01,20.99,304.0,304.0
2024-06-01,23.68,343.0,343.0
2024-07-01,25.597,371.0,371.0
2024-08-01,28.922,419.0,419.0
2024-09-01,23.998,348.0,348.0
2024-10-01,20.787,301.0,301.0
2024-11-01,16.653,241.0,241.0
2024-12-01,17.865,259.0,259.0
