measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,1616.0,18064.0,18064.0,0.0,0.0,0.0
2003-02-01,1504.0,19027.0,19027.0,166.0,0.0,0.0
2003-03-01,299.0,3890.0,3890.0,16.0,0.0,0.0
2003-04-01,488.0,6512.0,6512.0,68.0,0.0,0.0
2003-05-01,2248.0,29266.0,29266.0,342.0,0.0,0.0
2003-06-01,4804.0,60792.0,60792.0,485.0,0.0,0.0
2003-07-01,19565.0,250578.0,250578.0,3968.0,0.0,0.0
2003-08-01,16207.0,211364.0,211364.0,3242.0,0.0,0.0
2003-09-01,10785.0,139275.0,139275.0,2240.0,0.0,0.0
2003-10-01,4193.0,53537.0,53537.0,870.0,0.0,0.0
2003-11-01,982.0,12204.0,12204.0,175.0,0.0,0.0
2003-12-01,1289.0,16958.0,16958.0,117.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-01,2368.0,30888.0,30888.0,295.0,0.0,0.0
2004-05-01,1876.0,24396.0,24396.0,360.0,0.0,0.0
2004-06-01,3782.0,49729.0,49729.0,680.0,0.0,0.0
2004-07-01,12502.0,166139.0,166139.0,2572.0,0.0,0.0
2004-08-01,3161.0,40711.0,40711.0,595.0,0.0,0.0
2004-09-01,21675.0,277317.0,277317.0,4609.0,0.0,0.0
2004-10-01,6036.0,76017.0,76017.0,1294.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,1065.0,13893.0,13893.0,30.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0
