measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,9.937,170.0,170.0
2024-02-01,6.86,118.0,118.0
2024-03-01,7.785,133.0,133.0
2024-04-01,7.314,125.0,125.0
2024-05-01,9.773,167.0,167.0
2024-06-01,11.025,188.0,188.0
2024-07-01,11.917,204.0,204.0
2024-08-01,13.466,230.0,230.0
2024-09-01,11.173,191.0,191.0
2024-10-01,9.678,166.0,166.0
2024-11-01,7.754,133.0,133.0
2024-12-01,8.318,143.0,143.0
