measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2016-12-01,17.0,157.0,157.0
2017-01-01,98.621,909.0,909.0
2017-02-01,110.157,1015.0,1015.0
2017-03-01,205.413,1892.0,1892.0
2017-04-01,216.419,1994.0,1994.0
2017-05-01,272.11,2507.0,2507.0
2017-06-01,294.888,2717.0,2717.0
2017-07-01,268.793,2476.0,2476.0
2017-08-01,248.407,2289.0,2289.0
2017-09-01,231.959,2137.0,2137.0
2017-10-01,213.688,1969.0,1969.0
2017-11-01,131.312,1210.0,1210.0
2017-12-01,125.233,1154.0,1154.0
2018-01-01,148.149,1349.0,1349.0
2018-02-01,208.541,1899.0,1899.0
2018-03-01,238.454,2171.0,2171.0
2018-04-01,298.097,2714.0,2714.0
2018-05-01,359.32,3271.0,3271.0
2018-06-01,387.144,3525.0,3525.0
2018-07-01,334.636,3047.0,3047.0
2018-08-01,336.965,3068.0,3068.0
2018-09-01,318.985,2904.0,2904.0
2018-10-01,251.318,2288.0,2288.0
2018-11-01,172.867,1574.0,1574.0
2018-12-01,137.524,1252.0,1252.0
2019-01-01,140.281,1249.0,1249.0
2019-02-01,163.684,1458.0,1458.0
2019-03-01,248.639,2214.0,2214.0
2019-04-01,289.184,2575.0,2575.0
2019-05-01,301.087,2681.0,2681.0
2019-06-01,363.996,3241.0,3241.0
2019-07-01,359.219,3199.0,3199.0
2019-08-01,351.812,3133.0,3133.0
2019-09-01,287.708,2562.0,2562.0
2019-10-01,264.356,2354.0,2354.0
2019-11-01,169.065,1506.0,1506.0
2019-12-01,108.969,970.0,970.0
2020-01-01,163.636,1435.0,1435.0
2020-02-01,221.818,1945.0,1945.0
2020-03-01,217.062,1903.0,1903.0
2020-04-01,273.559,2398.0,2398.0
2020-05-01,358.021,3139.0,3139.0
2020-06-01,356.517,3126.0,3126.0
2020-07-01,402.692,3530.0,3530.0
2020-08-01,333.619,2925.0,2925.0
2020-09-01,261.957,2297.0,2297.0
2020-10-01,242.134,2123.0,2123.0
2020-11-01,191.425,1678.0,1678.0
2020-12-01,151.56,1329.0,1329.0
2021-01-01,166.209,1470.0,1470.0
2021-02-01,217.73,1926.0,1926.0
2021-03-01,281.127,2486.0,2486.0
2021-04-01,351.898,3112.0,3112.0
2021-05-01,383.562,3392.0,3392.0
2021-06-01,372.589,3295.0,3295.0
2021-07-01,356.869,3156.0,3156.0
2021-08-01,351.017,3104.0,3104.0
2021-09-01,302.668,2677.0,2677.0
2021-10-01,251.918,2228.0,2228.0
2021-11-01,200.449,1773.0,1773.0
2021-12-01,136.964,1211.0,1211.0
2022-01-01,177.302,605.0,605.0
2022-02-01,211.483,722.0,722.0
2022-03-01,280.382,957.0,957.0
2022-04-01,316.281,1079.0,1079.0
2022-05-01,370.69,1265.0,1265.0
2022-06-01,385.981,1317.0,1317.0
2022-07-01,372.274,1270.0,1270.0
2022-08-01,345.653,1179.0,1179.0
2022-09-01,291.702,995.0,995.0
2022-10-01,268.743,917.0,917.0
2022-11-01,199.227,680.0,680.0
2022-12-01,139.282,475.0,475.0
2023-01-01,149.0,508.0,508.0
2023-02-01,196.0,669.0,669.0
2023-03-01,231.0,788.0,788.0
2023-04-01,287.0,979.0,979.0
2023-05-01,217.0,740.0,740.0
2023-06-01,230.0,785.0,785.0
2023-07-01,296.0,1010.0,1010.0
2023-08-01,273.0,931.0,931.0
2023-09-01,205.0,699.0,699.0
2023-10-01,213.0,727.0,727.0
2023-11-01,167.0,570.0,570.0
2023-12-01,124.0,423.0,423.0
2024-01-01,166.0,566.0,566.0
2024-02-01,173.0,590.0,590.0
2024-03-01,282.0,962.0,962.0
2024-04-01,328.0,1119.0,1119.0
2024-05-01,312.0,1065.0,1065.0
2024-06-01,336.0,1146.0,1146.0
2024-07-01,352.0,1201.0,1201.0
2024-08-01,322.0,1099.0,1099.0
2024-09-01,251.0,856.0,856.0
2024-10-01,225.0,768.0,768.0
2024-11-01,182.0,621.0,621.0
2024-12-01,130.0,444.0,444.0
