measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-01-01,12.038,210.0,210.0
2023-02-01,11.354,197.0,197.0
2023-03-01,11.205,194.0,194.0
2023-04-01,10.822,187.0,187.0
2023-05-01,15.45,268.0,268.0
2023-06-01,17.848,310.0,310.0
2023-07-01,19.574,340.0,340.0
2023-08-01,21.544,373.0,373.0
2023-09-01,18.149,314.0,314.0
2023-10-01,13.397,233.0,233.0
2023-11-01,12.421,216.0,216.0
2023-12-01,13.198,229.0,229.0
2024-01-01,18.315,259.0,259.0
2024-02-01,12.647,179.0,179.0
2024-03-01,14.352,203.0,203.0
2024-04-01,13.484,191.0,191.0
2024-05-01,18.016,254.0,254.0
2024-06-01,20.325,288.0,288.0
2024-07-01,21.97,311.0,311.0
2024-08-01,24.824,352.0,352.0
2024-09-01,20.597,292.0,292.0
2024-10-01,17.842,252.0,252.0
2024-11-01,14.294,202.0,202.0
2024-12-01,15.334,217.0,217.0
