measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2019-08-01,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0
2020-01-01,-5.85,0.0,0.0
2020-02-01,-5.433,0.0,0.0
2020-03-01,-6.157,0.0,0.0
2020-04-01,-5.91,0.0,0.0
2020-05-01,-5.946,0.0,0.0
2020-06-01,-5.555,0.0,0.0
2020-07-01,-6.032,0.0,0.0
2020-08-01,-6.173,0.0,0.0
2020-09-01,-5.77,0.0,0.0
2020-10-01,-5.934,0.0,0.0
2020-11-01,-5.897,0.0,0.0
2020-12-01,-6.343,0.0,0.0
2021-01-01,-7.477,0.0,0.0
2021-02-01,-6.5,0.0,0.0
2021-03-01,-7.331,0.0,0.0
2021-04-01,-6.883,0.0,0.0
2021-05-01,-7.117,0.0,0.0
2021-06-01,-7.095,0.0,0.0
2021-07-01,-7.301,0.0,0.0
2021-08-01,-7.21,0.0,0.0
2021-09-01,-6.853,0.0,0.0
2021-10-01,-6.916,0.0,0.0
2021-11-01,-6.865,0.0,0.0
2021-12-01,-7.452,0.0,0.0
2022-01-01,-6.686,0.0,0.0
2022-02-01,-6.248,0.0,0.0
2022-03-01,-6.669,0.0,0.0
2022-04-01,-6.374,0.0,0.0
2022-05-01,-6.617,0.0,0.0
2022-06-01,-6.628,0.0,0.0
2022-07-01,-6.947,0.0,0.0
2022-08-01,-6.656,0.0,0.0
2022-09-01,-6.168,0.0,0.0
2022-10-01,-6.267,0.0,0.0
2022-11-01,-6.367,0.0,0.0
2022-12-01,-6.373,0.0,0.0
2023-01-01,-8.0,0.0,0.0
2023-02-01,-2.0,0.0,0.0
2023-03-01,-7.0,0.0,0.0
2023-04-01,-5.0,0.0,0.0
2023-05-01,-7.0,0.0,0.0
2023-06-01,-6.0,0.0,0.0
2023-07-01,-6.0,0.0,0.0
2023-08-01,-6.0,0.0,0.0
2023-09-01,-5.0,0.0,0.0
2023-10-01,-7.0,0.0,0.0
2023-11-01,-8.0,0.0,0.0
2023-12-01,-8.0,0.0,0.0
2024-01-01,-4.0,0.0,0.0
2024-02-01,-5.0,0.0,0.0
2024-03-01,-4.0,0.0,0.0
2024-04-01,-4.0,0.0,0.0
2024-05-01,-3.0,0.0,0.0
2024-06-01,-3.0,0.0,0.0
2024-07-01,-3.0,0.0,0.0
2024-08-01,-3.0,0.0,0.0
2024-09-01,-1.0,0.0,0.0
2024-10-01,-2.0,0.0,0.0
2024-11-01,-5.0,0.0,0.0
2024-12-01,-3.0,0.0,0.0
