measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,17.471,322.0,322.0,473.31300000000005,8754.0,8754.0
2010-05-01,27.768,515.0,515.0,929.673,17195.0,17195.0
2010-06-01,24.997,465.0,465.0,1649.817,30515.0,30515.0
2010-07-01,17.8,329.0,329.0,1779.4840000000002,32914.0,32914.0
2010-08-01,20.186,372.0,372.0,1553.614,28736.0,28736.0
2010-09-01,15.717,291.0,291.0,947.433,17524.0,17524.0
2010-10-01,16.683,310.0,310.0,836.798,15478.0,15478.0
2010-11-01,21.92,403.0,403.0,743.267,13748.0,13748.0
2010-12-01,62.043000000000006,1147.0,1147.0,1003.0160000000001,18553.0,18553.0
2011-01-01,8.023,112.0,112.0,234.836,3557.0,3557.0
2011-02-01,2.083,31.0,31.0,194.121,2939.0,2939.0
2011-03-01,2.734,43.0,43.0,273.696,4144.0,4144.0
2011-04-01,2.278,37.0,37.0,181.043,2741.0,2741.0
2011-05-01,4.032,62.0,62.0,407.813,6174.0,6174.0
2011-06-01,3.782,56.0,56.0,540.11,8177.0,8177.0
2011-07-01,2.053,31.0,31.0,693.085,10494.0,10494.0
2011-08-01,2.333,37.0,37.0,555.274,8407.0,8407.0
2011-09-01,2.337,37.0,37.0,397.565,6019.0,6019.0
2011-10-01,1.525,25.0,25.0,354.399,5366.0,5366.0
2011-11-01,2.403,37.0,37.0,427.382,6471.0,6471.0
2011-12-01,2.452,37.0,37.0,508.641,7701.0,7701.0
2012-01-01,0.0,0.0,0.0,482.601,6756.0,6756.0
2012-02-01,0.0,0.0,0.0,628.147,8793.0,8793.0
2012-03-01,0.0,0.0,0.0,535.078,7490.0,7490.0
2012-04-01,0.0,0.0,0.0,517.643,7246.0,7246.0
2012-05-01,0.0,0.0,0.0,589.446,8251.0,8251.0
2012-06-01,0.0,0.0,0.0,612.22,8570.0,8570.0
2012-07-01,0.0,0.0,0.0,874.633,12243.0,12243.0
2012-08-01,0.0,0.0,0.0,748.586,10479.0,10479.0
2012-09-01,0.0,0.0,0.0,642.017,8987.0,8987.0
2012-10-01,0.0,0.0,0.0,448.113,6273.0,6273.0
2012-11-01,0.0,0.0,0.0,383.849,5374.0,5374.0
2012-12-01,1.772,25.0,25.0,596.895,8356.0,8356.0
2013-01-01,0.874,12.0,12.0,285.579,4393.0,4393.0
2013-02-01,0.613,12.0,12.0,258.198,3971.0,3971.0
2013-03-01,0.793,12.0,12.0,279.601,4300.0,4300.0
2013-04-01,0.452,6.0,6.0,251.203,3863.0,3863.0
2013-05-01,0.597,6.0,6.0,276.323,4250.0,4250.0
2013-06-01,0.363,6.0,6.0,299.206,4602.0,4602.0
2013-07-01,0.711,12.0,12.0,328.412,5051.0,5051.0
2013-08-01,0.419,6.0,6.0,334.816,5149.0,5149.0
2013-09-01,0.399,6.0,6.0,317.064,4876.0,4876.0
2013-10-01,0.555,6.0,6.0,267.324,4112.0,4112.0
2013-11-01,0.873,12.0,12.0,274.153,4216.0,4216.0
2013-12-01,0.607,12.0,12.0,342.865,5273.0,5273.0
2014-01-01,15.096,378.0,378.0,38.267,952.0,952.0
2014-02-01,1.238,31.0,31.0,18.646,464.0,464.0
2014-03-01,1.514,37.0,37.0,31.305,779.0,779.0
2014-04-01,0.541,12.0,12.0,33.611,836.0,836.0
2014-05-01,1.24,31.0,31.0,34.709,864.0,864.0
2014-06-01,1.105,25.0,25.0,43.62,1085.0,1085.0
2014-07-01,0.658,19.0,19.0,44.843,1115.0,1115.0
2014-08-01,0.866,19.0,19.0,44.521,1108.0,1108.0
2014-09-01,0.463,12.0,12.0,42.226,1051.0,1051.0
2014-10-01,0.479,12.0,12.0,26.713,664.0,664.0
2014-11-01,0.896,25.0,25.0,36.71,913.0,913.0
2014-12-01,1.079,25.0,25.0,46.654,1161.0,1161.0
2015-01-01,7.881,161.0,161.0,71.569,1392.0,1392.0
2015-02-01,18.146,353.0,353.0,64.233,1249.0,1249.0
2015-03-01,1.909,37.0,37.0,61.724,1200.0,1200.0
2015-04-01,0.76,12.0,12.0,59.267,1153.0,1153.0
2015-05-01,2.543,50.0,50.0,73.515,1430.0,1430.0
2015-06-01,1.957,37.0,37.0,78.651,1529.0,1529.0
2015-07-01,1.384,25.0,25.0,78.493,1527.0,1527.0
2015-08-01,1.271,25.0,25.0,77.034,1498.0,1498.0
2015-09-01,1.236,25.0,25.0,72.894,1418.0,1418.0
2015-10-01,0.969,19.0,19.0,57.386,1115.0,1115.0
2015-11-01,2.683,50.0,50.0,61.83,1202.0,1202.0
2015-12-01,1.667,31.0,31.0,70.998,1381.0,1381.0
2016-01-01,10.514,291.0,291.0,34.268,964.0,964.0
2016-02-01,7.214,205.0,205.0,35.354,993.0,993.0
2016-03-01,2.297,62.0,62.0,37.531,1055.0,1055.0
2016-04-01,2.323,68.0,68.0,32.784,921.0,921.0
2016-05-01,3.873,112.0,112.0,31.261,879.0,879.0
2016-06-01,3.56,99.0,99.0,33.614,945.0,945.0
2016-07-01,2.903,81.0,81.0,39.192,1101.0,1101.0
2016-08-01,2.793,81.0,81.0,40.598,1141.0,1141.0
2016-09-01,2.448,68.0,68.0,33.055,928.0,928.0
2016-10-01,2.643,74.0,74.0,24.353,684.0,684.0
2016-11-01,2.572,74.0,74.0,30.369,854.0,854.0
2016-12-01,5.401,149.0,149.0,32.08,901.0,901.0
2017-01-01,11.704,198.0,198.0,129.913,2253.0,2253.0
2017-02-01,5.934,105.0,105.0,124.258,2154.0,2154.0
2017-03-01,7.786,136.0,136.0,136.481,2366.0,2366.0
2017-04-01,7.835,136.0,136.0,96.366,1671.0,1671.0
2017-05-01,8.739,149.0,149.0,115.82,2008.0,2008.0
2017-06-01,5.683,99.0,99.0,126.856,2199.0,2199.0
2017-07-01,4.941,87.0,87.0,139.556,2419.0,2419.0
2017-08-01,3.857,68.0,68.0,138.007,2393.0,2393.0
2017-09-01,6.827,118.0,118.0,128.278,2224.0,2224.0
2017-10-01,9.44,161.0,161.0,116.099,2013.0,2013.0
2017-11-01,14.324,248.0,248.0,123.738,2145.0,2145.0
2017-12-01,14.143,248.0,248.0,146.415,2538.0,2538.0
2018-01-01,10.601,143.0,143.0,411.19,5794.0,5794.0
2018-02-01,0.404,6.0,6.0,382.708,5391.0,5391.0
2018-03-01,0.881,12.0,12.0,435.492,6135.0,6135.0
2018-04-01,0.582,6.0,6.0,307.589,4333.0,4333.0
2018-05-01,0.824,12.0,12.0,371.408,5232.0,5232.0
2018-06-01,0.76,12.0,12.0,441.519,6219.0,6219.0
2018-07-01,0.552,6.0,6.0,519.034,7312.0,7312.0
2018-08-01,0.732,12.0,12.0,499.457,7036.0,7036.0
2018-09-01,0.43,6.0,6.0,461.815,6505.0,6505.0
2018-10-01,0.376,6.0,6.0,447.098,6299.0,6299.0
2018-11-01,0.794,12.0,12.0,430.383,6063.0,6063.0
2018-12-01,1.109,19.0,19.0,412.262,5808.0,5808.0
2019-01-01,23.728,409.0,409.0,97.004,1657.0,1657.0
2019-02-01,6.539,112.0,112.0,100.561,1719.0,1719.0
2019-03-01,12.093,205.0,205.0,93.555,1599.0,1599.0
2019-04-01,9.209,155.0,155.0,69.505,1189.0,1189.0
2019-05-01,10.042,174.0,174.0,82.157,1405.0,1405.0
2019-06-01,10.95,186.0,186.0,92.158,1576.0,1576.0
2019-07-01,6.12,105.0,105.0,108.758,1860.0,1860.0
2019-08-01,6.532,112.0,112.0,107.007,1830.0,1830.0
2019-09-01,3.502,62.0,62.0,99.676,1705.0,1705.0
2019-10-01,5.594,93.0,93.0,91.952,1573.0,1573.0
2019-11-01,6.471,112.0,112.0,81.597,1396.0,1396.0
2019-12-01,9.073,155.0,155.0,90.217,1543.0,1543.0
2020-01-01,13.682,267.0,267.0,55.553,1114.0,1114.0
2020-02-01,4.837,99.0,99.0,55.779,1120.0,1120.0
2020-03-01,4.29,87.0,87.0,48.582,976.0,976.0
2020-04-01,5.103,105.0,105.0,28.509,572.0,572.0
2020-05-01,10.322,205.0,205.0,40.956,823.0,823.0
2020-06-01,4.904,99.0,99.0,46.182,927.0,927.0
2020-07-01,4.492,93.0,93.0,58.813,1181.0,1181.0
2020-08-01,6.452,130.0,130.0,54.117,1087.0,1087.0
2020-09-01,4.592,93.0,93.0,41.449,833.0,833.0
2020-10-01,5.542,112.0,112.0,38.494,773.0,773.0
2020-11-01,5.081,99.0,99.0,41.09,825.0,825.0
2020-12-01,9.441,192.0,192.0,54.738,1099.0,1099.0
2021-01-01,1.489,50.0,50.0,20.259,615.0,615.0
2021-02-01,2.938,87.0,87.0,15.119,459.0,459.0
2021-03-01,1.643,50.0,50.0,15.377,466.0,466.0
2021-04-01,0.621,19.0,19.0,11.109,337.0,337.0
2021-05-01,0.667,19.0,19.0,14.373,436.0,436.0
2021-06-01,1.028,31.0,31.0,18.158,551.0,551.0
2021-07-01,0.717,25.0,25.0,24.534,744.0,744.0
2021-08-01,0.596,19.0,19.0,24.169,733.0,733.0
2021-09-01,0.605,19.0,19.0,19.475,591.0,591.0
2021-10-01,0.345,12.0,12.0,19.211,583.0,583.0
2021-11-01,0.5,12.0,12.0,23.714,719.0,719.0
2021-12-01,0.708,19.0,19.0,22.645,686.0,686.0
2022-01-01,0.235,19.0,19.0,5.818,671.0,671.0
2022-02-01,0.028,6.0,6.0,5.566,641.0,641.0
2022-03-01,0.099,12.0,12.0,4.981,574.0,574.0
2022-04-01,0.091,12.0,12.0,3.195,369.0,369.0
2022-05-01,0.128,12.0,12.0,4.084,471.0,471.0
2022-06-01,0.084,12.0,12.0,5.797,668.0,668.0
2022-07-01,0.081,12.0,12.0,6.88,793.0,793.0
2022-08-01,0.027,0.0,0.0,6.774,781.0,781.0
2022-09-01,0.034,6.0,6.0,5.29,609.0,609.0
2022-10-01,0.072,6.0,6.0,4.911,567.0,567.0
2022-11-01,0.094,12.0,12.0,5.545,639.0,639.0
2022-12-01,0.909,105.0,105.0,6.277,724.0,724.0
2023-01-01,0.0,0.0,0.0,21.283,952.0,952.0
2023-02-01,0.0,0.0,0.0,18.481,826.0,826.0
2023-03-01,0.0,0.0,0.0,17.206,770.0,770.0
2023-04-01,0.0,0.0,0.0,14.35,642.0,642.0
2023-05-01,0.0,0.0,0.0,15.78,706.0,706.0
2023-06-01,0.0,0.0,0.0,17.371,777.0,777.0
2023-07-01,0.0,0.0,0.0,22.254,996.0,996.0
2023-08-01,0.0,0.0,0.0,22.483,1005.0,1005.0
2023-09-01,0.0,0.0,0.0,19.228,860.0,860.0
2023-10-01,0.0,0.0,0.0,14.735,659.0,659.0
2023-11-01,0.0,0.0,0.0,17.15,767.0,767.0
