measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,66.70100000000001,830.0,830.0
2003-02-01,62.443000000000005,777.0,777.0
2003-03-01,60.325,750.0,750.0
2003-04-01,57.761,719.0,719.0
2003-05-01,58.602000000000004,729.0,729.0
2003-06-01,61.152,761.0,761.0
2003-07-01,70.52,877.0,877.0
2003-08-01,71.498,889.0,889.0
2003-09-01,61.955,771.0,771.0
2003-10-01,64.241,799.0,799.0
2003-11-01,65.936,820.0,820.0
2003-12-01,68.821,856.0,856.0
2004-01-01,-13.757000000000001,14.0,14.0
2004-02-01,-0.386,0.0,0.0
2004-03-01,-4.347,4.0,4.0
2004-04-01,-0.518,1.0,1.0
2004-05-01,-3.9040000000000004,4.0,4.0
2004-06-01,-15.394,16.0,16.0
2004-07-01,-12.745,13.0,13.0
2004-08-01,0.0,0.0,0.0
2004-09-01,-4.861000000000001,5.0,5.0
2004-10-01,-1.8960000000000001,2.0,2.0
2004-11-01,-0.215,0.0,0.0
2004-12-01,-9.976,10.0,10.0
2005-01-01,-6.432,16.91,16.91
2005-02-01,-2.21,5.81,5.81
2005-03-01,-2.4490000000000003,6.44,6.44
2005-04-01,-2.967,7.8,7.8
2005-05-01,-2.7560000000000002,7.25,7.25
2005-06-01,-3.576,9.4,9.4
2005-07-01,-3.64,9.57,9.57
2005-08-01,-4.277,11.24,11.24
2005-09-01,-2.799,7.36,7.36
2005-10-01,-3.109,8.17,8.17
2005-11-01,-2.499,6.57,6.57
2005-12-01,-5.285,13.89,13.89
2006-01-01,-4.231,29.0,29.0
2006-02-01,-2.214,15.0,15.0
2006-03-01,-1.86,13.0,13.0
2006-04-01,-3.5620000000000003,25.0,25.0
2006-05-01,-3.33,23.0,23.0
2006-06-01,-3.027,21.0,21.0
2006-07-01,-4.384,30.0,30.0
2006-08-01,-4.253,30.0,30.0
2006-09-01,-1.9540000000000002,14.0,14.0
2006-10-01,-2.064,14.0,14.0
2006-11-01,-2.43,17.0,17.0
2006-12-01,-2.693,19.0,19.0
2007-01-01,-11.172,58.0,58.0
2007-02-01,-23.967000000000002,128.0,128.0
2007-03-01,-3.903,23.0,23.0
2007-04-01,-2.769,17.0,17.0
2007-05-01,-3.415,17.0,17.0
2007-06-01,-3.644,17.0,17.0
2007-07-01,-2.885,17.0,17.0
2007-08-01,-0.256,0.0,0.0
2007-09-01,-0.927,6.0,6.0
2007-10-01,-0.8140000000000001,6.0,6.0
2007-11-01,-3.1630000000000003,17.0,17.0
2007-12-01,-5.086,29.0,29.0
2008-01-01,-2.1950000000000003,0.0,0.0
2008-02-01,-2.805,0.0,0.0
2008-03-01,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0
