measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-03-01,49.04,0.0,0.0,,,
2021-04-01,42.709,0.0,0.0,,,
2021-05-01,48.301,0.0,0.0,408.625,3614.0,3614.0
2021-06-01,46.9,0.0,0.0,423.603,3746.0,3746.0
2021-07-01,49.492,0.0,0.0,333.348,2948.0,2948.0
2021-08-01,47.371,0.0,0.0,336.013,2972.0,2972.0
2021-09-01,46.824,0.0,0.0,312.275,2762.0,2762.0
2021-10-01,49.934,0.0,0.0,230.779,2041.0,2041.0
2021-11-01,46.189,0.0,0.0,228.24,2019.0,2019.0
2021-12-01,52.24,0.0,0.0,122.117,1080.0,1080.0
2022-01-01,3.643,0.0,0.0,259.017,884.0,884.0
2022-02-01,3.023,0.0,0.0,170.458,582.0,582.0
2022-03-01,3.127,0.0,0.0,254.397,868.0,868.0
2022-04-01,3.742,0.0,0.0,310.822,1061.0,1061.0
2022-05-01,3.743,0.0,0.0,349.836,1194.0,1194.0
2022-06-01,3.803,0.0,0.0,351.879,1201.0,1201.0
2022-07-01,3.643,0.0,0.0,388.421,1325.0,1325.0
2022-08-01,3.569,0.0,0.0,342.636,1169.0,1169.0
2022-09-01,3.638,0.0,0.0,284.061,969.0,969.0
2022-10-01,3.752,0.0,0.0,225.164,768.0,768.0
2022-11-01,3.619,0.0,0.0,185.72,634.0,634.0
2022-12-01,3.698,0.0,0.0,120.589,411.0,411.0
2023-01-01,-1.0,0.0,0.0,128.0,437.0,437.0
2023-02-01,-2.0,0.0,0.0,223.0,761.0,761.0
2023-03-01,-3.0,0.0,0.0,269.0,918.0,918.0
2023-04-01,0.0,0.0,0.0,360.0,1228.0,1228.0
2023-05-01,-54.0,0.0,0.0,432.0,1474.0,1474.0
2023-06-01,-1.0,0.0,0.0,275.0,938.0,938.0
2023-07-01,0.0,0.0,0.0,294.0,1003.0,1003.0
2023-08-01,0.0,0.0,0.0,330.0,1126.0,1126.0
2023-09-01,0.0,0.0,0.0,304.0,1037.0,1037.0
2023-10-01,-3.0,0.0,0.0,263.0,897.0,897.0
2023-11-01,0.0,0.0,0.0,145.0,495.0,495.0
2023-12-01,0.0,0.0,0.0,146.0,498.0,498.0
2024-01-01,-1.0,0.0,0.0,105.0,358.0,358.0
2024-02-01,-3.0,0.0,0.0,171.0,583.0,583.0
2024-03-01,-1.0,0.0,0.0,257.0,877.0,877.0
2024-04-01,0.0,0.0,0.0,126.0,430.0,430.0
2024-05-01,0.0,0.0,0.0,117.0,399.0,399.0
2024-06-01,0.0,0.0,0.0,176.0,601.0,601.0
2024-07-01,-1.0,0.0,0.0,169.0,577.0,577.0
2024-08-01,-2.0,0.0,0.0,220.0,751.0,751.0
2024-09-01,-1.0,0.0,0.0,262.0,894.0,894.0
2024-10-01,-2.0,0.0,0.0,254.0,867.0,867.0
2024-11-01,0.0,0.0,0.0,188.0,641.0,641.0
2024-12-01,0.0,0.0,0.0,178.0,607.0,607.0
