measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,74.241,767.13,767.13
2001-02-01,70.227,725.66,725.66
2001-03-01,60.667,626.87,626.87
2001-04-01,67.274,695.14,695.14
2001-05-01,76.703,792.57,792.57
2001-06-01,73.833,762.92,762.92
2001-07-01,82.775,855.31,855.31
2001-08-01,82.316,850.57,850.57
2001-09-01,79.40400000000001,820.48,820.48
2001-10-01,80.184,828.54,828.54
2001-11-01,76.715,792.7,792.7
2001-12-01,75.663,781.83,781.83
