measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-04-01,8.826,125.0,125.0
2021-05-01,10.102,143.0,143.0
2021-06-01,13.751,194.0,194.0
2021-07-01,15.149,215.0,215.0
2021-08-01,15.449,218.0,218.0
2021-09-01,13.055,185.0,185.0
2021-10-01,11.047,156.0,156.0
2021-11-01,9.086,128.0,128.0
2021-12-01,9.535,134.0,134.0
2022-01-01,13.254,209.0,209.0
2022-02-01,11.799,186.0,186.0
2022-03-01,9.396,148.0,148.0
2022-04-01,9.795,154.0,154.0
2022-05-01,14.469,228.0,228.0
2022-06-01,17.613,277.0,277.0
2022-07-01,20.755,326.0,326.0
2022-08-01,20.863,328.0,328.0
2022-09-01,17.587,276.0,276.0
2022-10-01,13.592,214.0,214.0
2022-11-01,12.739,200.0,200.0
2022-12-01,14.138,222.0,222.0
2023-01-01,15.437,240.0,240.0
2023-02-01,14.561,229.0,229.0
2023-03-01,14.371,226.0,226.0
2023-04-01,13.879,218.0,218.0
2023-05-01,19.815,312.0,312.0
2023-06-01,22.89,360.0,360.0
2023-07-01,25.103,395.0,395.0
2023-08-01,27.63,434.0,434.0
2023-09-01,23.276,366.0,366.0
2023-10-01,17.181,270.0,270.0
2023-11-01,15.93,251.0,251.0
2023-12-01,16.927,266.0,266.0
2024-01-01,13.22,209.0,209.0
2024-02-01,9.127,143.0,143.0
2024-03-01,10.358,163.0,163.0
2024-04-01,9.731,152.0,152.0
2024-05-01,13.002,204.0,204.0
2024-06-01,14.668,230.0,230.0
2024-07-01,15.855,248.0,248.0
2024-08-01,17.916,281.0,281.0
2024-09-01,14.865,234.0,234.0
2024-10-01,12.876,202.0,202.0
2024-11-01,10.316,162.0,162.0
2024-12-01,11.066,174.0,174.0
