measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2011-01-01,17065.0,165804.0,165804.0
2011-02-01,18025.0,175131.0,175131.0
2011-03-01,37022.0,359706.0,359706.0
2011-04-01,58133.0,564820.0,564820.0
2011-05-01,52822.0,513219.0,513219.0
2011-06-01,54773.0,532174.0,532174.0
2011-07-01,35086.0,340896.0,340896.0
2011-08-01,39049.0,379400.0,379400.0
2011-09-01,20658.0,200713.0,200713.0
2011-10-01,20913.0,203191.0,203191.0
2011-11-01,27313.0,265373.0,265373.0
2011-12-01,14844.0,144224.0,144224.0
2012-01-01,25481.0,242477.0,242477.0
2012-02-01,33091.0,314894.0,314894.0
2012-03-01,31633.0,301020.0,301020.0
2012-04-01,32151.0,305949.0,305949.0
2012-05-01,47040.0,447633.0,447633.0
2012-06-01,50055.0,476323.0,476323.0
2012-07-01,23473.0,223369.0,223369.0
2012-08-01,25902.0,246483.0,246483.0
2012-09-01,15170.0,144358.0,144358.0
2012-10-01,31736.0,302000.0,302000.0
2012-11-01,13538.0,128828.0,128828.0
2012-12-01,24523.0,233361.0,233361.0
2013-01-01,18474.0,176260.0,176260.0
2013-02-01,25725.0,245442.0,245442.0
2013-03-01,35207.0,335910.0,335910.0
2013-04-01,56641.0,540412.0,540412.0
2013-05-01,61086.0,582822.0,582822.0
2013-06-01,53860.0,513878.0,513878.0
2013-07-01,35259.0,336406.0,336406.0
2013-08-01,29955.0,285801.0,285801.0
2013-09-01,32418.0,309300.0,309300.0
2013-10-01,22146.0,211295.0,211295.0
2013-11-01,16279.0,155318.0,155318.0
2013-12-01,11935.0,113872.0,113872.0
2014-01-01,21421.0,203714.0,203714.0
2014-02-01,30787.0,292784.0,292784.0
2014-03-01,35072.0,333535.0,333535.0
2014-04-01,45175.0,429614.0,429614.0
2014-05-01,56544.0,537733.0,537733.0
2014-06-01,59337.0,564295.0,564295.0
2014-07-01,31368.0,298310.0,298310.0
2014-08-01,28962.0,275429.0,275429.0
2014-09-01,21524.0,204693.0,204693.0
2014-10-01,26572.0,252700.0,252700.0
2014-11-01,24520.0,233185.0,233185.0
2014-12-01,21973.0,208963.0,208963.0
2015-01-01,5839.0,54414.0,54414.0
2015-02-01,18295.0,170491.0,170491.0
2015-03-01,26741.0,249199.0,249199.0
2015-04-01,35442.0,330284.0,330284.0
2015-05-01,43216.0,402730.0,402730.0
2015-06-01,47258.0,440397.0,440397.0
2015-07-01,31192.0,290678.0,290678.0
2015-08-01,39601.0,369042.0,369042.0
2015-09-01,18808.0,175272.0,175272.0
2015-10-01,19526.0,181963.0,181963.0
2015-11-01,18895.0,176083.0,176083.0
2015-12-01,36307.0,338345.0,338345.0
