measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2009-01-01,2788.697,28054.0,28054.0
2009-02-01,2454.937,24697.0,24697.0
2009-03-01,2910.2980000000002,29278.0,29278.0
2009-04-01,2953.498,29712.0,29712.0
2009-05-01,3363.753,33839.0,33839.0
2009-06-01,3076.4010000000003,30948.0,30948.0
2009-07-01,3241.541,32610.0,32610.0
2009-08-01,3214.0750000000003,32333.0,32333.0
2009-09-01,3165.646,31846.0,31846.0
2009-10-01,3303.451,33232.0,33232.0
2009-11-01,3134.9570000000003,31537.0,31537.0
2009-12-01,3107.746,31264.0,31264.0
2010-01-01,2826.434,31956.0,31956.0
2010-02-01,2441.436,27603.0,27603.0
2010-03-01,2905.929,32855.0,32855.0
2010-04-01,2800.4570000000003,31662.0,31662.0
2010-05-01,3438.8540000000003,38880.0,38880.0
2010-06-01,3249.018,36734.0,36734.0
2010-07-01,3338.4,37744.0,37744.0
2010-08-01,3328.607,37634.0,37634.0
2010-09-01,3397.617,38414.0,38414.0
2010-10-01,3249.67,36741.0,36741.0
2010-11-01,3328.88,37637.0,37637.0
2010-12-01,3221.6980000000003,36425.0,36425.0
2011-01-01,2563.151,26644.0,26644.0
2011-02-01,2395.379,24900.0,24900.0
2011-03-01,2656.254,27612.0,27612.0
2011-04-01,2856.82,29696.0,29696.0
2011-05-01,3023.741,31432.0,31432.0
2011-06-01,3187.753,33136.0,33136.0
2011-07-01,3358.102,34907.0,34907.0
2011-08-01,3038.146,31582.0,31582.0
2011-09-01,3107.657,32304.0,32304.0
2011-10-01,3289.736,34197.0,34197.0
2011-11-01,3086.439,32084.0,32084.0
2011-12-01,3244.822,33730.0,33730.0
2012-01-01,2686.837,29625.0,29625.0
2012-02-01,2329.19,25681.0,25681.0
2012-03-01,2374.342,26179.0,26179.0
2012-04-01,2698.133,29749.0,29749.0
2012-05-01,2799.189,30863.0,30863.0
2012-06-01,2913.525,32124.0,32124.0
2012-07-01,3046.784,33593.0,33593.0
2012-08-01,2594.503,28606.0,28606.0
2012-09-01,2973.952,32790.0,32790.0
2012-10-01,2837.275,31283.0,31283.0
2012-11-01,2761.651,30449.0,30449.0
2012-12-01,2761.619,30449.0,30449.0
2013-01-01,2654.721,29999.0,29999.0
2013-02-01,1758.171,19868.0,19868.0
2013-03-01,2591.482,29284.0,29284.0
2013-04-01,2641.574,29850.0,29850.0
2013-05-01,2948.777,33321.0,33321.0
2013-06-01,3008.527,33997.0,33997.0
2013-07-01,2967.911,33538.0,33538.0
2013-08-01,2926.794,33073.0,33073.0
2013-09-01,2782.468,31442.0,31442.0
2013-10-01,2948.685,33320.0,33320.0
2013-11-01,2817.274,31835.0,31835.0
2013-12-01,2824.616,31918.0,31918.0
2014-01-01,2255.431,26856.0,26856.0
2014-02-01,2095.311,24949.0,24949.0
2014-03-01,2468.083,29388.0,29388.0
2014-04-01,2358.233,28080.0,28080.0
2014-05-01,2910.366,34655.0,34655.0
2014-06-01,2669.251,31784.0,31784.0
2014-07-01,2890.445,34418.0,34418.0
2014-08-01,2806.491,33418.0,33418.0
2014-09-01,2769.004,32972.0,32972.0
2014-10-01,2852.519,33966.0,33966.0
2014-11-01,2744.243,32677.0,32677.0
2014-12-01,2759.623,32860.0,32860.0
2015-01-01,2295.096,25884.0,25884.0
2015-02-01,1985.431,22391.0,22391.0
2015-03-01,2393.258,26991.0,26991.0
2015-04-01,2363.04,26650.0,26650.0
2015-05-01,2686.121,30293.0,30293.0
2015-06-01,2533.212,28569.0,28569.0
2015-07-01,2751.947,31036.0,31036.0
2015-08-01,2744.876,30956.0,30956.0
2015-09-01,2620.277,29551.0,29551.0
2015-10-01,2628.682,29646.0,29646.0
2015-11-01,2618.292,29529.0,29529.0
2015-12-01,2700.768,30458.0,30458.0
2016-01-01,2886.489,38011.0,38011.0
2016-02-01,2716.584,35773.0,35773.0
2016-03-01,3038.088,40007.0,40007.0
2016-04-01,2753.936,36265.0,36265.0
2016-05-01,3436.612,45255.0,45255.0
2016-06-01,3192.31,42038.0,42038.0
2016-07-01,3402.657,44807.0,44807.0
2016-08-01,3338.081,43957.0,43957.0
2016-09-01,3162.586,41646.0,41646.0
2016-10-01,3389.952,44640.0,44640.0
2016-11-01,3259.06,42917.0,42917.0
2016-12-01,3316.645,43675.0,43675.0
2017-01-01,2747.177,29918.0,29918.0
2017-02-01,2547.883,27747.0,27747.0
2017-03-01,2649.718,28856.0,28856.0
2017-04-01,2845.734,30990.0,30990.0
2017-05-01,3097.782,33736.0,33736.0
2017-06-01,3074.841,33486.0,33486.0
2017-07-01,3238.682,35270.0,35270.0
2017-08-01,3148.169,34284.0,34284.0
2017-09-01,2919.456,31793.0,31793.0
2017-10-01,3044.078,33151.0,33151.0
2017-11-01,3067.698,33408.0,33408.0
2017-12-01,3097.782,33736.0,33736.0
2018-01-01,2728.72,28936.0,28936.0
