measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,2210.0,23159.0,23159.0,,,,3979.0,41709.0,41709.0,2136.0,13505.0,13505.0
2003-02-01,2200.0,28996.0,28996.0,0.0,0.0,0.0,1427.0,18805.0,18805.0,1209.0,53.0,53.0
2003-03-01,1268.0,17191.0,17191.0,,,,1912.0,25921.0,25921.0,965.0,6470.0,6470.0
2003-04-01,0.0,0.0,0.0,,,,318.0,4130.0,4130.0,75.0,75.0,75.0
2003-05-01,0.0,0.0,0.0,,,,221.0,2976.0,2976.0,64.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,,,,1803.0,23007.0,23007.0,777.0,652.0,652.0
2003-07-01,0.0,0.0,0.0,,,,305.0,3953.0,3953.0,118.0,190.0,190.0
2003-08-01,0.0,0.0,0.0,,,,6897.0,86828.0,86828.0,3117.0,5873.0,5873.0
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,,,,279.0,3449.0,3449.0,99.0,157.0,157.0
2003-11-01,0.0,0.0,0.0,,,,214.0,2759.0,2759.0,72.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,1437.65,17775.0,17775.0,,,,185.781,2298.0,2298.0,111.895,106.0,106.0
