measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2019-11-01,1132.999,10089.0,10089.0
2019-12-01,1005.001,8950.0,8950.0
2020-01-01,644.252,5648.0,5648.0
2020-02-01,662.097,5805.0,5805.0
2020-03-01,846.887,7425.0,7425.0
2020-04-01,1150.294,10085.0,10085.0
2020-05-01,1151.209,10093.0,10093.0
2020-06-01,1119.983,9819.0,9819.0
2020-07-01,1252.786,10983.0,10983.0
2020-08-01,1005.935,8819.0,8819.0
2020-09-01,851.944,7469.0,7469.0
2020-10-01,863.723,7572.0,7572.0
2020-11-01,722.386,6333.0,6333.0
2020-12-01,610.504,5352.0,5352.0
2021-01-01,576.672,5100.0,5100.0
2021-02-01,563.331,4982.0,4982.0
2021-03-01,924.137,8173.0,8173.0
2021-04-01,1241.786,10982.0,10982.0
2021-05-01,1251.414,11068.0,11068.0
2021-06-01,1152.808,10195.0,10195.0
2021-07-01,1245.617,11016.0,11016.0
2021-08-01,1135.283,10040.0,10040.0
2021-09-01,1061.982,9392.0,9392.0
2021-10-01,871.951,7712.0,7712.0
2021-11-01,819.986,7252.0,7252.0
2021-12-01,599.033,5298.0,5298.0
2022-01-01,633.819,2163.0,2163.0
2022-02-01,707.241,2413.0,2413.0
2022-03-01,922.186,3146.0,3146.0
2022-04-01,1197.045,4084.0,4084.0
2022-05-01,1134.655,3871.0,3871.0
2022-06-01,1199.124,4091.0,4091.0
2022-07-01,1067.583,3643.0,3643.0
2022-08-01,1038.506,3543.0,3543.0
2022-09-01,972.283,3317.0,3317.0
2022-10-01,815.212,2782.0,2782.0
2022-11-01,636.625,2172.0,2172.0
2022-12-01,498.721,1702.0,1702.0
2023-01-01,551.0,1880.0,1880.0
2023-02-01,646.0,2204.0,2204.0
2023-03-01,968.0,3303.0,3303.0
2023-04-01,1091.0,3722.0,3722.0
2023-05-01,1145.0,3907.0,3907.0
2023-06-01,1217.0,4152.0,4152.0
2023-07-01,1247.0,4255.0,4255.0
2023-08-01,1145.0,3907.0,3907.0
2023-09-01,897.0,3061.0,3061.0
2023-10-01,952.0,3248.0,3248.0
2023-11-01,644.0,2197.0,2197.0
2023-12-01,507.0,1730.0,1730.0
2024-01-01,584.0,1993.0,1993.0
2024-02-01,724.0,2470.0,2470.0
2024-03-01,883.0,3013.0,3013.0
2024-04-01,1014.0,3460.0,3460.0
2024-05-01,1058.0,3610.0,3610.0
2024-06-01,1300.0,4436.0,4436.0
2024-07-01,1090.0,3719.0,3719.0
2024-08-01,1060.0,3617.0,3617.0
2024-09-01,742.0,2532.0,2532.0
2024-10-01,936.0,3194.0,3194.0
2024-11-01,622.0,2122.0,2122.0
2024-12-01,552.0,1883.0,1883.0
