measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2012-12-01,28.0,205.0,205.0
2013-01-01,228.947,1585.0,1585.0
2013-02-01,210.897,1460.0,1460.0
2013-03-01,203.397,1409.0,1409.0
2013-04-01,175.025,1212.0,1212.0
2013-05-01,184.839,1279.0,1279.0
2013-06-01,218.678,1514.0,1514.0
2013-07-01,277.478,1921.0,1921.0
2013-08-01,282.989,1960.0,1960.0
2013-09-01,282.282,1955.0,1955.0
2013-10-01,244.93,1696.0,1696.0
2013-11-01,241.592,1672.0,1672.0
2013-12-01,281.336,1947.0,1947.0
2014-01-01,460.61,3335.0,3335.0
2014-02-01,430.13,3114.0,3114.0
2014-03-01,373.259,2702.0,2702.0
2014-04-01,354.918,2569.0,2569.0
2014-05-01,357.877,2591.0,2591.0
2014-06-01,352.805,2554.0,2554.0
2014-07-01,499.177,3614.0,3614.0
2014-08-01,515.275,3730.0,3730.0
2014-09-01,538.988,3901.0,3901.0
2014-10-01,531.706,3849.0,3849.0
2014-11-01,384.264,2782.0,2782.0
2014-12-01,417.991,3026.0,3026.0
2015-01-01,483.994,3434.0,3434.0
2015-02-01,358.383,2544.0,2544.0
2015-03-01,419.856,2980.0,2980.0
2015-04-01,402.902,2860.0,2860.0
2015-05-01,393.338,2792.0,2792.0
2015-06-01,553.101,3926.0,3926.0
2015-07-01,623.828,4428.0,4428.0
2015-08-01,658.024,4671.0,4671.0
2015-09-01,653.478,4638.0,4638.0
2015-10-01,629.494,4467.0,4467.0
2015-11-01,464.141,3294.0,3294.0
2015-12-01,496.461,3523.0,3523.0
2016-01-01,625.768,4569.0,4569.0
2016-02-01,496.627,3625.0,3625.0
2016-03-01,386.242,2820.0,2820.0
2016-04-01,369.373,2697.0,2697.0
2016-05-01,398.719,2910.0,2910.0
2016-06-01,606.583,4428.0,4428.0
2016-07-01,715.474,5223.0,5223.0
2016-08-01,791.34,5777.0,5777.0
2016-09-01,655.107,4783.0,4783.0
2016-10-01,646.215,4717.0,4717.0
2016-11-01,496.884,3627.0,3627.0
2016-12-01,562.668,4108.0,4108.0
2017-01-01,675.669,4844.0,4844.0
2017-02-01,515.724,3698.0,3698.0
2017-03-01,427.089,3062.0,3062.0
2017-04-01,381.52,2735.0,2735.0
2017-05-01,473.311,3393.0,3393.0
2017-06-01,622.712,4464.0,4464.0
2017-07-01,849.175,6087.0,6087.0
2017-08-01,958.6,6872.0,6872.0
2017-09-01,788.749,5655.0,5655.0
2017-10-01,746.998,5355.0,5355.0
2017-11-01,649.199,4655.0,4655.0
2017-12-01,688.254,4934.0,4934.0
2018-01-01,591.74,4387.0,4387.0
2018-02-01,519.562,3852.0,3852.0
2018-03-01,540.363,4007.0,4007.0
2018-04-01,406.669,3016.0,3016.0
2018-05-01,371.231,2753.0,2753.0
2018-06-01,507.828,3765.0,3765.0
2018-07-01,886.158,6570.0,6570.0
2018-08-01,819.775,6078.0,6078.0
2018-09-01,659.756,4892.0,4892.0
2018-10-01,737.457,5468.0,5468.0
2018-11-01,659.258,4889.0,4889.0
2018-12-01,664.203,4924.0,4924.0
2019-01-01,632.315,5281.0,5281.0
2019-02-01,586.291,4895.0,4895.0
2019-03-01,511.274,4269.0,4269.0
2019-04-01,358.76,2995.0,2995.0
2019-05-01,309.148,2581.0,2581.0
2019-06-01,413.387,3452.0,3452.0
2019-07-01,651.665,5441.0,5441.0
2019-08-01,765.458,6391.0,6391.0
2019-09-01,673.546,5624.0,5624.0
2019-10-01,689.857,5760.0,5760.0
2019-11-01,676.569,5649.0,5649.0
2019-12-01,701.73,5859.0,5859.0
2020-01-01,534.943,3914.0,3914.0
2020-02-01,472.407,3456.0,3456.0
2020-03-01,524.403,3836.0,3836.0
2020-04-01,370.858,2713.0,2713.0
2020-05-01,348.707,2551.0,2551.0
2020-06-01,490.53,3588.0,3588.0
2020-07-01,686.199,5020.0,5020.0
2020-08-01,853.337,6242.0,6242.0
2020-09-01,743.123,5437.0,5437.0
2020-10-01,771.752,5646.0,5646.0
2020-11-01,616.448,4509.0,4509.0
2020-12-01,683.293,4999.0,4999.0
2021-01-01,504.083,3794.0,3794.0
2021-02-01,427.479,3218.0,3218.0
2021-03-01,459.622,3460.0,3460.0
2021-04-01,407.839,3070.0,3070.0
2021-05-01,426.244,3209.0,3209.0
2021-06-01,582.864,4388.0,4388.0
2021-07-01,804.341,6055.0,6055.0
2021-08-01,734.391,5528.0,5528.0
2021-09-01,624.88,4704.0,4704.0
2021-10-01,595.703,4485.0,4485.0
2021-11-01,547.48,4122.0,4122.0
2021-12-01,565.074,4254.0,4254.0
2022-01-01,473.606,3534.0,3534.0
2022-02-01,393.219,2934.0,2934.0
2022-03-01,363.832,2714.0,2714.0
2022-04-01,372.685,2781.0,2781.0
2022-05-01,342.002,2552.0,2552.0
2022-06-01,465.146,3470.0,3470.0
2022-07-01,621.388,4636.0,4636.0
2022-08-01,749.787,5594.0,5594.0
2022-09-01,687.178,5128.0,5128.0
2022-10-01,631.068,4708.0,4708.0
2022-11-01,579.527,4324.0,4324.0
2022-12-01,640.562,4780.0,4780.0
2023-01-01,510.182,3756.0,3756.0
2023-02-01,434.576,3199.0,3199.0
2023-03-01,417.683,3075.0,3075.0
2023-04-01,326.298,2402.0,2402.0
2023-05-01,211.341,1556.0,1556.0
2023-06-01,278.027,2047.0,2047.0
2023-07-01,643.579,4738.0,4738.0
2023-08-01,649.384,4781.0,4781.0
2023-09-01,459.652,3384.0,3384.0
2023-10-01,561.32,4132.0,4132.0
2023-11-01,527.298,3882.0,3882.0
2023-12-01,593.66,4371.0,4371.0
2024-01-01,410.0,3800.0,3800.0
2024-02-01,359.0,3401.0,3401.0
2024-03-01,388.0,3605.0,3605.0
2024-04-01,309.0,3177.0,3177.0
2024-05-01,349.0,3293.0,3293.0
2024-06-01,312.0,3045.0,3045.0
2024-07-01,319.0,3068.0,3068.0
2024-08-01,303.0,2992.0,2992.0
2024-09-01,299.0,2870.0,2870.0
2024-10-01,290.0,2876.0,2876.0
2024-11-01,288.0,2776.0,2776.0
2024-12-01,275.0,2731.0,2731.0
