measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2013-01-01,4.848,57.0,63.0
2013-02-01,4.468,52.0,58.0
2013-03-01,4.309,51.0,56.0
2013-04-01,3.708,44.0,48.0
2013-05-01,3.916,46.0,51.0
2013-06-01,4.632,54.0,60.0
2013-07-01,5.878,69.0,77.0
2013-08-01,5.995,70.0,78.0
2013-09-01,5.98,70.0,78.0
2013-10-01,5.188,61.0,68.0
2013-11-01,5.118,60.0,67.0
2013-12-01,5.96,70.0,78.0
2014-01-01,187.616,2211.0,2426.0
2014-02-01,175.202,2065.0,2268.0
2014-03-01,152.037,1792.0,1968.0
2014-04-01,144.566,1704.0,1872.0
2014-05-01,145.771,1718.0,1887.0
2014-06-01,143.705,1694.0,1860.0
2014-07-01,203.326,2396.0,2632.0
2014-08-01,209.883,2474.0,2717.0
2014-09-01,219.542,2587.0,2842.0
2014-10-01,216.576,2552.0,2803.0
2014-11-01,156.519,1845.0,2026.0
2014-12-01,170.257,2007.0,2204.0
2015-01-01,158.202,1865.0,2029.0
2015-02-01,117.145,1381.0,1501.0
2015-03-01,137.238,1618.0,1759.0
2015-04-01,131.697,1552.0,1688.0
2015-05-01,128.57,1515.0,1647.0
2015-06-01,180.792,2131.0,2317.0
2015-07-01,203.911,2404.0,2614.0
2015-08-01,215.088,2535.0,2757.0
2015-09-01,213.602,2518.0,2738.0
2015-10-01,205.763,2425.0,2637.0
2015-11-01,151.714,1788.0,1945.0
2015-12-01,162.278,1913.0,2080.0
2016-01-01,220.701,1200.0,2784.0
2016-02-01,175.154,953.0,2209.0
2016-03-01,136.223,741.0,1718.0
2016-04-01,130.274,709.0,1643.0
2016-05-01,140.624,765.0,1774.0
2016-06-01,213.935,1164.0,2699.0
2016-07-01,252.339,1372.0,3183.0
2016-08-01,279.097,1518.0,3521.0
2016-09-01,231.049,1257.0,2915.0
2016-10-01,227.912,1240.0,2875.0
2016-11-01,175.245,953.0,2211.0
2016-12-01,198.447,1079.0,2503.0
2017-01-01,311.205,1693.0,3790.0
2017-02-01,237.537,1292.0,2893.0
2017-03-01,196.712,1070.0,2395.0
2017-04-01,175.724,956.0,2140.0
2017-05-01,218.002,1186.0,2655.0
2017-06-01,286.814,1560.0,3493.0
2017-07-01,391.121,2128.0,4763.0
2017-08-01,441.521,2402.0,5377.0
2017-09-01,363.289,1976.0,4424.0
2017-10-01,344.059,1872.0,4190.0
2017-11-01,299.014,1627.0,3642.0
2017-12-01,317.002,1724.0,3861.0
2018-01-01,200.568,1091.0,2932.0
2018-02-01,176.104,958.0,2573.0
2018-03-01,183.154,996.0,2676.0
2018-04-01,137.839,750.0,2014.0
2018-05-01,125.827,684.0,1838.0
2018-06-01,172.126,936.0,2515.0
2018-07-01,300.36,1634.0,4388.0
2018-08-01,277.86,1511.0,4060.0
2018-09-01,223.622,1216.0,3268.0
2018-10-01,249.958,1359.0,3652.0
2018-11-01,223.453,1215.0,3265.0
2018-12-01,225.129,1224.0,3289.0
2019-01-01,150.231,817.0,2039.0
2019-02-01,139.297,758.0,1890.0
2019-03-01,121.473,661.0,1649.0
2019-04-01,85.238,464.0,1157.0
2019-05-01,73.45,400.0,997.0
2019-06-01,98.216,534.0,1333.0
2019-07-01,154.829,842.0,2101.0
2019-08-01,181.865,989.0,2468.0
2019-09-01,160.028,870.0,2171.0
2019-10-01,163.903,892.0,2224.0
2019-11-01,160.746,874.0,2182.0
2019-12-01,166.724,907.0,2263.0
2020-01-01,74.256,404.0,974.0
2020-02-01,65.575,357.0,859.0
2020-03-01,72.793,396.0,953.0
2020-04-01,51.479,280.0,674.0
2020-05-01,48.404,263.0,634.0
2020-06-01,68.091,370.0,892.0
2020-07-01,95.252,518.0,1248.0
2020-08-01,118.452,645.0,1551.0
2020-09-01,103.153,561.0,1351.0
2020-10-01,107.127,583.0,1403.0
2020-11-01,85.57,466.0,1121.0
2020-12-01,94.848,516.0,1242.0
2021-01-01,160.734,874.0,2105.0
2021-02-01,136.307,741.0,1785.0
2021-03-01,146.556,797.0,1918.0
2021-04-01,130.044,707.0,1703.0
2021-05-01,135.913,739.0,1779.0
2021-06-01,185.853,1011.0,2433.0
2021-07-01,256.474,1395.0,3358.0
2021-08-01,234.169,1274.0,3065.0
2021-09-01,199.251,1084.0,2609.0
2021-10-01,189.947,1033.0,2487.0
2021-11-01,174.571,949.0,2286.0
2021-12-01,180.181,980.0,2359.0
2022-01-01,267.678,1456.0,3505.0
2022-02-01,222.243,1209.0,2911.0
2022-03-01,205.634,1119.0,2693.0
2022-04-01,210.638,1146.0,2758.0
2022-05-01,193.296,1052.0,2531.0
2022-06-01,262.896,1430.0,3443.0
2022-07-01,351.202,1911.0,4599.0
2022-08-01,423.772,2305.0,5549.0
2022-09-01,388.386,2113.0,5086.0
2022-10-01,356.673,1940.0,4671.0
2022-11-01,327.543,1782.0,4289.0
2022-12-01,362.039,1970.0,4741.0
2023-01-01,90.255,491.0,1181.0
2023-02-01,76.881,418.0,1006.0
2023-03-01,73.893,402.0,968.0
2023-04-01,57.726,314.0,756.0
2023-05-01,37.389,203.0,489.0
2023-06-01,49.186,268.0,644.0
2023-07-01,113.856,619.0,1490.0
2023-08-01,114.883,625.0,1504.0
2023-09-01,81.317,442.0,1064.0
2023-10-01,99.304,540.0,1299.0
2023-11-01,93.285,507.0,1221.0
2023-12-01,105.025,571.0,1375.0
2024-01-01,20.148,110.0,262.0
2024-02-01,13.667,75.0,179.0
2024-03-01,9.782,53.0,129.0
2024-04-01,8.327,45.0,109.0
2024-05-01,7.492,41.0,99.0
2024-06-01,11.527,63.0,151.0
2024-07-01,22.145,121.0,290.0
2024-08-01,19.236,105.0,252.0
2024-09-01,16.943,92.0,222.0
2024-10-01,17.751,97.0,232.0
2024-11-01,14.294,78.0,188.0
2024-12-01,15.688,86.0,205.0
