measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2005-01-01,146250.0,1529712.0,1529712.0,268.0,2882.6,2882.6,,,
2005-02-01,141829.0,1737960.0,1737960.0,124.0,1566.0,1566.0,,,
2005-03-01,146192.0,1594415.83,1594415.83,225.0,2389.6,2389.6,,,
2005-04-01,125146.0,1446326.8,1446326.8,249.0,2801.4,2801.4,,,
2005-05-01,59719.0,696711.4,696711.4,974.0,10521.2,10521.2,,,
2005-06-01,110646.0,1292130.0,1292130.0,627.0,7006.4,7006.4,,,
2005-07-01,133332.0,1593975.6,1593975.6,344.0,3932.4,3932.4,,,
2005-08-01,133722.0,1985986.8,1985986.8,271.0,3294.4,3294.4,,,
2005-09-01,91184.0,1012025.3,1012025.3,351.0,3810.6,3810.6,,,
2005-10-01,90173.0,917607.6,917607.6,454.0,4457.4,4457.4,,,
2005-11-01,103708.0,1088690.4,1088690.4,561.0,5811.6,5811.6,,,
2005-12-01,148736.0,1544382.0,1544382.0,283.0,2832.9,2832.9,,,
2006-01-01,120252.0,1283722.0,1283722.0,593.0,6076.0,6076.0,,,
2006-02-01,147764.0,1570666.0,1570666.0,157.0,1607.0,1607.0,,,
2006-03-01,156015.0,1711332.0,1711332.0,153.0,1619.0,1619.0,,,
2006-04-01,139442.0,1489320.0,1489320.0,86.0,889.0,889.0,,,
2006-05-01,73320.0,780822.0,780822.0,450.0,4617.0,4617.0,,,
2006-06-01,112902.0,1223536.0,1223536.0,551.0,5757.0,5757.0,,,
2006-07-01,149917.0,1667574.0,1667574.0,190.0,2024.0,2024.0,,,
2006-08-01,137283.0,1549575.0,1549575.0,287.0,3152.0,3152.0,,,
2006-09-01,80298.0,857200.0,857200.0,445.0,4617.0,4617.0,,,
2006-10-01,103863.0,1064150.0,1064150.0,622.0,6196.0,6196.0,,,
2006-11-01,129174.0,1380325.0,1380325.0,265.0,2753.0,2753.0,,,
2006-12-01,110281.0,957327.0,957327.0,233.0,2337.0,2337.0,,,
2007-01-01,138396.291,1393100.0,1393100.0,313.709,3158.0,3158.0,,,
2007-02-01,145341.596,1491525.0,1491525.0,189.404,1944.0,1944.0,,,
2007-03-01,155918.222,1586725.0,1586725.0,95.778,975.0,975.0,,,
2007-04-01,148234.595,1673500.0,1673500.0,93.405,1055.0,1055.0,,,
2007-05-01,129794.301,1508525.0,1508525.0,271.699,3158.0,3158.0,,,
2007-06-01,146019.199,1731400.0,1731400.0,54.801,650.0,650.0,,,
2007-07-01,148170.958,1688600.0,1688600.0,128.042,1459.0,1459.0,,,
2007-08-01,147392.567,2020950.0,2020950.0,138.433,1898.0,1898.0,,,
2007-09-01,143364.375,1643025.0,1643025.0,70.625,809.0,809.0,,,
2007-10-01,70988.811,736301.0,736301.0,209.18900000000002,2170.0,2170.0,,,
2007-11-01,20367.443,252370.0,252370.0,539.557,6686.0,6686.0,,,
2007-12-01,67233.141,718927.0,718927.0,703.859,7526.0,7526.0,,,
2008-01-01,155443.296,1654196.0,1654196.0,196.704,2093.0,2093.0,,,
2008-02-01,136722.96600000001,1451507.0,1451507.0,134.03400000000002,1423.0,1423.0,,,
2008-03-01,133051.976,1413048.0,1413048.0,382.024,4057.0,4057.0,,,
2008-04-01,87566.956,940839.0,940839.0,342.04400000000004,3675.0,3675.0,,,
2008-05-01,72730.786,827006.0,827006.0,535.214,6086.0,6086.0,,,
2008-06-01,106116.224,1181357.0,1181357.0,698.7760000000001,7779.0,7779.0,,,
2008-07-01,114205.792,1288478.0,1288478.0,780.2080000000001,8802.0,8802.0,,,
2008-08-01,75589.216,839214.0,839214.0,857.784,9523.0,9523.0,,,
2008-09-01,64626.109,730395.0,730395.0,407.891,4610.0,4610.0,,,
2008-10-01,43940.03,441325.0,441325.0,571.97,5745.0,5745.0,,,
2008-11-01,112205.878,1164614.0,1164614.0,414.122,4298.0,4298.0,,,
2008-12-01,89730.632,975045.0,975045.0,419.368,4557.0,4557.0,,,
2009-01-01,148197.574,1630051.0,1630051.0,153.42600000000002,1688.0,1688.0,,,
2009-02-01,113070.295,1214570.0,1214570.0,198.705,2134.0,2134.0,,,
2009-03-01,110461.633,1167634.0,1167634.0,374.367,3957.0,3957.0,,,
2009-04-01,96644.962,979922.0,979922.0,149.038,1511.0,1511.0,,,
2009-05-01,73090.331,738296.0,738296.0,316.66900000000004,3199.0,3199.0,,,
2009-06-01,92622.078,974273.0,974273.0,311.922,3281.0,3281.0,,,
2009-07-01,88088.325,921994.0,921994.0,351.675,3681.0,3681.0,,,
2009-08-01,104655.959,1098547.0,1098547.0,261.041,2740.0,2740.0,,,
2009-09-01,33768.738,353385.0,353385.0,329.262,3446.0,3446.0,,,
2009-10-01,5966.216,73229.0,73229.0,130.78400000000002,1605.0,1605.0,,,
2009-11-01,18536.735,236331.0,236331.0,163.265,2082.0,2082.0,,,
2009-12-01,33666.275,417953.0,417953.0,112.725,1399.0,1399.0,,,
2010-01-01,44227.498,547389.0,547389.0,9.502,118.0,118.0,,,
2010-02-01,41752.049,522419.0,522419.0,414.951,5192.0,5192.0,,,
2010-03-01,72610.831,785892.0,785892.0,523.169,5662.0,5662.0,,,
2010-04-01,65163.937,683328.0,683328.0,416.06300000000005,4363.0,4363.0,,,
2010-05-01,75671.837,820430.0,820430.0,367.163,3981.0,3981.0,,,
2010-06-01,119301.458,1327158.0,1327158.0,176.542,1964.0,1964.0,,,
2010-07-01,136576.845,1535428.0,1535428.0,151.155,1699.0,1699.0,,,
2010-08-01,109416.00200000001,1230276.0,1230276.0,432.99800000000005,4869.0,4869.0,,,
2010-09-01,74219.00200000001,829180.0,829180.0,379.998,4245.0,4245.0,,,
2010-10-01,35366.598,368180.0,368180.0,356.40200000000004,3710.0,3710.0,,,
2010-11-01,82809.116,841707.0,841707.0,212.88400000000001,2164.0,2164.0,,,
2010-12-01,123538.245,1292475.0,1292475.0,364.755,3816.0,3816.0,,,
2011-01-01,132566.17,1408710.0,1408710.0,179.834,1911.0,1911.0,,,
2011-02-01,65148.507,699219.0,699219.0,257.493,2764.0,2764.0,,,
2011-03-01,60838.934,632653.0,632653.0,480.066,4992.0,4992.0,,,
2011-04-01,77623.564,819748.0,819748.0,347.436,3669.0,3669.0,,,
2011-05-01,69187.022,736620.0,736620.0,527.978,5621.0,5621.0,,,
2011-06-01,78996.116,886512.0,886512.0,259.884,2916.0,2916.0,,,
2011-07-01,102908.7,1173007.0,1173007.0,351.298,4004.0,4004.0,,,
2011-08-01,72712.509,800615.0,800615.0,172.491,1899.0,1899.0,,,
2011-09-01,50068.162,548473.0,548473.0,245.838,2693.0,2693.0,,,
2011-10-01,49307.803,529589.0,529589.0,475.197,5104.0,5104.0,,,
2011-11-01,52013.087,544129.0,544129.0,193.913,2029.0,2029.0,,,
2011-12-01,2697.356,38707.0,38707.0,396.644,5692.0,5692.0,,,
2012-01-01,15951.598,177684.0,177684.0,651.402,7256.0,7256.0,,,
2012-02-01,34856.384,376480.0,376480.0,479.616,5180.0,5180.0,,,
2012-03-01,25364.513,286636.0,286636.0,268.487,3034.0,3034.0,,,
2012-04-01,10798.638,120347.0,120347.0,255.362,2846.0,2846.0,,,
2012-05-01,11391.342,125120.0,125120.0,229.658,2523.0,2523.0,,,
2012-06-01,27426.366,305082.0,305082.0,584.634,6503.0,6503.0,,,
2012-07-01,94066.331,1061348.0,1061348.0,287.669,3246.0,3246.0,,,
2012-08-01,50518.272,587955.0,587955.0,360.728,4198.0,4198.0,,,
2012-09-01,13944.851,164779.0,164779.0,73.149,864.0,864.0,,,
2012-10-01,9985.472,109325.0,109325.0,181.528,1987.0,1987.0,,,
2012-11-01,32881.575,358551.0,358551.0,617.425,6733.0,6733.0,,,
2012-12-01,20263.4,220687.0,220687.0,427.6,4657.0,4657.0,,,
2013-01-01,67478.503,713589.0,713589.0,456.497,4827.0,4827.0,,,
2013-02-01,65945.265,699511.0,699511.0,420.735,4463.0,4463.0,,,
2013-03-01,80777.579,850279.0,850279.0,585.421,6162.0,6162.0,,,
2013-04-01,6539.392,77792.0,77792.0,163.608,1946.0,1946.0,,,
2013-05-01,8199.104,105205.0,105205.0,121.896,1564.0,1564.0,,,
2013-06-01,64416.858,719448.0,719448.0,470.142,5251.0,5251.0,,,
2013-07-01,87004.876,919054.0,919054.0,630.124,6656.0,6656.0,,,
2013-08-01,74130.74,831712.0,831712.0,582.26,6533.0,6533.0,,,
2013-09-01,24465.96,393430.0,393430.0,106.04,1705.0,1705.0,,,
2013-10-01,0.0,0.0,0.0,0.0,1088.0,1088.0,,,
2013-11-01,0.0,0.0,0.0,0.0,1064.0,1064.0,,,
2013-12-01,0.0,0.0,0.0,0.0,1929.0,1929.0,,,
2014-01-01,0.0,0.0,0.0,0.0,3058.0,3058.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,0.0,2487.0,2487.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,11.958,141.0,141.0,6228.042,73499.0,73499.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,30757.0,328978.0,328978.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,27829.0,345889.0,345889.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,44875.0,531192.0,531192.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,56903.0,652931.0,652931.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,47143.0,533391.0,533391.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,33999.0,409916.0,409916.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,56005.0,588644.0,588644.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,27743.0,331701.0,331701.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,32671.0,388777.0,388777.0
2015-01-01,,,,0.0,0.0,0.0,63591.0,691842.0,691842.0
2015-02-01,,,,0.0,0.0,0.0,67095.0,718118.0,718118.0
2015-03-01,,,,0.0,0.0,0.0,8443.0,92905.0,92905.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,,,,0.0,0.0,0.0,3595.0,43945.0,43945.0
2015-06-01,,,,0.0,0.0,0.0,24119.0,274658.0,274658.0
2015-07-01,,,,0.0,0.0,0.0,17101.0,198552.0,198552.0
2015-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,,,,0.0,0.0,0.0,13542.0,147406.0,147406.0
2015-11-01,,,,0.0,0.0,0.0,0.0,124.0,124.0
2015-12-01,,,,0.0,0.0,0.0,17093.0,183970.0,183970.0
2016-01-01,,,,0.0,0.0,0.0,9555.0,98023.0,98023.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,13042.0,139832.0,139832.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,59543.0,630122.0,630122.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,95267.0,1024847.0,1024847.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,21744.0,240509.0,240509.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,62829.0,680780.0,680780.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,46055.0,515725.0,515725.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,48074.0,516178.0,516178.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,32586.0,350807.0,350807.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3617.0,41727.0,41727.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,8748.0,97509.0,97509.0
2017-01-01,,,,0.0,0.0,0.0,2154.0,27493.0,27493.0
2017-02-01,,,,0.0,0.0,0.0,0.0,146.0,146.0
2017-03-01,,,,0.0,0.0,0.0,6918.0,74826.0,74826.0
2017-04-01,,,,0.0,0.0,0.0,15044.0,156759.0,156759.0
2017-05-01,,,,0.0,0.0,0.0,16118.0,176371.0,176371.0
2017-06-01,,,,0.0,0.0,0.0,11533.0,136642.0,136642.0
2017-07-01,,,,0.0,0.0,0.0,22815.0,253006.0,253006.0
2017-08-01,,,,0.0,0.0,0.0,2907.0,32713.0,32713.0
2017-09-01,,,,0.0,0.0,0.0,26946.0,284392.0,284392.0
2017-10-01,,,,0.0,0.0,0.0,19300.0,199016.0,199016.0
2017-11-01,,,,0.0,0.0,0.0,0.0,110.0,110.0
2017-12-01,,,,0.0,0.0,0.0,0.0,73.0,73.0
2018-01-01,,,,0.0,0.0,0.0,13771.0,159887.0,159887.0
2018-02-01,,,,0.0,0.0,0.0,312.0,5237.0,5237.0
2018-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
