measured_on,"Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2014-01-01,379.157,4574.0,4574.0
2014-02-01,444.868,5366.0,5366.0
2014-03-01,475.959,5742.0,5742.0
2014-04-01,537.577,6485.0,6485.0
2014-05-01,467.866,5644.0,5644.0
2014-06-01,475.109,5732.0,5732.0
2014-07-01,483.9,5837.0,5837.0
2014-08-01,461.591,5568.0,5568.0
2014-09-01,406.166,4899.0,4899.0
2014-10-01,463.759,5594.0,5594.0
2014-11-01,692.234,8351.0,8351.0
2014-12-01,512.434,6182.0,6182.0
2015-01-01,446.174,11156.0,11156.0
2015-02-01,411.622,10293.0,10293.0
2015-03-01,509.175,12732.0,12732.0
2015-04-01,535.315,13386.0,13386.0
2015-05-01,505.641,12644.0,12644.0
2015-06-01,481.324,12035.0,12035.0
2015-07-01,484.456,12114.0,12114.0
2015-08-01,490.328,12261.0,12261.0
2015-09-01,494.887,12375.0,12375.0
2015-10-01,525.245,13134.0,13134.0
2015-11-01,427.364,10687.0,10687.0
2015-12-01,488.469,12215.0,12215.0
2016-01-01,485.049,5734.0,5734.0
2016-02-01,502.295,5937.0,5937.0
2016-03-01,631.445,7464.0,7464.0
2016-04-01,521.975,6170.0,6170.0
2016-05-01,588.513,6956.0,6956.0
2016-06-01,523.98,6194.0,6194.0
2016-07-01,497.355,5879.0,5879.0
2016-08-01,553.47,6542.0,6542.0
2016-09-01,473.558,5597.0,5597.0
2016-10-01,472.767,5588.0,5588.0
2016-11-01,505.48,5975.0,5975.0
2016-12-01,483.113,5710.0,5710.0
2017-01-01,430.831,5566.0,5566.0
2017-02-01,397.049,5129.0,5129.0
2017-03-01,441.304,5701.0,5701.0
2017-04-01,424.251,5480.0,5480.0
2017-05-01,418.7,5409.0,5409.0
2017-06-01,356.496,4605.0,4605.0
2017-07-01,357.454,4618.0,4618.0
2017-08-01,342.31,4422.0,4422.0
2017-09-01,397.342,5133.0,5133.0
2017-10-01,382.834,4945.0,4945.0
2017-11-01,396.462,5121.0,5121.0
2017-12-01,467.967,6045.0,6045.0
2018-01-01,590.361,7016.0,7016.0
2018-02-01,511.623,6080.0,6080.0
2018-03-01,584.616,6948.0,6948.0
2018-04-01,589.086,7001.0,7001.0
2018-05-01,563.318,6694.0,6694.0
2018-06-01,466.323,5542.0,5542.0
2018-07-01,469.697,5582.0,5582.0
2018-08-01,463.045,5503.0,5503.0
2018-09-01,470.343,5590.0,5590.0
2018-10-01,520.211,6182.0,6182.0
2018-11-01,508.809,6047.0,6047.0
2018-12-01,425.568,5057.0,5057.0
