measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2003-01-01,190.0,1945.79,1945.79
2003-02-01,739.0,7568.1,7568.1
2003-03-01,1425.0,14593.43,14593.43
2003-04-01,4289.0,43923.65,43923.65
2003-05-01,3621.0,37082.66,37082.66
2003-06-01,3944.0,40390.5,40390.5
2003-07-01,2190.0,22427.79,22427.79
2003-08-01,1549.0,15863.31,15863.31
2003-09-01,1108.0,11347.03,11347.03
2003-10-01,1021.0,10456.06,10456.06
2003-11-01,696.0,7127.74,7127.74
2003-12-01,672.0,6881.95,6881.95
2004-01-01,654.6370000000001,6560.77,6560.77
2004-02-01,1017.238,10194.76,10194.76
2004-03-01,1447.895,14510.8,14510.8
2004-04-01,2009.284,20137.04,20137.04
2004-05-01,3189.0550000000003,31960.71,31960.71
2004-06-01,3434.891,34424.48,34424.48
2004-07-01,2959.348,29658.59,29658.59
2004-08-01,2473.918,24793.61,24793.61
2004-09-01,1804.193,18081.62,18081.62
2004-10-01,1303.7240000000002,13065.92,13065.92
2004-11-01,781.07,7827.88,7827.88
2004-12-01,590.748,5920.48,5920.48
2005-01-01,1630.261,16300.98,16300.98
2005-02-01,1220.64,12205.18,12205.18
2005-03-01,2151.464,21512.49,21512.49
2005-04-01,2450.321,24500.76,24500.76
2005-05-01,2524.071,25238.19,25238.19
2005-06-01,2819.447,28191.65,28191.65
2005-07-01,2259.201,22589.75,22589.75
2005-08-01,1749.2520000000002,17490.78,17490.78
2005-09-01,2077.116,20769.08,20769.08
2005-10-01,1908.784,19085.93,19085.93
2005-11-01,1689.9630000000002,16897.94,16897.94
2005-12-01,1677.479,16773.12,16773.12
2006-01-01,1642.5020000000002,16292.0,16292.0
2006-02-01,1305.4270000000001,12949.0,12949.0
2006-03-01,1825.3310000000001,18105.0,18105.0
2006-04-01,1961.0520000000001,19452.0,19452.0
2006-05-01,2003.815,19876.0,19876.0
2006-06-01,1857.9460000000001,18429.0,18429.0
2006-07-01,1719.902,17060.0,17060.0
2006-08-01,1442.48,14308.0,14308.0
2006-09-01,1581.346,15685.0,15685.0
2006-10-01,1959.053,19432.0,19432.0
2006-11-01,1931.702,19161.0,19161.0
2006-12-01,1745.443,17313.0,17313.0
2007-01-01,891.6410000000001,8813.0,8813.0
2007-02-01,1177.6290000000001,11640.0,11640.0
2007-03-01,1699.257,16795.0,16795.0
2007-04-01,2345.252,23180.0,23180.0
2007-05-01,2806.101,27736.0,27736.0
2007-06-01,2802.838,27703.0,27703.0
2007-07-01,2585.2560000000003,25553.0,25553.0
2007-08-01,2298.74,22721.0,22721.0
