measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-01-01,223.724,1979.0,1979.0
2021-02-01,185.284,1639.0,1639.0
2021-03-01,399.531,3533.0,3533.0
2021-04-01,409.571,3622.0,3622.0
2021-05-01,413.332,3656.0,3656.0
2021-06-01,408.448,3612.0,3612.0
2021-07-01,369.699,3270.0,3270.0
2021-08-01,389.167,3442.0,3442.0
2021-09-01,395.668,3499.0,3499.0
2021-10-01,291.726,2580.0,2580.0
2021-11-01,276.173,2442.0,2442.0
2021-12-01,177.677,1571.0,1571.0
2022-01-01,179.973,614.0,614.0
2022-02-01,212.351,725.0,725.0
2022-03-01,325.964,1112.0,1112.0
2022-04-01,389.932,1330.0,1330.0
2022-05-01,360.939,1232.0,1232.0
2022-06-01,419.225,1430.0,1430.0
2022-07-01,375.845,1282.0,1282.0
2022-08-01,373.138,1273.0,1273.0
2022-09-01,344.207,1174.0,1174.0
2022-10-01,270.496,923.0,923.0
2022-11-01,252.977,863.0,863.0
2022-12-01,204.953,699.0,699.0
2023-01-01,113.0,386.0,386.0
2023-02-01,204.0,696.0,696.0
2023-03-01,334.0,1140.0,1140.0
2023-04-01,366.0,1249.0,1249.0
2023-05-01,397.0,1355.0,1355.0
2023-06-01,357.0,1218.0,1218.0
2023-07-01,399.0,1361.0,1361.0
2023-08-01,377.0,1286.0,1286.0
2023-09-01,222.0,757.0,757.0
2023-10-01,198.0,676.0,676.0
2023-11-01,254.0,867.0,867.0
2023-12-01,150.0,512.0,512.0
2024-01-01,128.0,437.0,437.0
2024-02-01,296.0,1010.0,1010.0
2024-03-01,333.0,1136.0,1136.0
2024-04-01,331.0,1129.0,1129.0
2024-05-01,341.0,1163.0,1163.0
2024-06-01,414.0,1413.0,1413.0
2024-07-01,399.0,1361.0,1361.0
2024-08-01,380.0,1297.0,1297.0
2024-09-01,288.0,983.0,983.0
2024-10-01,378.0,1290.0,1290.0
2024-11-01,254.0,867.0,867.0
2024-12-01,204.0,696.0,696.0
