measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,1643.498,18175.0,18175.0
2011-06-01,1570.606,17369.0,17369.0
2011-07-01,1428.375,15797.0,15797.0
2011-08-01,1644.297,18185.0,18185.0
2011-09-01,1573.34,17400.0,17400.0
2011-10-01,1918.878,21221.0,21221.0
2011-11-01,2448.205,27075.0,27075.0
2011-12-01,2256.801,24958.0,24958.0
2012-01-01,2517.541,29488.0,29488.0
2012-02-01,1651.801,19348.0,19348.0
2012-03-01,2788.059,32657.0,32657.0
2012-04-01,1723.123,20183.0,20183.0
2012-05-01,1547.317,18124.0,18124.0
2012-06-01,725.45,8498.0,8498.0
2012-07-01,1511.45,17704.0,17704.0
2012-08-01,1740.333,20385.0,20385.0
2012-09-01,1677.976,19655.0,19655.0
2012-10-01,2158.594,25284.0,25284.0
2012-11-01,2489.045,29155.0,29155.0
2012-12-01,2751.311,32227.0,32227.0
2013-01-01,2394.956,24115.0,24115.0
2013-02-01,2388.004,24046.0,24046.0
2013-03-01,2699.883,27186.0,27186.0
2013-04-01,1623.198,16344.0,16344.0
2013-05-01,1426.99,14369.0,14369.0
2013-06-01,1153.558,11615.0,11615.0
2013-07-01,1497.816,15082.0,15082.0
2013-08-01,1579.584,15905.0,15905.0
2013-09-01,1470.552,14808.0,14808.0
2013-10-01,872.486,8785.0,8785.0
2013-11-01,1946.196,19597.0,19597.0
2013-12-01,1860.777,18737.0,18737.0
2014-01-01,1711.496,19597.0,19597.0
2014-02-01,2274.043,26038.0,26038.0
2014-03-01,2326.357,26636.0,26636.0
2014-04-01,2310.472,26454.0,26454.0
2014-05-01,1778.825,20367.0,20367.0
2014-06-01,992.911,11369.0,11369.0
2014-07-01,1586.467,18165.0,18165.0
2014-08-01,1033.171,11829.0,11829.0
2014-09-01,940.811,10772.0,10772.0
2014-10-01,975.745,11172.0,11172.0
2014-11-01,1675.263,19182.0,19182.0
2014-12-01,1786.439,20454.0,20454.0
2015-01-01,1531.289,16498.0,16498.0
2015-02-01,1797.576,19367.0,19367.0
2015-03-01,1413.583,15230.0,15230.0
2015-04-01,1589.889,17129.0,17129.0
2015-05-01,1802.988,19425.0,19425.0
2015-06-01,1966.282,21185.0,21185.0
2015-07-01,1958.4,21100.0,21100.0
2015-08-01,1254.424,13515.0,13515.0
2015-09-01,1318.945,14210.0,14210.0
2015-10-01,1068.531,11512.0,11512.0
2015-11-01,1721.549,18548.0,18548.0
2015-12-01,2084.544,22459.0,22459.0
2016-01-01,836.72,13382.0,13382.0
2016-02-01,986.48,15777.0,15777.0
2016-03-01,1589.8,25426.0,25426.0
