measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2019-07-01,984.076,8763.0,8763.0
2019-08-01,876.332,7804.0,7804.0
2019-09-01,799.15,7116.0,7116.0
2019-10-01,633.668,5643.0,5643.0
2019-11-01,545.712,4860.0,4860.0
2019-12-01,484.062,4311.0,4311.0
2020-01-01,645.731,5661.0,5661.0
2020-02-01,663.618,5818.0,5818.0
2020-03-01,848.833,7442.0,7442.0
2020-04-01,1152.937,10108.0,10108.0
2020-05-01,1153.854,10116.0,10116.0
2020-06-01,1122.556,9841.0,9841.0
2020-07-01,1255.664,11008.0,11008.0
2020-08-01,1008.246,8839.0,8839.0
2020-09-01,853.902,7486.0,7486.0
2020-10-01,865.707,7590.0,7590.0
2020-11-01,724.045,6348.0,6348.0
2020-12-01,611.907,5365.0,5365.0
2021-01-01,538.325,4761.0,4761.0
2021-02-01,525.871,4651.0,4651.0
2021-03-01,862.684,7630.0,7630.0
2021-04-01,1159.21,10252.0,10252.0
2021-05-01,1168.198,10332.0,10332.0
2021-06-01,1076.149,9517.0,9517.0
2021-07-01,1162.786,10284.0,10284.0
2021-08-01,1059.789,9373.0,9373.0
2021-09-01,991.363,8768.0,8768.0
2021-10-01,813.968,7199.0,7199.0
2021-11-01,765.459,6770.0,6770.0
2021-12-01,559.198,4946.0,4946.0
2022-01-01,642.426,2192.0,2192.0
2022-02-01,716.847,2446.0,2446.0
2022-03-01,934.711,3189.0,3189.0
2022-04-01,1213.304,4140.0,4140.0
2022-05-01,1150.067,3924.0,3924.0
2022-06-01,1215.411,4147.0,4147.0
2022-07-01,1082.083,3692.0,3692.0
2022-08-01,1052.611,3592.0,3592.0
2022-09-01,985.488,3362.0,3362.0
2022-10-01,826.285,2819.0,2819.0
2022-11-01,645.272,2202.0,2202.0
2022-12-01,505.495,1725.0,1725.0
2023-01-01,491.0,1675.0,1675.0
2023-02-01,545.0,1860.0,1860.0
2023-03-01,740.0,2525.0,2525.0
2023-04-01,838.0,2859.0,2859.0
2023-05-01,924.0,3153.0,3153.0
2023-06-01,924.0,3153.0,3153.0
2023-07-01,930.0,3173.0,3173.0
2023-08-01,853.0,2910.0,2910.0
2023-09-01,703.0,2399.0,2399.0
2023-10-01,648.0,2211.0,2211.0
2023-11-01,500.0,1706.0,1706.0
2023-12-01,432.0,1474.0,1474.0
2024-01-01,479.0,1634.0,1634.0
2024-02-01,532.0,1815.0,1815.0
2024-03-01,722.0,2463.0,2463.0
2024-04-01,818.0,2791.0,2791.0
2024-05-01,901.0,3074.0,3074.0
2024-06-01,901.0,3074.0,3074.0
2024-07-01,908.0,3098.0,3098.0
2024-08-01,832.0,2839.0,2839.0
2024-09-01,686.0,2341.0,2341.0
2024-10-01,632.0,2156.0,2156.0
2024-11-01,488.0,1665.0,1665.0
2024-12-01,422.0,1440.0,1440.0
