measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2005-05-01,0.328,6.85,6.85,153.787,2108.14,2108.14
2005-06-01,0.42600000000000005,8.89,8.89,199.601,2736.16,2736.16
2005-07-01,0.433,9.05,9.05,203.169,2785.08,2785.08
2005-08-01,0.509,10.63,10.63,238.674,3271.79,3271.79
2005-09-01,0.333,6.96,6.96,156.238,2141.75,2141.75
2005-10-01,0.37,7.73,7.73,173.505,2378.44,2378.44
2005-11-01,0.298,6.21,6.21,139.483,1912.06,1912.06
2005-12-01,0.629,13.14,13.14,294.933,4043.0,4043.0
2006-01-01,5.406000000000001,96.0,96.0,183.573,3042.0,3042.0
2006-02-01,2.829,50.0,50.0,96.058,1592.0,1592.0
2006-03-01,2.3760000000000003,42.0,42.0,80.69,1337.0,1337.0
2006-04-01,4.5520000000000005,81.0,81.0,154.56400000000002,2561.0,2561.0
2006-05-01,4.255,76.0,76.0,144.479,2394.0,2394.0
2006-06-01,3.867,69.0,69.0,131.321,2176.0,2176.0
2006-07-01,5.602,100.0,100.0,190.222,3152.0,3152.0
2006-08-01,5.434,97.0,97.0,184.514,3058.0,3058.0
2006-09-01,2.496,44.0,44.0,84.769,1405.0,1405.0
2006-10-01,2.637,47.0,47.0,89.543,1484.0,1484.0
2006-11-01,3.105,55.0,55.0,105.44,1747.0,1747.0
2006-12-01,3.4410000000000003,61.0,61.0,116.82900000000001,1936.0,1936.0
2007-01-01,0.9710000000000001,23.0,23.0,86.405,1508.0,1508.0
2007-02-01,0.752,17.0,17.0,66.915,1166.0,1166.0
2007-03-01,1.487,29.0,29.0,132.324,2308.0,2308.0
2007-04-01,0.904,17.0,17.0,80.48700000000001,1404.0,1404.0
2007-05-01,0.8340000000000001,17.0,17.0,74.257,1293.0,1293.0
2007-06-01,0.8160000000000001,17.0,17.0,72.596,1264.0,1264.0
2007-07-01,1.204,23.0,23.0,107.197,1873.0,1873.0
2007-08-01,1.52,35.0,35.0,135.31300000000002,2361.0,2361.0
2007-09-01,1.2630000000000001,29.0,29.0,112.403,1960.0,1960.0
2007-10-01,1.525,35.0,35.0,135.745,2366.0,2366.0
2007-11-01,1.119,23.0,23.0,99.584,1740.0,1740.0
2007-12-01,1.604,35.0,35.0,142.774,2494.0,2494.0
2008-01-01,0.891,17.0,17.0,185.876,2859.0,2859.0
2008-02-01,0.8160000000000001,12.0,12.0,170.137,2627.0,2627.0
2008-03-01,0.546,12.0,12.0,113.845,1757.0,1757.0
2008-04-01,0.551,12.0,12.0,114.88300000000001,1775.0,1775.0
2008-05-01,0.5760000000000001,12.0,12.0,120.17500000000001,1856.0,1856.0
2008-06-01,0.386,6.0,6.0,80.504,1241.0,1241.0
2008-07-01,0.401,6.0,6.0,83.65,1293.0,1293.0
2008-08-01,0.397,6.0,6.0,82.78200000000001,1276.0,1276.0
2008-09-01,0.41400000000000003,6.0,6.0,86.375,1334.0,1334.0
2008-10-01,0.47100000000000003,6.0,6.0,98.33200000000001,1520.0,1520.0
2008-11-01,0.5750000000000001,12.0,12.0,119.92200000000001,1850.0,1850.0
2008-12-01,0.9760000000000001,17.0,17.0,203.519,3144.0,3144.0
2009-01-01,6.227,110.0,110.0,1549.9660000000001,16344.0,16344.0
2009-02-01,4.57,81.0,81.0,1137.567,11994.0,11994.0
2009-03-01,4.746,81.0,81.0,1181.55,12458.0,12458.0
2009-04-01,4.877000000000001,87.0,87.0,1214.018,12801.0,12801.0
2009-05-01,2.924,52.0,52.0,727.831,7673.0,7673.0
2009-06-01,2.871,52.0,52.0,714.7330000000001,7534.0,7534.0
2009-07-01,3.237,58.0,58.0,805.794,8497.0,8497.0
2009-08-01,3.22,58.0,58.0,801.618,8451.0,8451.0
2009-09-01,2.145,35.0,35.0,533.9830000000001,5632.0,5632.0
2009-10-01,2.125,35.0,35.0,529.0840000000001,5580.0,5580.0
2009-11-01,4.04,70.0,70.0,1005.706,10602.0,10602.0
2009-12-01,4.098,70.0,70.0,1020.15,10753.0,10753.0
2010-01-01,484.21500000000003,6322.0,6322.0,36.883,655.0,655.0
2010-02-01,384.718,5017.0,5017.0,29.305,516.0,516.0
2010-03-01,340.52,4443.0,4443.0,25.938000000000002,458.0,458.0
2010-04-01,301.476,3932.0,3932.0,22.964000000000002,406.0,406.0
2010-05-01,250.692,3271.0,3271.0,19.096,336.0,336.0
2010-06-01,196.788,2569.0,2569.0,14.99,267.0,267.0
2010-07-01,225.77700000000002,2946.0,2946.0,17.198,302.0,302.0
2010-08-01,230.187,3004.0,3004.0,17.534000000000002,307.0,307.0
2010-09-01,210.769,2749.0,2749.0,16.055,284.0,284.0
2010-10-01,252.65,3294.0,3294.0,19.245,342.0,342.0
2010-11-01,287.766,3753.0,3753.0,21.92,389.0,389.0
2010-12-01,523.442,6832.0,6832.0,39.872,708.0,708.0
2011-01-01,5.638,110.0,110.0,874.485,10556.0,10556.0
2011-02-01,5.034,93.0,93.0,780.953,9419.0,9419.0
2011-03-01,4.407,81.0,81.0,683.715,8248.0,8248.0
2011-04-01,2.856,52.0,52.0,442.987,5342.0,5342.0
2011-05-01,2.993,58.0,58.0,464.288,5603.0,5603.0
2011-06-01,2.781,52.0,52.0,431.36,5203.0,5203.0
2011-07-01,2.938,52.0,52.0,455.839,5498.0,5498.0
2011-08-01,2.652,46.0,46.0,411.431,4965.0,4965.0
2011-09-01,2.939,52.0,52.0,455.955,5498.0,5498.0
2011-10-01,5.196,99.0,99.0,806.082,9727.0,9727.0
2011-11-01,4.811,87.0,87.0,746.314,9002.0,9002.0
2011-12-01,4.755,87.0,87.0,737.591,8897.0,8897.0
2012-01-01,2.765,74.0,74.0,486.85,6374.0,6374.0
2012-02-01,1.631,37.0,37.0,287.143,3751.0,3751.0
2012-03-01,2.474,56.0,56.0,435.507,5692.0,5692.0
2012-04-01,1.566,37.0,37.0,275.757,3602.0,3602.0
2012-05-01,1.96,43.0,43.0,345.07,4514.0,4514.0
2012-06-01,1.6,37.0,37.0,281.589,3683.0,3683.0
2012-07-01,2.501,56.0,56.0,440.284,5754.0,5754.0
2012-08-01,2.331,56.0,56.0,410.261,5363.0,5363.0
2012-09-01,2.17,50.0,50.0,381.938,4991.0,4991.0
2012-10-01,1.612,37.0,37.0,283.698,3708.0,3708.0
2012-11-01,1.728,37.0,37.0,304.264,3980.0,3980.0
2012-12-01,2.662,62.0,62.0,468.639,6126.0,6126.0
2013-01-01,82.947,1542.0,1542.0,504.161,7459.0,7459.0
2013-02-01,57.23,1066.0,1066.0,347.852,5153.0,5153.0
2013-03-01,57.888,1078.0,1078.0,351.852,5211.0,5211.0
2013-04-01,66.772,1246.0,1246.0,405.847,6010.0,6010.0
2013-05-01,67.294,1252.0,1252.0,409.02,6057.0,6057.0
2013-06-01,48.327,898.0,898.0,293.734,4347.0,4347.0
2013-07-01,45.758,852.0,852.0,278.123,4121.0,4121.0
2013-08-01,45.147,840.0,840.0,274.409,4063.0,4063.0
2013-09-01,52.985,985.0,985.0,322.048,4770.0,4770.0
2013-10-01,50.986,951.0,951.0,309.898,4590.0,4590.0
2013-11-01,66.457,1240.0,1240.0,403.93,5981.0,5981.0
2013-12-01,75.209,1403.0,1403.0,457.126,6770.0,6770.0
2014-01-01,3.007,46.0,46.0,205.049,3350.0,3350.0
2014-02-01,2.852,52.0,52.0,194.555,3176.0,3176.0
2014-03-01,2.784,52.0,52.0,189.921,3101.0,3101.0
2014-04-01,2.616,46.0,46.0,178.444,2910.0,2910.0
2014-05-01,2.209,41.0,41.0,150.667,2458.0,2458.0
2014-06-01,1.317,23.0,23.0,89.805,1466.0,1466.0
2014-07-01,2.328,41.0,41.0,158.766,2591.0,2591.0
2014-08-01,1.873,35.0,35.0,127.738,2087.0,2087.0
2014-09-01,2.203,41.0,41.0,150.289,2452.0,2452.0
2014-10-01,2.913,52.0,52.0,198.668,3240.0,3240.0
2014-11-01,2.129,41.0,41.0,145.212,2371.0,2371.0
2014-12-01,2.769,46.0,46.0,188.886,3083.0,3083.0
2015-01-01,1.65,52.0,52.0,228.625,2979.0,2979.0
2015-02-01,1.455,35.0,35.0,201.63,2631.0,2631.0
2015-03-01,1.464,35.0,35.0,202.835,2649.0,2649.0
2015-04-01,1.516,41.0,41.0,210.063,2742.0,2742.0
2015-05-01,1.218,29.0,29.0,168.821,2202.0,2202.0
2015-06-01,1.214,29.0,29.0,168.192,2197.0,2197.0
2015-07-01,1.261,29.0,29.0,174.782,2278.0,2278.0
2015-08-01,1.432,35.0,35.0,198.433,2591.0,2591.0
2015-09-01,1.29,35.0,35.0,178.713,2330.0,2330.0
2015-10-01,1.476,35.0,35.0,204.46,2666.0,2666.0
2015-11-01,1.032,23.0,23.0,142.961,1866.0,1866.0
2015-12-01,0.992,23.0,23.0,137.485,1791.0,1791.0
2016-01-01,409.06,4469.0,4469.0,0.405,17.0,17.0
2016-02-01,453.951,4950.0,4950.0,0.45,12.0,12.0
2016-03-01,429.596,4683.0,4683.0,0.426,12.0,12.0
2016-04-01,351.814,3837.0,3837.0,0.349,6.0,6.0
2016-05-01,320.918,3501.0,3501.0,0.318,6.0,6.0
2016-06-01,322.808,3518.0,3518.0,0.32,6.0,6.0
2016-07-01,270.044,2944.0,2944.0,0.268,6.0,6.0
2016-08-01,353.914,3860.0,3860.0,0.351,6.0,6.0
2016-09-01,360.616,3930.0,3930.0,0.357,12.0,12.0
2016-10-01,414.109,4515.0,4515.0,0.41,12.0,12.0
2016-11-01,577.859,6300.0,6300.0,0.573,12.0,12.0
2016-12-01,780.311,8509.0,8509.0,0.773,17.0,17.0
2017-01-01,0.0,0.0,0.0,127.348,1878.0,1878.0
2017-02-01,0.0,0.0,0.0,102.827,1513.0,1513.0
2017-03-01,0.0,0.0,0.0,118.396,1745.0,1745.0
2017-04-01,0.0,0.0,0.0,109.16,1611.0,1611.0
2017-05-01,0.0,0.0,0.0,109.042,1605.0,1605.0
2017-06-01,0.0,0.0,0.0,115.011,1692.0,1692.0
2017-07-01,0.0,0.0,0.0,117.202,1727.0,1727.0
2017-08-01,0.0,0.0,0.0,121.063,1785.0,1785.0
2017-09-01,0.0,0.0,0.0,120.417,1774.0,1774.0
2017-10-01,0.0,0.0,0.0,122.902,1808.0,1808.0
2017-11-01,0.0,0.0,0.0,108.856,1605.0,1605.0
2017-12-01,0.0,0.0,0.0,110.776,1634.0,1634.0
2018-01-01,888.0,13464.0,13464.0,0.0,0.0,0.0
2018-02-01,,,,0.0,0.0,0.0
2018-03-01,,,,0.0,0.0,0.0
2018-04-01,,,,0.0,0.0,0.0
2018-05-01,,,,0.0,0.0,0.0
2018-06-01,,,,0.0,0.0,0.0
2018-07-01,,,,0.0,0.0,0.0
2018-08-01,,,,0.0,0.0,0.0
2018-09-01,,,,0.0,0.0,0.0
2018-10-01,,,,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0
2019-01-01,,,,220.227,1630.0,1630.0
2019-02-01,,,,244.783,1818.0,1818.0
2019-03-01,,,,242.584,1801.0,1801.0
2019-04-01,,,,222.932,1653.0,1653.0
2019-05-01,,,,242.623,1801.0,1801.0
2019-06-01,,,,208.475,1545.0,1545.0
2019-07-01,,,,237.458,1761.0,1761.0
2019-08-01,,,,262.913,1949.0,1949.0
2019-09-01,,,,312.189,2314.0,2314.0
2019-10-01,,,,328.107,2434.0,2434.0
2019-11-01,,,,249.23,1847.0,1847.0
2019-12-01,,,,332.479,2468.0,2468.0
2020-01-01,,,,587.949,6589.0,6589.0
2020-02-01,,,,381.164,4275.0,4275.0
2020-03-01,,,,384.823,4315.0,4315.0
2020-04-01,,,,369.278,4141.0,4141.0
2020-05-01,,,,312.68,3503.0,3503.0
2020-06-01,,,,393.678,4414.0,4414.0
2020-07-01,,,,513.169,5754.0,5754.0
2020-08-01,,,,525.797,5893.0,5893.0
2020-09-01,,,,334.342,3747.0,3747.0
2020-10-01,,,,400.172,4483.0,4483.0
2020-11-01,,,,310.328,3480.0,3480.0
2020-12-01,,,,307.62,3451.0,3451.0
2021-01-01,,,,278.711,3207.0,3207.0
2021-02-01,,,,308.616,3544.0,3544.0
2021-03-01,,,,333.77,3834.0,3834.0
2021-04-01,,,,320.839,3683.0,3683.0
2021-05-01,,,,166.157,1908.0,1908.0
2021-06-01,,,,223.044,2564.0,2564.0
2021-07-01,,,,217.971,2506.0,2506.0
2021-08-01,,,,314.341,3608.0,3608.0
2021-09-01,,,,407.134,4675.0,4675.0
2021-10-01,,,,404.497,4646.0,4646.0
2021-11-01,,,,315.829,3625.0,3625.0
2021-12-01,,,,351.091,4031.0,4031.0
2022-01-01,,,,904.436,9350.0,9350.0
2022-02-01,,,,745.883,7708.0,7708.0
2022-03-01,,,,863.759,8926.0,8926.0
2022-04-01,,,,767.896,7934.0,7934.0
2022-05-01,,,,719.625,7436.0,7436.0
2022-06-01,,,,876.407,9054.0,9054.0
2022-07-01,,,,798.237,8248.0,8248.0
2022-08-01,,,,536.852,5545.0,5545.0
2022-09-01,,,,628.893,6496.0,6496.0
2022-10-01,,,,705.625,7291.0,7291.0
2022-11-01,,,,669.922,6925.0,6925.0
2022-12-01,,,,911.465,9419.0,9419.0
2023-01-01,,,,904.154,9506.0,9506.0
2023-02-01,,,,701.925,7383.0,7383.0
2023-03-01,,,,662.422,6966.0,6966.0
2023-04-01,,,,783.052,8236.0,8236.0
2023-05-01,,,,773.758,8137.0,8137.0
2023-06-01,,,,666.227,7006.0,7006.0
2023-07-01,,,,630.855,6635.0,6635.0
2023-08-01,,,,656.638,6908.0,6908.0
2023-09-01,,,,569.506,5991.0,5991.0
2023-10-01,,,,646.016,6792.0,6792.0
2023-11-01,,,,814.706,8567.0,8567.0
2023-12-01,,,,894.741,9408.0,9408.0
2024-01-01,,,,372.101,4066.0,4066.0
2024-02-01,,,,335.077,3660.0,3660.0
2024-03-01,,,,403.854,4414.0,4414.0
2024-04-01,,,,425.483,4652.0,4652.0
2024-05-01,,,,249.425,2726.0,2726.0
2024-06-01,,,,445.311,4866.0,4866.0
2024-07-01,,,,261.222,2854.0,2854.0
2024-08-01,,,,377.221,4124.0,4124.0
2024-09-01,,,,250.523,2738.0,2738.0
2024-10-01,,,,397.763,4344.0,4344.0
2024-11-01,,,,389.113,4251.0,4251.0
2024-12-01,,,,330.907,3613.0,3613.0
