measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2016-11-01,21495.0,204112.0,204112.0
2016-12-01,14752.0,151604.0,151604.0
2017-01-01,14634.906,148438.0,148438.0
2017-02-01,11170.523,113301.0,113301.0
2017-03-01,9250.702,93829.0,93829.0
2017-04-01,8263.677,83817.0,83817.0
2017-05-01,10251.872,103983.0,103983.0
2017-06-01,13487.88,136806.0,136806.0
2017-07-01,18393.04,186557.0,186557.0
2017-08-01,20763.174,210598.0,210598.0
2017-09-01,17084.22,173283.0,173283.0
2017-10-01,16179.903,164110.0,164110.0
2017-11-01,14061.584,142625.0,142625.0
2017-12-01,14907.519,151205.0,151205.0
2018-01-01,12057.966,120958.0,120958.0
2018-02-01,10587.165,106204.0,106204.0
2018-03-01,11011.035,110456.0,110456.0
2018-04-01,8286.728,83127.0,83127.0
2018-05-01,7564.61,75883.0,75883.0
2018-06-01,10348.068,103805.0,103805.0
2018-07-01,18057.326,181140.0,181140.0
2018-08-01,16704.638,167571.0,167571.0
2018-09-01,13443.919,134861.0,134861.0
2018-10-01,15027.242,150744.0,150744.0
2018-11-01,13433.77,134759.0,134759.0
2018-12-01,13534.533,135770.0,135770.0
2019-01-01,9745.377,96551.0,96551.0
2019-02-01,9036.028,89523.0,89523.0
2019-03-01,7879.854,78069.0,78069.0
2019-04-01,5529.274,54781.0,54781.0
2019-05-01,4764.652,47205.0,47205.0
2019-06-01,6371.195,63121.0,63121.0
2019-07-01,10043.581,99505.0,99505.0
2019-08-01,11797.386,116880.0,116880.0
2019-09-01,10380.825,102846.0,102846.0
2019-10-01,10632.206,105336.0,105336.0
2019-11-01,10427.419,103308.0,103308.0
2019-12-01,10815.203,107149.0,107149.0
2020-01-01,7685.904,76226.0,76226.0
2020-02-01,6787.383,67315.0,67315.0
2020-03-01,7534.448,74725.0,74725.0
2020-04-01,5328.364,52846.0,52846.0
2020-05-01,5010.107,49689.0,49689.0
2020-06-01,7047.768,69898.0,69898.0
2020-07-01,9859.084,97780.0,97780.0
2020-08-01,12260.459,121596.0,121596.0
2020-09-01,10676.949,105891.0,105891.0
2020-10-01,11088.28,109971.0,109971.0
2020-11-01,8856.923,87841.0,87841.0
2020-12-01,9817.331,97366.0,97366.0
2021-01-01,1199.858,13025.0,13025.0
2021-02-01,2901.995,31502.0,31502.0
2021-03-01,2161.97,23469.0,23469.0
2021-04-01,3870.643,42016.0,42016.0
2021-05-01,3202.012,34758.0,34758.0
2021-06-01,8378.239,90946.0,90946.0
2021-07-01,13752.705,149286.0,149286.0
2021-08-01,6758.325,73361.0,73361.0
2021-09-01,5020.989,54503.0,54503.0
2021-10-01,2514.946,27300.0,27300.0
2021-11-01,7360.42,79897.0,79897.0
2021-12-01,13633.899,147996.0,147996.0
2022-01-01,1582.203,15584.0,15584.0
2022-02-01,1700.315,16747.0,16747.0
2022-03-01,4695.535,46249.0,46249.0
2022-04-01,4713.557,46426.0,46426.0
2022-05-01,11524.204,113508.0,113508.0
2022-06-01,6535.949,64376.0,64376.0
2022-07-01,8546.94,84184.0,84184.0
2022-08-01,15041.333,148150.0,148150.0
2022-09-01,16992.032,167364.0,167364.0
2022-10-01,6728.11,66269.0,66269.0
2022-11-01,2757.723,27163.0,27163.0
2022-12-01,2116.1,20843.0,20843.0
2023-01-01,1328.042,13072.0,13072.0
2023-02-01,3475.647,34212.0,34212.0
2023-03-01,7287.08,71730.0,71730.0
2023-04-01,8102.262,79754.0,79754.0
2023-05-01,7397.571,72818.0,72818.0
2023-06-01,6944.308,68356.0,68356.0
2023-07-01,17770.509,174923.0,174923.0
2023-08-01,10795.176,106262.0,106262.0
2023-09-01,5655.453,55669.0,55669.0
2023-10-01,25928.668,255227.0,255227.0
2023-11-01,1753.476,17260.0,17260.0
2023-12-01,3631.808,35750.0,35750.0
2024-01-01,10380.477,102850.0,102850.0
2024-02-01,1375.499,13629.0,13629.0
2024-03-01,2077.29,20582.0,20582.0
2024-04-01,6745.429,66834.0,66834.0
2024-05-01,456.736,4525.0,4525.0
2024-06-01,3179.691,31505.0,31505.0
2024-07-01,10282.794,101882.0,101882.0
2024-08-01,5332.291,52832.0,52832.0
2024-09-01,8169.494,80944.0,80944.0
2024-10-01,7527.427,74583.0,74583.0
2024-11-01,6428.87,63698.0,63698.0
2024-12-01,3983.002,39464.0,39464.0
