measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2012-01-01,0.0,0.0,0.0,60.736,75.0,75.0
2012-02-01,0.0,0.0,0.0,56.755,69.0,69.0
2012-03-01,0.0,0.0,0.0,60.313,74.0,74.0
2012-04-01,0.0,0.0,0.0,53.931,66.0,66.0
2012-05-01,0.0,0.0,0.0,53.534,65.0,65.0
2012-06-01,0.0,0.0,0.0,68.081,84.0,84.0
2012-07-01,0.0,0.0,0.0,90.264,111.0,111.0
2012-08-01,0.0,0.0,0.0,91.024,112.0,112.0
2012-09-01,0.0,0.0,0.0,78.629,96.0,96.0
2012-10-01,0.0,0.0,0.0,79.545,97.0,97.0
2012-11-01,0.0,0.0,0.0,82.045,100.0,100.0
2012-12-01,0.0,0.0,0.0,70.883,87.0,87.0
2013-01-01,0.0,0.0,0.0,3.52,29.0,29.0
2013-02-01,0.0,0.0,0.0,3.354,27.0,27.0
2013-03-01,0.0,0.0,0.0,3.593,29.0,29.0
2013-04-01,0.0,0.0,0.0,3.383,27.0,27.0
2013-05-01,0.0,0.0,0.0,3.865,31.0,31.0
2013-06-01,0.0,0.0,0.0,3.386,27.0,27.0
2013-07-01,0.0,0.0,0.0,4.47,36.0,36.0
2013-08-01,0.0,0.0,0.0,3.966,32.0,32.0
2013-09-01,0.0,0.0,0.0,3.693,30.0,30.0
2013-10-01,0.0,0.0,0.0,3.31,27.0,27.0
2013-11-01,0.0,0.0,0.0,3.387,27.0,27.0
2013-12-01,0.0,0.0,0.0,3.193,26.0,26.0
2014-01-01,0.0,0.0,0.0,45.328,526.0,629.0
2014-02-01,0.0,0.0,0.0,49.584,575.0,689.0
2014-03-01,0.0,0.0,0.0,52.434,609.0,729.0
2014-04-01,0.0,0.0,0.0,65.582,761.0,911.0
2014-05-01,0.0,0.0,0.0,60.523,702.0,841.0
2014-06-01,0.0,0.0,0.0,67.476,783.0,938.0
2014-07-01,0.0,0.0,0.0,84.316,979.0,1172.0
2014-08-01,0.0,0.0,0.0,80.264,931.0,1115.0
2014-09-01,0.0,0.0,0.0,60.679,704.0,843.0
2014-10-01,0.0,0.0,0.0,53.082,616.0,738.0
2014-11-01,0.0,0.0,0.0,64.273,746.0,893.0
2014-12-01,0.0,0.0,0.0,74.979,870.0,1042.0
2015-01-01,0.0,0.0,0.0,63.004,717.0,6432.0
2015-02-01,0.0,0.0,0.0,44.099,502.0,4500.0
2015-03-01,0.0,0.0,0.0,49.528,563.0,5055.0
2015-04-01,0.0,0.0,0.0,52.617,598.0,5370.0
2015-05-01,0.0,0.0,0.0,50.169,571.0,5121.0
2015-06-01,0.0,0.0,0.0,54.096,615.0,5521.0
2015-07-01,0.0,0.0,0.0,64.955,739.0,6629.0
2015-08-01,0.0,0.0,0.0,69.717,793.0,7115.0
2015-09-01,0.0,0.0,0.0,60.793,691.0,6204.0
2015-10-01,0.0,0.0,0.0,60.588,689.0,6183.0
2015-11-01,0.0,0.0,0.0,58.158,661.0,5936.0
2015-12-01,0.0,0.0,0.0,66.276,754.0,6764.0
2016-01-01,0.0,0.0,0.0,806.74,3128.0,9434.0
2016-02-01,0.0,0.0,0.0,739.319,2867.0,8645.0
2016-03-01,0.0,0.0,0.0,678.515,2631.0,7934.0
2016-04-01,0.0,0.0,0.0,862.252,3343.0,10083.0
2016-05-01,0.0,0.0,0.0,774.866,3004.0,9061.0
2016-06-01,0.0,0.0,0.0,697.621,2705.0,8158.0
2016-07-01,0.0,0.0,0.0,846.875,3284.0,9903.0
2016-08-01,0.0,0.0,0.0,908.85,3524.0,10627.0
2016-09-01,0.0,0.0,0.0,748.114,2901.0,8748.0
2016-10-01,0.0,0.0,0.0,735.338,2851.0,8599.0
2016-11-01,0.0,0.0,0.0,750.163,2909.0,8771.0
2016-12-01,0.0,0.0,0.0,720.347,2793.0,8423.0
2017-01-01,0.0,0.0,0.0,913.849,3543.0,10575.0
2017-02-01,0.0,0.0,0.0,731.083,2835.0,8460.0
2017-03-01,0.0,0.0,0.0,691.703,2682.0,8005.0
2017-04-01,0.0,0.0,0.0,628.499,2437.0,7273.0
2017-05-01,0.0,0.0,0.0,567.989,2202.0,6573.0
2017-06-01,0.0,0.0,0.0,665.738,2581.0,7704.0
2017-07-01,0.0,0.0,0.0,907.997,3521.0,10507.0
2017-08-01,0.0,0.0,0.0,905.459,3511.0,10478.0
2017-09-01,0.0,0.0,0.0,669.769,2597.0,7751.0
