measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-01-01,21.071,301.0,301.0
2021-02-01,20.49,290.0,290.0
2021-03-01,15.969,227.0,227.0
2021-04-01,18.191,258.0,258.0
2021-05-01,20.822,295.0,295.0
2021-06-01,28.342,402.0,402.0
2021-07-01,31.223,443.0,443.0
2021-08-01,31.841,451.0,451.0
2021-09-01,26.906,382.0,382.0
2021-10-01,22.767,323.0,323.0
2021-11-01,18.727,265.0,265.0
2021-12-01,19.651,278.0,278.0
2022-01-01,18.826,271.0,271.0
2022-02-01,16.76,240.0,240.0
2022-03-01,13.346,192.0,192.0
2022-04-01,13.913,199.0,199.0
2022-05-01,20.553,295.0,295.0
2022-06-01,25.019,359.0,359.0
2022-07-01,29.482,422.0,422.0
2022-08-01,29.635,425.0,425.0
2022-09-01,24.981,359.0,359.0
2022-10-01,19.307,277.0,277.0
2022-11-01,18.096,259.0,259.0
2022-12-01,20.082,288.0,288.0
2023-01-01,16.593,242.0,242.0
2023-02-01,15.652,227.0,227.0
2023-03-01,15.447,224.0,224.0
2023-04-01,14.918,216.0,216.0
2023-05-01,21.299,308.0,308.0
2023-06-01,24.604,356.0,356.0
2023-07-01,26.983,391.0,391.0
2023-08-01,29.699,431.0,431.0
2023-09-01,25.02,362.0,362.0
2023-10-01,18.468,268.0,268.0
2023-11-01,17.123,248.0,248.0
2023-12-01,18.194,264.0,264.0
2024-01-01,15.465,262.0,262.0
2024-02-01,10.678,182.0,182.0
2024-03-01,12.118,206.0,206.0
2024-04-01,11.385,194.0,194.0
2024-05-01,15.211,259.0,259.0
2024-06-01,17.161,293.0,293.0
2024-07-01,18.55,316.0,316.0
2024-08-01,20.96,356.0,356.0
2024-09-01,17.391,296.0,296.0
2024-10-01,15.065,257.0,257.0
2024-11-01,12.069,205.0,205.0
2024-12-01,12.947,221.0,221.0
