measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,-21.0,0.0,0.0
2001-02-01,63.0,1086.0,1086.0
2001-03-01,63.0,1086.0,1086.0
2001-04-01,-9.0,0.0,0.0
2001-05-01,346.0,5376.0,5376.0
2001-06-01,136.0,2382.0,2382.0
2001-07-01,-9.0,0.0,0.0
2001-08-01,576.0,8932.0,8932.0
2001-09-01,11.0,309.0,309.0
2001-10-01,-10.0,0.0,0.0
2001-11-01,1.0,204.0,204.0
2001-12-01,-15.0,0.0,0.0
2002-01-01,-13.0,0.0,0.0
2002-02-01,-13.0,0.0,0.0
2002-03-01,86.0,1705.0,1705.0
2002-04-01,-12.0,0.0,0.0
2002-05-01,41.0,638.0,638.0
2002-06-01,46.0,1032.0,1032.0
2002-07-01,30.0,626.0,626.0
2002-08-01,-3.0,0.0,0.0
2002-09-01,-9.0,0.0,0.0
2002-10-01,26.0,580.0,580.0
2002-11-01,-14.0,0.0,0.0
2002-12-01,-15.0,29.0,29.0
2003-01-01,-12.0,0.0,0.0
2003-02-01,146.0,2227.0,2227.0
2003-03-01,59.0,998.0,998.0
2003-04-01,-10.0,0.0,0.0
2003-05-01,-10.0,0.0,0.0
2003-06-01,-8.0,0.0,0.0
2003-08-01,432.0,6832.0,6832.0
2003-09-01,32.0,609.0,609.0
2003-10-01,83.0,1375.0,1375.0
2003-11-01,-5.0,0.0,0.0
2003-12-01,93.0,1415.0,1415.0
2004-01-01,35.809000000000005,1003.0,1003.0
2004-02-01,1.006,28.0,28.0
2004-03-01,11.314,317.0,317.0
2004-04-01,1.348,38.0,38.0
2004-05-01,10.163,285.0,285.0
2004-06-01,40.071000000000005,1122.0,1122.0
2004-07-01,33.175,929.0,929.0
2004-08-01,0.0,0.0,0.0
2004-09-01,12.652000000000001,354.0,354.0
2004-10-01,4.936,138.0,138.0
2004-11-01,0.56,16.0,16.0
2004-12-01,25.967000000000002,727.0,727.0
2005-01-01,598.667,11887.63,11887.63
2005-02-01,205.68300000000002,4084.21,4084.21
2005-03-01,227.97400000000002,4526.84,4526.84
2005-04-01,276.141,5483.29,5483.29
2005-05-01,256.465,5092.58,5092.58
2005-06-01,332.86600000000004,6609.67,6609.67
2005-07-01,338.817,6727.84,6727.84
2005-08-01,398.028,7903.58,7903.58
2005-09-01,260.553,5173.76,5173.76
2005-10-01,289.348,5745.54,5745.54
2005-11-01,232.61,4618.91,4618.91
2005-12-01,491.84900000000005,9766.57,9766.57
2006-01-01,158.423,3673.0,3673.0
2006-02-01,82.89800000000001,1922.0,1922.0
2006-03-01,69.635,1614.0,1614.0
2006-04-01,133.388,3093.0,3093.0
2006-05-01,124.685,2891.0,2891.0
2006-06-01,113.33,2627.0,2627.0
2006-07-01,164.161,3806.0,3806.0
2006-08-01,159.235,3692.0,3692.0
2006-09-01,73.155,1696.0,1696.0
2006-10-01,77.275,1792.0,1792.0
2006-11-01,90.994,2110.0,2110.0
2006-12-01,100.82300000000001,2337.0,2337.0
2007-01-01,467.40700000000004,9931.0,9931.0
2007-02-01,1002.73,21309.0,21309.0
2007-03-01,163.31400000000002,3469.0,3469.0
2007-04-01,115.837,2464.0,2464.0
2007-05-01,142.874,3034.0,3034.0
2007-06-01,152.443,3240.0,3240.0
2007-07-01,120.71100000000001,2564.0,2564.0
2007-08-01,10.693000000000001,229.0,229.0
2007-09-01,38.802,823.0,823.0
2007-10-01,34.054,723.0,723.0
2007-11-01,132.333,2811.0,2811.0
2007-12-01,212.804,4522.0,4522.0
2008-01-01,43.651,1270.0,1270.0
2008-02-01,55.795,1629.0,1629.0
2008-03-01,22.065,647.0,647.0
2008-04-01,24.703000000000003,723.0,723.0
2008-05-01,10.205,300.0,300.0
2008-06-01,10.118,294.0,294.0
2008-07-01,4.798,141.0,141.0
2008-08-01,5.845000000000001,171.0,171.0
2008-09-01,8.502,247.0,247.0
2008-10-01,6.5680000000000005,194.0,194.0
2008-11-01,21.974,641.0,641.0
2008-12-01,55.776,1629.0,1629.0
2009-01-01,-9.617,1041.0,1041.0
2009-02-01,-1.6440000000000001,176.0,176.0
2009-03-01,-0.9720000000000001,106.0,106.0
2009-04-01,-1.381,147.0,147.0
2009-05-01,-0.9670000000000001,106.0,106.0
2009-06-01,-0.9430000000000001,100.0,100.0
2009-07-01,-0.733,82.0,82.0
2009-08-01,-0.924,100.0,100.0
2009-09-01,-0.738,82.0,82.0
2009-10-01,-1.084,118.0,118.0
2009-11-01,-0.533,59.0,59.0
2009-12-01,-1.464,159.0,159.0
2010-01-01,-1.7970000000000002,342.0,342.0
2010-02-01,-1.1400000000000001,218.0,218.0
2010-03-01,-0.302,59.0,59.0
2010-04-01,-0.802,153.0,153.0
2010-05-01,-1.192,224.0,224.0
2010-06-01,-0.665,124.0,124.0
2010-07-01,-0.6980000000000001,130.0,130.0
2010-08-01,-0.88,165.0,165.0
2010-09-01,-0.898,171.0,171.0
2010-10-01,-1.337,254.0,254.0
2010-11-01,-0.611,118.0,118.0
2010-12-01,-0.678,130.0,130.0
2011-01-01,-3.011,41.0,41.0
2011-02-01,-3.317,59.0,59.0
2011-03-01,-5.339,100.0,100.0
2011-04-01,-5.314,100.0,100.0
2011-05-01,-2.509,47.0,47.0
2011-06-01,-1.685,30.0,30.0
2011-07-01,-4.062,77.0,77.0
2011-08-01,-2.132,41.0,41.0
2011-09-01,-2.723,53.0,53.0
2011-10-01,-0.848,18.0,18.0
2011-11-01,-4.663,89.0,89.0
2011-12-01,-29.397,543.0,543.0
2012-01-01,-0.785,0.0,0.0
2012-02-01,-7.84,0.0,0.0
2012-03-01,-1.861,0.0,0.0
2012-04-01,-1.956,0.0,0.0
2012-05-01,-24.778,0.0,0.0
2012-06-01,-12.729,0.0,0.0
2012-07-01,-30.961,0.0,0.0
2012-08-01,-3.0,0.0,0.0
2012-09-01,-2.098,0.0,0.0
2012-10-01,-6.62,0.0,0.0
2012-11-01,-2.751,0.0,0.0
2012-12-01,-1.621,0.0,0.0
