measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2004-06-01,0.0,0.0,0.0,0.091,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.08900000000000001,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.092,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,0.082,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.077,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.265,0.0,0.0,-14.834000000000001,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,-12.314,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.272,0.0,0.0,-15.25,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.268,0.0,0.0,-15.026000000000002,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.316,0.0,0.0,-17.713,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.399,0.0,0.0,-22.355,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-28.017000000000003,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.518,0.0,0.0,-29.023,0.0,0.0
2005-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.394,0.0,0.0,-22.084,0.0,0.0
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.315,0.0,0.0,-17.643,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.269,0.0,0.0,-15.052000000000001,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.262,0.0,0.0,-14.689,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.048,0.0,0.0,-9.887,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.056,0.0,0.0,-11.73,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.064,0.0,0.0,-13.379000000000001,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.07200000000000001,0.0,0.0,-14.965,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.083,0.0,0.0,-17.333000000000002,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.10600000000000001,0.0,0.0,-22.087,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.134,0.0,0.0,-27.769000000000002,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.135,0.0,0.0,-28.119,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.092,0.0,0.0,-19.132,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.083,0.0,0.0,-17.322,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.062,0.0,0.0,-12.865,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.064,0.0,0.0,-13.411000000000001,0.0,0.0
2007-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-14.338000000000001,0.0,0.0
2007-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-12.172,0.0,0.0
2007-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-12.316,0.0,0.0
2007-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-12.195,0.0,0.0
2007-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-13.972000000000001,0.0,0.0
2007-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-15.444,0.0,0.0
2007-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-16.348000000000003,0.0,0.0
2007-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-17.983,0.0,0.0
2007-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-15.528,0.0,0.0
2007-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-14.237,0.0,0.0
2007-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-12.816,0.0,0.0
2007-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-13.651,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
