measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2003-01-01,3978.851,70106.0,70106.0,2116.164,27172.0,27172.0
2003-02-01,3523.208,62078.0,62078.0,1873.8290000000002,24061.0,24061.0
2003-03-01,3823.5330000000004,67369.0,67369.0,2033.5590000000002,26112.0,26112.0
2003-04-01,3360.6820000000002,59214.0,59214.0,1787.3890000000001,22951.0,22951.0
2003-05-01,3574.0570000000002,62974.0,62974.0,1900.874,24408.0,24408.0
2003-06-01,3577.914,63042.0,63042.0,1902.925,24434.0,24434.0
2003-07-01,4069.7760000000003,71708.0,71708.0,2164.523,27793.0,27793.0
2003-08-01,4818.167,84895.0,84895.0,2562.558,32904.0,32904.0
2003-09-01,4065.22,71628.0,71628.0,2162.1,27762.0,27762.0
2003-10-01,2920.493,51458.0,51458.0,1553.2740000000001,19945.0,19945.0
2003-11-01,3607.893,63570.0,63570.0,1918.8690000000001,24639.0,24639.0
2003-12-01,4217.207,74306.0,74306.0,2242.935,28800.0,28800.0
2004-01-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-02-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-03-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-04-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-05-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-06-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-07-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-08-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-09-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-10-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-11-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2004-12-01,3775.25,65947.0,65947.0,1554.4170000000001,23490.0,23490.0
2005-01-01,3513.925,58099.11,58099.11,1843.315,23831.01,23831.01
2005-02-01,3134.697,51828.98,51828.98,1644.382,21259.13,21259.13
2005-03-01,3580.2580000000003,59195.86,59195.86,1878.112,24280.87,24280.87
2005-04-01,3572.856,59073.49,59073.49,1874.229,24230.68,24230.68
2005-05-01,3927.837,64942.72,64942.72,2060.443,26638.11,26638.11
2005-06-01,3891.351,64339.46,64339.46,2041.303,26390.67,26390.67
2005-07-01,4029.2850000000003,66620.07,66620.07,2113.66,27326.12,27326.12
2005-08-01,4011.074,66318.97,66318.97,2104.107,27202.62,27202.62
2005-09-01,3778.405,62472.03,62472.03,1982.055,25624.68,25624.68
2005-10-01,3814.02,63060.88,63060.88,2000.737,25866.22,25866.22
2005-11-01,3841.3630000000003,63512.96,63512.96,2015.0810000000001,26051.65,26051.65
2005-12-01,3849.929,63654.6,63654.6,2019.575,26109.75,26109.75
2006-01-01,3629.268,64912.0,64912.0,2067.149,27279.0,27279.0
2006-02-01,3353.9950000000003,59989.0,59989.0,1910.36,25210.0,25210.0
2006-03-01,3699.6820000000002,66172.0,66172.0,2107.2560000000003,27809.0,27809.0
2006-04-01,2722.07,48686.0,48686.0,1550.43,20460.0,20460.0
2006-05-01,3327.963,59523.0,59523.0,1895.5330000000001,25015.0,25015.0
2006-06-01,3486.172,62353.0,62353.0,1985.645,26204.0,26204.0
2006-07-01,3618.068,64712.0,64712.0,2060.77,27195.0,27195.0
2006-08-01,3596.31,64323.0,64323.0,2048.378,27032.0,27032.0
2006-09-01,3439.956,61526.0,61526.0,1959.3220000000001,25856.0,25856.0
2006-10-01,3569.5510000000004,63844.0,63844.0,2033.1360000000002,26831.0,26831.0
2006-11-01,3605.201,64482.0,64482.0,2053.442,27098.0,27098.0
2006-12-01,3473.7650000000003,62131.0,62131.0,1978.5780000000002,26111.0,26111.0
2007-01-01,3438.7870000000003,57631.0,57631.0,2136.969,27214.0,27214.0
2007-02-01,2841.175,47616.0,47616.0,1765.595,22485.0,22485.0
2007-03-01,3563.114,59715.0,59715.0,2214.231,28198.0,28198.0
2007-04-01,2779.569,46583.0,46583.0,1727.3110000000001,21997.0,21997.0
2007-05-01,3397.978,56948.0,56948.0,2111.609,26891.0,26891.0
2007-06-01,3422.317,57355.0,57355.0,2126.734,27084.0,27084.0
2007-07-01,3384.0220000000004,56714.0,56714.0,2102.937,26781.0,26781.0
2007-08-01,3438.869,57633.0,57633.0,2137.021,27215.0,27215.0
2007-09-01,3480.5930000000003,58332.0,58332.0,2162.949,27545.0,27545.0
2007-10-01,3461.531,58013.0,58013.0,2151.103,27394.0,27394.0
