measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,,,,7551.0,64844.0,64844.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,,,,423.0,4500.0,4500.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,,,,1560.0,16245.0,16245.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,,,,1928.0,11798.0,11798.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-06-01,0.0,0.0,0.0,,,,4943.0,38671.0,38671.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,,,,2948.0,25209.0,25209.0,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,,,,3607.0,31568.0,31568.0,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-12-01,0.0,0.0,0.0,,,,171.0,2327.0,2327.0,0.0,0.0,0.0
2004-01-01,2537.784,35991.0,35991.0,0.0,0.0,0.0,2539.6420000000003,36017.0,36017.0,1336.703,0.0,0.0
2004-02-01,231.598,3285.0,3285.0,0.0,0.0,0.0,2636.4210000000003,37390.0,37390.0,1271.0030000000002,0.0,0.0
2004-03-01,327.303,4642.0,4642.0,0.0,0.0,0.0,2511.817,35622.0,35622.0,1309.672,0.0,0.0
2004-04-01,1.071,15.0,15.0,0.0,0.0,0.0,2376.913,33709.0,33709.0,1197.978,0.0,0.0
2004-05-01,0.446,6.0,6.0,0.0,0.0,0.0,3287.6530000000002,46625.0,46625.0,1912.335,0.0,0.0
2004-06-01,0.198,3.0,3.0,0.0,0.0,0.0,2718.775,38557.0,38557.0,1568.1860000000001,0.0,0.0
2004-07-01,0.41200000000000003,6.0,6.0,0.0,0.0,0.0,2576.937,36546.0,36546.0,1532.425,0.0,0.0
