measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2013-08-01,0.0,0.0,0.0,158.419,1820.0,1820.0,10349.581,118906.0,118906.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,6445.0,72248.0,72248.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,5681.0,57900.0,57900.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4275.0,40135.0,40135.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,7079.0,66239.0,66239.0
2014-01-01,0.0,0.0,0.0,7833.202,74725.0,74725.0,3681.798,35123.0,35123.0
2014-02-01,0.0,0.0,0.0,732.59,7122.0,7122.0,6246.41,60722.0,60722.0
2014-03-01,0.0,0.0,0.0,3448.044,33277.0,33277.0,12957.956,125058.0,125058.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,5758.0,55945.0,55945.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,10189.0,96375.0,96375.0
2014-06-01,,,,0.0,0.0,0.0,18358.0,195261.0,195261.0
2014-07-01,,,,0.0,0.0,0.0,20222.0,222341.0,222341.0
2014-08-01,,,,0.0,0.0,0.0,7826.0,81885.0,81885.0
2014-09-01,,,,0.0,0.0,0.0,7297.0,81671.0,81671.0
2014-10-01,,,,0.0,0.0,0.0,3198.0,34075.0,34075.0
2014-11-01,,,,0.0,0.0,0.0,5160.0,66084.0,66084.0
2014-12-01,,,,547.197,5284.0,5284.0,2898.803,27995.0,27995.0
2015-01-01,,,,215.836,2104.0,2104.0,2636.164,25692.0,25692.0
2015-02-01,,,,4559.256,50032.0,50032.0,2624.744,28803.0,28803.0
2015-03-01,,,,574.74,5897.0,5897.0,4463.26,45793.0,45793.0
2015-04-01,,,,45.772,420.0,420.0,6183.228,56680.0,56680.0
2015-05-01,,,,0.0,0.0,0.0,16995.0,181224.0,181224.0
2015-06-01,,,,455.415,4967.0,4967.0,13431.585,146490.0,146490.0
2015-07-01,,,,1114.337,12071.0,12071.0,16915.663,183245.0,183245.0
2015-08-01,,,,0.0,0.0,0.0,15400.0,150561.0,150561.0
2015-09-01,,,,0.0,0.0,0.0,12039.0,113030.0,113030.0
2015-10-01,,,,0.0,0.0,0.0,3705.0,34774.0,34774.0
2015-11-01,,,,33.339,312.0,312.0,3956.661,37010.0,37010.0
2015-12-01,,,,0.0,0.0,0.0,754.0,7134.0,7134.0
2016-01-01,,,,26.23,249.0,249.0,1749.77,16642.0,16642.0
2016-02-01,,,,39.256,476.0,476.0,5379.744,65270.0,65270.0
2016-03-01,,,,0.0,0.0,0.0,6628.0,68152.0,68152.0
2016-04-01,,,,0.0,0.0,0.0,5776.0,57056.0,57056.0
2016-05-01,,,,0.0,0.0,0.0,4000.0,46001.0,46001.0
2016-06-01,,,,0.0,0.0,0.0,26090.0,273224.0,273224.0
2016-07-01,,,,412.789,4667.0,4667.0,11746.211,132811.0,132811.0
2016-08-01,,,,425.415,5576.0,5576.0,7356.585,96424.0,96424.0
2016-09-01,,,,0.0,0.0,0.0,7687.0,82781.0,82781.0
2016-10-01,,,,0.0,0.0,0.0,26447.0,279824.0,279824.0
2016-11-01,,,,6.62,62.0,62.0,8058.38,75919.0,75919.0
2016-12-01,,,,0.0,0.0,0.0,4135.0,38560.0,38560.0
2017-01-01,,,,97.922,974.0,974.0,13072.422,129788.0,129788.0
2017-02-01,,,,76.719,762.0,762.0,11091.939,110125.0,110125.0
2017-03-01,,,,105.991,1053.0,1053.0,16342.241,162252.0,162252.0
2017-04-01,,,,80.458,801.0,801.0,12019.106,119330.0,119330.0
2017-05-01,,,,96.328,958.0,958.0,13319.787,132243.0,132243.0
2017-06-01,,,,102.819,1019.0,1019.0,17018.347,168964.0,168964.0
2017-07-01,,,,82.54,818.0,818.0,19678.183,195371.0,195371.0
2017-08-01,,,,103.318,1025.0,1025.0,17524.388,173989.0,173989.0
2017-09-01,,,,79.074,784.0,784.0,15542.595,154312.0,154312.0
2017-10-01,,,,68.008,678.0,678.0,13936.742,138369.0,138369.0
2017-11-01,,,,110.566,1098.0,1098.0,10612.241,105362.0,105362.0
2017-12-01,,,,401.849,3987.0,3987.0,13160.417,130661.0,130661.0
2018-01-01,,,,9176.633,96328.0,96328.0,9187.866,96440.0,96440.0
2018-02-01,,,,94.797,992.0,992.0,12539.181,131619.0,131619.0
2018-03-01,,,,165.103,1735.0,1735.0,14858.83,155968.0,155968.0
2018-04-01,,,,102.477,1077.0,1077.0,13826.562,145132.0,145132.0
2018-05-01,,,,1053.857,11062.0,11062.0,13605.884,142816.0,142816.0
2018-06-01,,,,100.593,1055.0,1055.0,15455.333,162229.0,162229.0
2018-07-01,,,,128.997,1355.0,1355.0,22837.382,239716.0,239716.0
2018-08-01,,,,119.514,1253.0,1253.0,22500.051,236175.0,236175.0
2018-09-01,,,,99.099,1038.0,1038.0,19198.246,201517.0,201517.0
2018-10-01,,,,107.392,1128.0,1128.0,15466.691,162348.0,162348.0
2018-11-01,,,,167.659,1758.0,1758.0,13132.706,137849.0,137849.0
2018-12-01,,,,164.19,1724.0,1724.0,14392.957,151078.0,151078.0
2019-01-01,,,,975.812,10214.0,10214.0,6772.956,70931.0,70931.0
2019-02-01,,,,228.175,2391.0,2391.0,6719.278,70369.0,70369.0
2019-03-01,,,,31.708,330.0,330.0,6397.882,67003.0,67003.0
2019-04-01,,,,14.03,146.0,146.0,7426.442,77775.0,77775.0
2019-05-01,,,,32.969,347.0,347.0,6546.909,68564.0,68564.0
2019-06-01,,,,57.819,605.0,605.0,8073.99,84556.0,84556.0
2019-07-01,,,,25.612,269.0,269.0,10808.856,113198.0,113198.0
2019-08-01,,,,50.104,526.0,526.0,10126.796,106055.0,106055.0
2019-09-01,,,,42.294,442.0,442.0,8050.886,84314.0,84314.0
2019-10-01,,,,63.964,672.0,672.0,7851.188,82223.0,82223.0
2019-11-01,,,,59.846,627.0,627.0,7638.42,79994.0,79994.0
2019-12-01,,,,145.898,1529.0,1529.0,7553.166,79102.0,79102.0
2020-01-01,,,,270.819,2854.0,2854.0,5297.91,55771.0,55771.0
2020-02-01,,,,207.974,2187.0,2187.0,4645.159,48900.0,48900.0
2020-03-01,,,,289.017,3040.0,3040.0,4713.901,49625.0,49625.0
2020-04-01,,,,211.477,2226.0,2226.0,4284.886,45108.0,45108.0
2020-05-01,,,,266.838,2809.0,2809.0,3620.271,38112.0,38112.0
2020-06-01,,,,197.106,2074.0,2074.0,6016.76,63340.0,63340.0
2020-07-01,,,,276.53,2910.0,2910.0,9175.005,96587.0,96587.0
2020-08-01,,,,245.074,2583.0,2583.0,8036.453,84601.0,84601.0
2020-09-01,,,,226.826,2390.0,2390.0,5082.436,53504.0,53504.0
2020-10-01,,,,178.373,1876.0,1876.0,5605.796,59014.0,59014.0
2020-11-01,,,,214.13,2255.0,2255.0,4924.181,51838.0,51838.0
2020-12-01,,,,249.597,2628.0,2628.0,3576.481,37650.0,37650.0
2021-01-01,,,,2.288,23.0,23.0,824.449,8545.0,8545.0
2021-02-01,,,,19.101,198.0,198.0,6884.096,71351.0,71351.0
2021-03-01,,,,5.009,51.0,51.0,1805.169,18710.0,18710.0
2021-04-01,,,,12.18,124.0,124.0,4389.652,45497.0,45497.0
2021-05-01,,,,10.29,107.0,107.0,3708.416,38437.0,38437.0
2021-06-01,,,,21.252,220.0,220.0,7659.264,79386.0,79386.0
2021-07-01,,,,19.443,203.0,203.0,7007.308,72629.0,72629.0
2021-08-01,,,,39.825,412.0,412.0,14353.175,148766.0,148766.0
2021-09-01,,,,14.498,152.0,152.0,5225.294,54158.0,54158.0
2021-10-01,,,,8.578,90.0,90.0,3091.561,32043.0,32043.0
2021-11-01,,,,13.763,141.0,141.0,4960.361,51413.0,51413.0
2021-12-01,,,,0.493,6.0,6.0,177.538,1840.0,1840.0
2022-01-01,,,,180.851,1843.0,1843.0,2989.618,30423.0,30423.0
2022-02-01,,,,28.923,293.0,293.0,478.115,4865.0,4865.0
2022-03-01,,,,140.785,1432.0,1432.0,2327.283,23682.0,23682.0
2022-04-01,,,,51.229,519.0,519.0,846.856,8618.0,8618.0
2022-05-01,,,,200.439,2040.0,2040.0,3313.42,33718.0,33718.0
2022-06-01,,,,444.299,4520.0,4520.0,7344.623,74739.0,74739.0
2022-07-01,,,,1175.618,11965.0,11965.0,19433.904,197759.0,197759.0
2022-08-01,,,,1309.214,13324.0,13324.0,21642.351,220233.0,220233.0
2022-09-01,,,,426.666,4340.0,4340.0,7053.129,71773.0,71773.0
2022-10-01,,,,292.999,2981.0,2981.0,4843.513,49288.0,49288.0
2022-11-01,,,,860.211,8753.0,8753.0,14219.971,144703.0,144703.0
2022-12-01,,,,333.127,3387.0,3387.0,5506.856,56038.0,56038.0
2023-01-01,,,,7.87,79.0,79.0,2052.453,21145.0,21145.0
2023-02-01,,,,4.723,51.0,51.0,1231.723,12690.0,12690.0
2023-03-01,,,,29.344,304.0,304.0,7653.134,78844.0,78844.0
2023-04-01,,,,25.83,265.0,265.0,6736.618,69402.0,69402.0
2023-05-01,,,,3.463,34.0,34.0,903.201,9305.0,9305.0
2023-06-01,,,,22.126,225.0,225.0,5770.599,59451.0,59451.0
2023-07-01,,,,67.361,693.0,693.0,17568.484,180996.0,180996.0
2023-08-01,,,,20.011,209.0,209.0,5219.001,53768.0,53768.0
2023-09-01,,,,22.027,225.0,225.0,5744.799,59185.0,59185.0
2023-10-01,,,,27.192,282.0,282.0,7092.045,73064.0,73064.0
2023-11-01,,,,9.233,96.0,96.0,2408.043,24809.0,24809.0
2023-12-01,,,,11.377,118.0,118.0,2967.347,30570.0,30570.0
2024-01-01,,,,19.433,208.0,208.0,2913.922,31433.0,31433.0
2024-02-01,,,,9.162,101.0,101.0,1373.733,14819.0,14819.0
2024-03-01,,,,43.068,462.0,462.0,6457.797,69661.0,69661.0
2024-04-01,,,,28.994,315.0,315.0,4347.517,46897.0,46897.0
2024-05-01,,,,55.554,597.0,597.0,8330.057,89856.0,89856.0
2024-06-01,,,,43.106,468.0,468.0,6463.543,69723.0,69723.0
2024-07-01,,,,79.475,856.0,856.0,11916.814,128547.0,128547.0
2024-08-01,,,,44.749,484.0,484.0,6709.916,72380.0,72380.0
2024-09-01,,,,13.356,146.0,146.0,2002.651,21602.0,21602.0
2024-10-01,,,,38.018,411.0,411.0,5700.671,61493.0,61493.0
2024-11-01,,,,20.619,220.0,220.0,3091.664,33350.0,33350.0
2024-12-01,,,,1.339,17.0,17.0,200.842,2166.0,2166.0
